x(m),y(m),z(m),dtr(m)
-2.418261720373438671e+06,5.385795250363801606e+06,2.405758503877950367e+06,-2.800818402682653628e+06
-2.418261857042111922e+06,5.385796001636260189e+06,2.405758581852114759e+06,-2.800811519376432989e+06
-2.418261783128745854e+06,5.385796605264552869e+06,2.405758681059079710e+06,-2.800804811374918092e+06
-2.418263657576209400e+06,5.385799627601906657e+06,2.405757469392438885e+06,-2.800795344631164800e+06
-2.418264138790374622e+06,5.385799432043436915e+06,2.405757455861103255e+06,-2.800788875113369897e+06
-2.418264428640550002e+06,5.385799760766988620e+06,2.405757384339584969e+06,-2.800782225563277956e+06
-2.418263414793780074e+06,5.385799184781242162e+06,2.405757233275515027e+06,-2.800776866332294419e+06
-2.418264034440088551e+06,5.385799520330419764e+06,2.405757144742612727e+06,-2.800770107654868159e+06
-2.418264523418346886e+06,5.385798920438230969e+06,2.405756902357145678e+06,-2.800764119942273479e+06
-2.418265092115109786e+06,5.385799138736310415e+06,2.405756795446910895e+06,-2.800757476602955721e+06
-2.418265175506268162e+06,5.385799004127534106e+06,2.405756560125428252e+06,-2.800751370095028542e+06
-2.418265745474322233e+06,5.385798583913302049e+06,2.405756659541403875e+06,-2.800745128102463204e+06
-2.418266034980856348e+06,5.385799518593840301e+06,2.405756329753950238e+06,-2.800738204874480143e+06
-2.418264682600714732e+06,5.385798029951323755e+06,2.405757825913369190e+06,-2.800733677486997098e+06
-2.418265376603707671e+06,5.385799135297761299e+06,2.405757891449000221e+06,-2.800726295145859942e+06
-2.418266391525990330e+06,5.385799985179659911e+06,2.405757911077886820e+06,-2.800718979170524981e+06
-2.418266950207434595e+06,5.385800384466440417e+06,2.405758074285977054e+06,-2.800712072914648801e+06
-2.418266637781333178e+06,5.385800138249191456e+06,2.405758053164314944e+06,-2.800706142280383036e+06
-2.418266846813383512e+06,5.385800789240377955e+06,2.405758055358446669e+06,-2.800699358693417627e+06
-2.418267453209993895e+06,5.385801313389756717e+06,2.405757983401581179e+06,-2.800692522912862245e+06
-2.418267236650358420e+06,5.385801622301488183e+06,2.405758102425546385e+06,-2.800686096365205012e+06
-2.418266795332625974e+06,5.385801132022552192e+06,2.405757933763896581e+06,-2.800680343771609478e+06
-2.418266708263949491e+06,5.385801292250298895e+06,2.405757623750096653e+06,-2.800674054528789129e+06
-2.418266492467957083e+06,5.385801746822059155e+06,2.405757653006419539e+06,-2.800667519160564523e+06
-2.418266322464781348e+06,5.385802069831538945e+06,2.405757527554833330e+06,-2.800661239873599261e+06
-2.418268739076016936e+06,5.385800927711398341e+06,2.405758663542745169e+06,-2.800655081122698262e+06
-2.418268397084115539e+06,5.385800643128098920e+06,2.405758841255991254e+06,-2.800649141272994690e+06
-2.418268391364615876e+06,5.385800452348529361e+06,2.405759267194157932e+06,-2.800643023424210493e+06
-2.418268627618741244e+06,5.385799882105498575e+06,2.405758836565551348e+06,-2.800637107903092168e+06
-2.418269509623996913e+06,5.385798355629751459e+06,2.405757879952362739e+06,-2.800631874286943581e+06
-2.418269457590433769e+06,5.385798858827006072e+06,2.405758386490169913e+06,-2.800625160345081240e+06
-2.418269760527573060e+06,5.385800662497335114e+06,2.405758284793254919e+06,-2.800617452587997541e+06
-2.418269789353238884e+06,5.385801324271685444e+06,2.405758007369845174e+06,-2.800610752682072110e+06
-2.418269991685735527e+06,5.385802224773840047e+06,2.405758349315628409e+06,-2.800603739569936879e+06
-2.418273705469633918e+06,5.385805008441267535e+06,2.405756470059916377e+06,-2.800593786285872571e+06
-2.418273317112482619e+06,5.385804455657980405e+06,2.405756562581017148e+06,-2.800588078914208338e+06
-2.418273658519405406e+06,5.385805379568340257e+06,2.405756472188777290e+06,-2.800580993973335251e+06
-2.418273832474710885e+06,5.385806198211061768e+06,2.405756594848240260e+06,-2.800574086274631321e+06
-2.418273954019120894e+06,5.385806385811975226e+06,2.405756752290997654e+06,-2.800567580380703323e+06
-2.418273519423063379e+06,5.385806383574366570e+06,2.405756693072956055e+06,-2.800561463723263238e+06
-2.418273688926272094e+06,5.385806487552032806e+06,2.405756715447504073e+06,-2.800555109589618165e+06
-2.418273869497036561e+06,5.385807399549481459e+06,2.405756606790702790e+06,-2.800548067811815534e+06
-2.418274185786882415e+06,5.385808564432030544e+06,2.405756398690229282e+06,-2.800540857418523636e+06
-2.418274277506954037e+06,5.385808793851495720e+06,2.405756364616435021e+06,-2.800534491530270781e+06
-2.418274570488209371e+06,5.385808910244350322e+06,2.405756026439379435e+06,-2.800528100147410762e+06
-2.418271313986481167e+06,5.385755080116002820e+06,2.405755118992217351e+06,-2.800561341795804445e+06
-2.418271725916733965e+06,5.385755571307854727e+06,2.405754941801807377e+06,-2.800554539649165701e+06
-2.418271141885871999e+06,5.385755015101809055e+06,2.405754877267995384e+06,-2.800548914586482570e+06
-2.418271320869072806e+06,5.385755667921687476e+06,2.405754675763440318e+06,-2.800542092421915382e+06
-2.418271494585613254e+06,5.385755378723600879e+06,2.405755054252485745e+06,-2.800535912910276558e+06
-2.418270125614579301e+06,5.385753949479451403e+06,2.405755937475000508e+06,-2.800531267506560311e+06
-2.418269978661354166e+06,5.385754219714057632e+06,2.405755915657779202e+06,-2.800524854154721368e+06
-2.418270428716930095e+06,5.385755136258396320e+06,2.405755405261178967e+06,-2.800517784660776146e+06
-2.418270713099998888e+06,5.385755465729604475e+06,2.405755422468740959e+06,-2.800511162351247855e+06
-2.418270779361929279e+06,5.385755390541263856e+06,2.405755263339817524e+06,-2.800504932214125991e+06
-2.418270871079821140e+06,5.385755460901477374e+06,2.405755181405597832e+06,-2.800498565179961268e+06
-2.418271222759278957e+06,5.385755759501306340e+06,2.405755121962276753e+06,-2.800491955975488294e+06
-2.418269334329694510e+06,5.385764962785935029e+06,2.405756299407699611e+06,-2.800479060244896449e+06
-2.418268542346462142e+06,5.385766371321686544e+06,2.405756566493069287e+06,-2.800472004136840347e+06
-2.418268375087703578e+06,5.385765236839515157e+06,2.405756498029408976e+06,-2.800466746256056242e+06
-2.418269046569317579e+06,5.385764851367588155e+06,2.405756315262682736e+06,-2.800460532750146464e+06
-2.418270279103617184e+06,5.385765153096690774e+06,2.405755351857014932e+06,-2.800453616400744766e+06
-2.418271225031539798e+06,5.385765267723583616e+06,2.405755221791698132e+06,-2.800446924038228113e+06
-2.418271076528411824e+06,5.385765150637324899e+06,2.405755069505619351e+06,-2.800440749280367978e+06
-2.418272086482302286e+06,5.385766809088832699e+06,2.405754140389544424e+06,-2.800432844850846566e+06
-2.418271644690087065e+06,5.385766587504522875e+06,2.405754140470800456e+06,-2.800427000054498669e+06
-2.418273107085822616e+06,5.385759571637956426e+06,2.405752912498135585e+06,-2.800425736999917775e+06
-2.418278234600043390e+06,5.385853347577490844e+06,2.405754026279962156e+06,-2.800350802335044835e+06
-2.418278821355621796e+06,5.385853704976070672e+06,2.405754015069315676e+06,-2.800343987678857055e+06
-2.418278753712318838e+06,5.385852572799258865e+06,2.405754118397236802e+06,-2.800338493988571689e+06
-2.418279117085124366e+06,5.385852253289522603e+06,2.405754136161937844e+06,-2.800332357785710599e+06
-2.418279321162091102e+06,5.385851575108106248e+06,2.405754228507468011e+06,-2.800326420354994945e+06
-2.418279454632895533e+06,5.385850961161911488e+06,2.405753923153863754e+06,-2.800320374757149257e+06
-2.418278765462285839e+06,5.385849086092952639e+06,2.405753912427538075e+06,-2.800315798904049676e+06
-2.418278133941485081e+06,5.385849425227319822e+06,2.405754589168305043e+06,-2.800309373396092094e+06
-2.418278090066384524e+06,5.385850050410311669e+06,2.405755016142016277e+06,-2.800302638111682143e+06
-2.418277917199552525e+06,5.385849022427132353e+06,2.405755148232659791e+06,-2.800297225893235765e+06
-2.418278374995830003e+06,5.385849069727479480e+06,2.405754848096231464e+06,-2.800290630500015803e+06
-2.418278922194143292e+06,5.385848964382414706e+06,2.405754698417457752e+06,-2.800283998794720974e+06
-2.418279359992517624e+06,5.385851735538469627e+06,2.405754890353810042e+06,-2.800269084364688955e+06
-2.418279763995517977e+06,5.385851023698621430e+06,2.405754136340470053e+06,-2.800263400675324257e+06
-2.418279988414601889e+06,5.385850995815321803e+06,2.405754268958306871e+06,-2.800256989520334173e+06
-2.418280519843292888e+06,5.385851589460313320e+06,2.405754682559507433e+06,-2.800249821725951042e+06
-2.418280737438266631e+06,5.385849759256849065e+06,2.405753730951837730e+06,-2.800244957039372530e+06
-2.418275504516905639e+06,5.385767301534591243e+06,2.405753137530706357e+06,-2.800255061379282735e+06
-2.418275197751737665e+06,5.385767225462391973e+06,2.405753310299101286e+06,-2.800248945112443995e+06
-2.418277408773345407e+06,5.385839408484701999e+06,2.405755562548029236e+06,-2.800190737773677800e+06
-2.418278234047632199e+06,5.385837856714674272e+06,2.405754347270818427e+06,-2.800185556190399453e+06
-2.418280065027770586e+06,5.385830835147065111e+06,2.405752737352579832e+06,-2.800184262602430303e+06
-2.418279134353049565e+06,5.385835914807419293e+06,2.405754280660729855e+06,-2.800142135072060861e+06
-2.418280123503434472e+06,5.385836517464482225e+06,2.405754005198630504e+06,-2.800135076029249467e+06
-2.418280213894651737e+06,5.385836442077903077e+06,2.405753644603349268e+06,-2.800128915345074143e+06
-2.418282288148701191e+06,5.385841319696539082e+06,2.405752124216090888e+06,-2.800118018366900273e+06
-2.418283163082261104e+06,5.385829197287870571e+06,2.405750086575181689e+06,-2.800076186744386796e+06
-2.418276233535279986e+06,5.385769662498318590e+06,2.405749718292628881e+06,-2.800114836350901518e+06
-2.418276763822401408e+06,5.385771335379554890e+06,2.405749864013205748e+06,-2.800107110816627275e+06
-2.418276930054052733e+06,5.385770205927378498e+06,2.405749189420852344e+06,-2.800101722946753725e+06
-2.418275079565517604e+06,5.385775010658008046e+06,2.405752022466653027e+06,-2.800054176928487606e+06
-2.418275230237456970e+06,5.385774598439759575e+06,2.405752034793566912e+06,-2.800048091038982850e+06
-2.418275873799867462e+06,5.385774471687344834e+06,2.405751748975150753e+06,-2.800041706175569911e+06
-2.418276366304790601e+06,5.385773324724693783e+06,2.405751156579474453e+06,-2.800036187651421409e+06
-2.418276771025771275e+06,5.385772353785760701e+06,2.405750343191742431e+06,-2.800030734614681918e+06
-2.418274466351810377e+06,5.385771616227070801e+06,2.405749597539013252e+06,-2.799987882420373149e+06
-2.418276459213712253e+06,5.385774173194793053e+06,2.405748533336678054e+06,-2.799978738789439667e+06
-2.418276659963710234e+06,5.385774205607112497e+06,2.405747743860965595e+06,-2.799972492497312836e+06
-2.418276665924248286e+06,5.385773444679839537e+06,2.405747606602418702e+06,-2.799966803265855648e+06
-2.418277088230848312e+06,5.385774781442667358e+06,2.405747423081212677e+06,-2.799959356221664231e+06
-2.418275871578291524e+06,5.385797396096399985e+06,2.405746635856147856e+06,-2.799899886496714316e+06
-2.418275734095876105e+06,5.385797729886968620e+06,2.405746446344987024e+06,-2.799893518752302509e+06
-2.418275899751850870e+06,5.385798090443111956e+06,2.405746008911142126e+06,-2.799886994768362958e+06
-2.418279678734365851e+06,5.385801609682826325e+06,2.405746142050608527e+06,-2.799876643925017677e+06
-2.418279427304776385e+06,5.385801311265510507e+06,2.405745798125804868e+06,-2.799870591354737990e+06
-2.418275671534540597e+06,5.385776696670135483e+06,2.405747491892918479e+06,-2.799845289509813767e+06
-2.418275392060134094e+06,5.385775481251657940e+06,2.405746803966869600e+06,-2.799840148040311877e+06
-2.418275206587466877e+06,5.385776257900865749e+06,2.405747564737408888e+06,-2.799833253046649974e+06
-2.418275665521279443e+06,5.385775767706786282e+06,2.405746781970919110e+06,-2.799827032500392292e+06
-2.418275616498811636e+06,5.385806524527214468e+06,2.405748757238570135e+06,-2.799754615053123794e+06
-2.418275400577494409e+06,5.385803888554332778e+06,2.405747336403112859e+06,-2.799750739648589864e+06
-2.418275333804253023e+06,5.385802750897946768e+06,2.405746760700932238e+06,-2.799745504581320565e+06
-2.418275589654789772e+06,5.385801662697508931e+06,2.405745788781133946e+06,-2.799740073018946685e+06
-2.418281326879397966e+06,5.385813044808513485e+06,2.405749825727866963e+06,-2.799677529377301689e+06
-2.418281195625796914e+06,5.385814119215333834e+06,2.405751053036379162e+06,-2.799670254869066644e+06
-2.418282912239973899e+06,5.385805444309388287e+06,2.405744800100956112e+06,-2.799671202387786005e+06
-2.418282673848536797e+06,5.385804456228339113e+06,2.405744195012010168e+06,-2.799665949601927307e+06
-2.418282995721613057e+06,5.385804331414731219e+06,2.405744268292123452e+06,-2.799659566919751000e+06
-2.418280136358039919e+06,5.385803823141633533e+06,2.405746372089274228e+06,-2.799610814448012970e+06
-2.418280431360712741e+06,5.385803461373796687e+06,2.405745880681626033e+06,-2.799604837391481269e+06
-2.418280661679543555e+06,5.385803017220375128e+06,2.405745775594144594e+06,-2.799598725203827489e+06
-2.418280316671480425e+06,5.385802520846405998e+06,2.405745329203435220e+06,-2.799593069818008691e+06
-2.418280383861059323e+06,5.385802622073358856e+06,2.405745527109683026e+06,-2.799586595678225160e+06
-2.418274340148748364e+06,5.385805817009443417e+06,2.405753244713908993e+06,-2.799534636590696871e+06
-2.418274658302717377e+06,5.385805626565649174e+06,2.405753303563721478e+06,-2.799528318170777522e+06
-2.418274467986569274e+06,5.385805762850480154e+06,2.405753764261772390e+06,-2.799521863343180157e+06
-2.418274518847234081e+06,5.385805775141149759e+06,2.405753789847271517e+06,-2.799515460002724547e+06
-2.418265848870946094e+06,5.385794162187265232e+06,2.405752173591337167e+06,-2.799476334347885568e+06
-2.418265475966814440e+06,5.385793611890201457e+06,2.405752277529909275e+06,-2.799470529032427818e+06
-2.418267335341009311e+06,5.385795364603750408e+06,2.405752341512101237e+06,-2.799462225278917234e+06
-2.418266298049805686e+06,5.385795909585092217e+06,2.405752447747916915e+06,-2.799455966052404605e+06
-2.418265546650381293e+06,5.385795422654972412e+06,2.405752637368841097e+06,-2.799450245305374730e+06
-2.418262722234334331e+06,5.385801734274989925e+06,2.405756433544278145e+06,-2.799401867760670371e+06
-2.418262678763648961e+06,5.385802561161448248e+06,2.405756994821921457e+06,-2.799394910513718147e+06
-2.418263421213801485e+06,5.385803563839085400e+06,2.405757353985226713e+06,-2.799387443968317937e+06
-2.418262844662867952e+06,5.385802793103294447e+06,2.405757217794768512e+06,-2.799382020100864582e+06
-2.418262319052693434e+06,5.385797058725080453e+06,2.405754662432719488e+06,-2.799374603692116216e+06
-2.418262174825442489e+06,5.385794788856418803e+06,2.405754906106797513e+06,-2.799369809589571785e+06
-2.418261534170424566e+06,5.385795693392975256e+06,2.405755667548337486e+06,-2.799362832668648567e+06
-2.418262080665133893e+06,5.385794309470104985e+06,2.405754950272878632e+06,-2.799357430464648176e+06
-2.418261688602409791e+06,5.385793761760666035e+06,2.405755198725756723e+06,-2.799351512283311691e+06
-2.418263129172287416e+06,5.385792968202029355e+06,2.405754033278044313e+06,-2.799344985266661271e+06
-2.418262666543013882e+06,5.385793741306834854e+06,2.405754869224066846e+06,-2.799338050026648678e+06
-2.418262816721214447e+06,5.385793197795413435e+06,2.405754660106301308e+06,-2.799332253907084931e+06
-2.418262111175057944e+06,5.385793603625129908e+06,2.405754627162072808e+06,-2.799326060415249318e+06
-2.418261726439234801e+06,5.385793955811617896e+06,2.405755556116347201e+06,-2.799319256597361062e+06
-2.418260797705706675e+06,5.385778547586069442e+06,2.405756290639604907e+06,-2.799323901429749560e+06
-2.418261197952039074e+06,5.385779870433248580e+06,2.405756855265586637e+06,-2.799316471308247186e+06
-2.418260593709813897e+06,5.385779987503923476e+06,2.405757139614459127e+06,-2.799310051440219861e+06
-2.418259447418604512e+06,5.385780455346500501e+06,2.405756775623865891e+06,-2.799303870762071107e+06
-2.418258867829414550e+06,5.385778281838196330e+06,2.405756867285916582e+06,-2.799299131588732824e+06
-2.418258803693908267e+06,5.385779498806961812e+06,2.405758011422930751e+06,-2.799291418865029234e+06
-2.418256211668652482e+06,5.385777359176060185e+06,2.405760059931092896e+06,-2.799287052461888641e+06
-2.418255594486609101e+06,5.385777470368880779e+06,2.405760202276352793e+06,-2.799280820155975409e+06
-2.418256445864619222e+06,5.385777832492833026e+06,2.405760502684770152e+06,-2.799273822398279794e+06
-2.418257596542505082e+06,5.385776724147651345e+06,2.405759526066374034e+06,-2.799268434470283799e+06
-2.418259916541861370e+06,5.385795592240765691e+06,2.405758728500349913e+06,-2.799248698163475841e+06
-2.418260756914923899e+06,5.385787982625986449e+06,2.405750685780076776e+06,-2.799249963786552660e+06
-2.418259701114056632e+06,5.385787401625113562e+06,2.405750776638838928e+06,-2.799244048899330664e+06
-2.418258811202990357e+06,5.385787465301519260e+06,2.405750993952067103e+06,-2.799237826897699852e+06
-2.418258331454288680e+06,5.385788376314019784e+06,2.405752121563714929e+06,-2.799230715207102243e+06
-2.418257888045993168e+06,5.385789233691536821e+06,2.405752921214957722e+06,-2.799223818001571111e+06
-2.418257017970622517e+06,5.385788181718019769e+06,2.405753175277331844e+06,-2.799218361533554271e+06
-2.418256941044601146e+06,5.385790247923960909e+06,2.405753927399670705e+06,-2.799210434685764834e+06
-2.418255199196005240e+06,5.385771932938695885e+06,2.405755665580273606e+06,-2.799217037342731375e+06
-2.418255321950533427e+06,5.385772788526714779e+06,2.405756600020606536e+06,-2.799209762686385307e+06
-2.418254162608871702e+06,5.385772747020584531e+06,2.405756319324784447e+06,-2.799204083682340104e+06
-2.418253319493650924e+06,5.385780160841178149e+06,2.405761439696561079e+06,-2.799191200483993627e+06
-2.418252751864068210e+06,5.385779745114790276e+06,2.405760479004770052e+06,-2.799185673056172207e+06
-2.418252248766654637e+06,5.385780280752568506e+06,2.405760193170339335e+06,-2.799179176037000027e+06
-2.418251748105421662e+06,5.385782006988766603e+06,2.405761241700794082e+06,-2.799171374553139787e+06
-2.418253043844939675e+06,5.385804744795974344e+06,2.405761883737880271e+06,-2.799148700184190180e+06
-2.418253440477996599e+06,5.385806195473469794e+06,2.405762045827717520e+06,-2.799141217583202291e+06
-2.418252505261277314e+06,5.385806112424544990e+06,2.405762631225711200e+06,-2.799134928393934853e+06
-2.418252401830628514e+06,5.385804990434113890e+06,2.405762167775411159e+06,-2.799129571112592705e+06
-2.418252808862247039e+06,5.385806101380353794e+06,2.405763179156824481e+06,-2.799121926339878701e+06
-2.418253759313279763e+06,5.385806905342751183e+06,2.405763515103008598e+06,-2.799114459626290482e+06
-2.418253589838664513e+06,5.385807392755945213e+06,2.405763240007850341e+06,-2.799107922638317570e+06
-2.418258931841613725e+06,5.385813013285855763e+06,2.405762834432175383e+06,-2.799096267704293597e+06
-2.418258693408425432e+06,5.385811744784005918e+06,2.405762366171857342e+06,-2.799091129799191374e+06
-2.418260344635871705e+06,5.385802576019026339e+06,2.405756238060608506e+06,-2.799092350577543955e+06
-2.418260828697168734e+06,5.385802934965238906e+06,2.405756605546988081e+06,-2.799085508937563282e+06
-2.418260164607038256e+06,5.385802496853654273e+06,2.405756629617328290e+06,-2.799079699160709511e+06
-2.418260489170387853e+06,5.385803504484197125e+06,2.405756362753046211e+06,-2.799072614071242977e+06
-2.418260894016005099e+06,5.385804389788635075e+06,2.405756006224072538e+06,-2.799065642397377640e+06
-2.418260656336063519e+06,5.385805593876300380e+06,2.405756349528014194e+06,-2.799058560474358499e+06
-2.418260408499505837e+06,5.385804768063720316e+06,2.405756172370037995e+06,-2.799052969549626578e+06
-2.418260032696240582e+06,5.385804417991911061e+06,2.405755729147219565e+06,-2.799047140791272279e+06
-2.418259471315911971e+06,5.385805615081493743e+06,2.405755957939666696e+06,-2.799040158587755170e+06
-2.418259285706490744e+06,5.385813651617461815e+06,2.405758622811498586e+06,-2.799027599045101088e+06
-2.418258223333254457e+06,5.385820040916238911e+06,2.405762957235861104e+06,-2.799016017174560577e+06
-2.418255579449334182e+06,5.385793181992063299e+06,2.405762641904133372e+06,-2.799029289723885246e+06
-2.418255382929704152e+06,5.385794713777006604e+06,2.405762742114298511e+06,-2.799021886534757912e+06
-2.418259626451145858e+06,5.385811928235462867e+06,2.405762670052543748e+06,-2.799001810882559512e+06
-2.418259554371550214e+06,5.385816900979766622e+06,2.405765126342626289e+06,-2.798991173376607243e+06
-2.418259801664682571e+06,5.385817502480883151e+06,2.405765652394595090e+06,-2.798984165005276911e+06
-2.418259203769589774e+06,5.385819518392027356e+06,2.405766162111972924e+06,-2.798976503028875217e+06
-2.418259877558930777e+06,5.385821853333663195e+06,2.405766715745258145e+06,-2.798968124290503096e+06
-2.418258890486200340e+06,5.385806086002254859e+06,2.405766099973989185e+06,-2.798973520910773892e+06
-2.418259338970286772e+06,5.385806973445873708e+06,2.405766948776754085e+06,-2.798966148396206554e+06
-2.418259520576036535e+06,5.385806246906368062e+06,2.405766438165282831e+06,-2.798960550947871991e+06
-2.418254870996191632e+06,5.385798961054046638e+06,2.405763898496264592e+06,-2.798962031926181633e+06
-2.418254494946515188e+06,5.385801167432635091e+06,2.405764822000438347e+06,-2.798953959800538141e+06
-2.418254022797366604e+06,5.385798486814066768e+06,2.405764313331798650e+06,-2.798949754214488901e+06
-2.418253518295168877e+06,5.385796851524543948e+06,2.405763676474912092e+06,-2.798945046896369196e+06
-2.418253201214114204e+06,5.385800470763815567e+06,2.405764652254251763e+06,-2.798936004307219759e+06
-2.418253042130855378e+06,5.385801956061634235e+06,2.405765415137825999e+06,-2.798928454644232988e+06
-2.418253000271429773e+06,5.385802272187132388e+06,2.405765768051397521e+06,-2.798921824668287765e+06
-2.418255905047203880e+06,5.385825267067649402e+06,2.405766593338493723e+06,-2.798898159540315159e+06
-2.418255768621073104e+06,5.385824294457064010e+06,2.405765885173509829e+06,-2.798892839161429554e+06
-2.418255462985565886e+06,5.385823724263166077e+06,2.405765734112329781e+06,-2.798887197646128945e+06
-2.418255167845642194e+06,5.385825083736795932e+06,2.405766001405491959e+06,-2.798880000665286090e+06
-2.418255209336367436e+06,5.385826422573525459e+06,2.405766788575326093e+06,-2.798872395279068034e+06
-2.418254686992551666e+06,5.385826670192976482e+06,2.405767222698677797e+06,-2.798865955566009041e+06
-2.418255231496589258e+06,5.385825440400367603e+06,2.405766206614313647e+06,-2.798860612705439795e+06
-2.418256182911736425e+06,5.385817718429639004e+06,2.405763849721672013e+06,-2.798860148880223278e+06
-2.418255855891561136e+06,5.385818556636603549e+06,2.405763630219093524e+06,-2.798853610457723029e+06
-2.418255480810806621e+06,5.385819924910328351e+06,2.405764430318913888e+06,-2.798846205505136866e+06
-2.418255714525727089e+06,5.385819226019031368e+06,2.405764204121612478e+06,-2.798840376162587199e+06
-2.418255803628570400e+06,5.385819832221136428e+06,2.405764092196594924e+06,-2.798833599512350280e+06
-2.418255931354362983e+06,5.385820656668753363e+06,2.405763259476317093e+06,-2.798827050213459879e+06
-2.418256283964582253e+06,5.385820014870822430e+06,2.405761691382077523e+06,-2.798821640477366280e+06
-2.418256576310045552e+06,5.385821987059231848e+06,2.405761166112831328e+06,-2.798814204331812914e+06
-2.418255784122485202e+06,5.385823541810468771e+06,2.405763380234844051e+06,-2.798806195267532021e+06
-2.418255651372980326e+06,5.385823192968915217e+06,2.405762738832746632e+06,-2.798800370992526412e+06
-2.418256008234530687e+06,5.385823938112941571e+06,2.405763022446097806e+06,-2.798793229353753850e+06
-2.418256001402574126e+06,5.385825057570868172e+06,2.405763714034065604e+06,-2.798785920500489883e+06
-2.418256059599492233e+06,5.385825769541046582e+06,2.405764649938722141e+06,-2.798778688974532299e+06
-2.418254000806983560e+06,5.385828268482193351e+06,2.405765239661745261e+06,-2.798770877505818848e+06
-2.418253409730728716e+06,5.385829208497925662e+06,2.405765276797594503e+06,-2.798764160768480040e+06
-2.418253618793296162e+06,5.385830316441828385e+06,2.405765718451016583e+06,-2.798756967825647444e+06
-2.418253997433272656e+06,5.385826531694445759e+06,2.405763449871160556e+06,-2.798753968240658753e+06
-2.418254102091564331e+06,5.385827956143910065e+06,2.405764204797510989e+06,-2.798746347358502448e+06
-2.418253963250342757e+06,5.385828589052542113e+06,2.405765357369155157e+06,-2.798739232482356951e+06
-2.418254297772067599e+06,5.385829534308144823e+06,2.405766337792555336e+06,-2.798731721626108978e+06
-2.418254475243693218e+06,5.385828270979161374e+06,2.405765743701257277e+06,-2.798726292153825052e+06
-2.418254412992034573e+06,5.385829906380978413e+06,2.405766479422300588e+06,-2.798718484625668731e+06
-2.418253940449917689e+06,5.385829637005898170e+06,2.405766414307501167e+06,-2.798712585018330254e+06
-2.418253957982029300e+06,5.385829744128155522e+06,2.405765627296376973e+06,-2.798706586878950708e+06
-2.418254351583034731e+06,5.385832534834014252e+06,2.405766759951165877e+06,-2.798698299612035044e+06
-2.418254509787290823e+06,5.385834442628988996e+06,2.405767517438305542e+06,-2.798690525055343285e+06
-2.418254748407606967e+06,5.385833284777532332e+06,2.405767786412827205e+06,-2.798684631723044440e+06
-2.418254632657376584e+06,5.385831731773633510e+06,2.405767499036286492e+06,-2.798679423233808484e+06
-2.418253822209437843e+06,5.385830826387779787e+06,2.405767276492740493e+06,-2.798673726714502554e+06
-2.418253893182476517e+06,5.385831710830223747e+06,2.405767036643348634e+06,-2.798666976216362324e+06
-2.418254257997162640e+06,5.385832937685674056e+06,2.405767936748853885e+06,-2.798659391308118124e+06
-2.418254734651402105e+06,5.385832559750240296e+06,2.405767748022982385e+06,-2.798653221381362993e+06
-2.418255064107189421e+06,5.385832740049500950e+06,2.405767348719707690e+06,-2.798646823681527749e+06
-2.418254988806865644e+06,5.385833762941656634e+06,2.405767767790127546e+06,-2.798639742524136323e+06
-2.418254804335840978e+06,5.385833228626564145e+06,2.405766744805018883e+06,-2.798634326135471463e+06
-2.418254310569200199e+06,5.385833648230990395e+06,2.405766723825460300e+06,-2.798627890746868681e+06
-2.418254228516323492e+06,5.385835977628216147e+06,2.405767056214308832e+06,-2.798619941584492102e+06
-2.418254271781049669e+06,5.385837926604556851e+06,2.405767396618076134e+06,-2.798612263948290609e+06
-2.418254125615158584e+06,5.385836864483563229e+06,2.405766872083260678e+06,-2.798606792791215703e+06
-2.418254481367001310e+06,5.385837445061914623e+06,2.405767445124230813e+06,-2.798599741899373010e+06
-2.418254757349986117e+06,5.385836771548953839e+06,2.405767560599827673e+06,-2.798593738172158599e+06
-2.418254931779637001e+06,5.385837243111919612e+06,2.405767367134523112e+06,-2.798587146098121535e+06
-2.418254428300803062e+06,5.385837110464515164e+06,2.405767114140908234e+06,-2.798581201766131446e+06
-2.418250865643852856e+06,5.385807655082321726e+06,2.405766950293271337e+06,-2.798596651094175410e+06
-2.418250422335030977e+06,5.385806260378614999e+06,2.405766438930402044e+06,-2.798591745136175770e+06
-2.418250462592535187e+06,5.385805838795837946e+06,2.405766058418445289e+06,-2.798585730350211263e+06
-2.418250573684937786e+06,5.385804935127839446e+06,2.405765559232149273e+06,-2.798580108028823044e+06
-2.418250570523885544e+06,5.385804867252770811e+06,2.405765107023752294e+06,-2.798573936509634368e+06
-2.418250217810826376e+06,5.385804570078399964e+06,2.405764746354283299e+06,-2.798568073340276722e+06
-2.418249822224243078e+06,5.385803560022441670e+06,2.405764591365050059e+06,-2.798562390620409511e+06
-2.418249628407514654e+06,5.385802724378411658e+06,2.405764350196765736e+06,-2.798556620313321240e+06
-2.418249568907574285e+06,5.385803277667848393e+06,2.405763979908080306e+06,-2.798549991858425550e+06
-2.418249909059919883e+06,5.385803320955997333e+06,2.405763504373196512e+06,-2.798543765068725217e+06
-2.418254045291734859e+06,5.385833609394290484e+06,2.405763833399985917e+06,-2.798515156187397894e+06
-2.418254067194999661e+06,5.385833456736453809e+06,2.405763964438931551e+06,-2.798509027382338885e+06
-2.418253599089994095e+06,5.385833316104535013e+06,2.405764277363266796e+06,-2.798502981993569527e+06
-2.418253246761799790e+06,5.385832716920850798e+06,2.405764540386916604e+06,-2.798497138107242994e+06
