lat(deg),lon(deg),h(m)
2.230474638208422178e+01,1.141803635512990809e+02,4.697378121225131054e+01
2.230474342861661796e+01,1.141803613763262319e+02,4.755738056228700117e+01
2.230474352896245094e+01,1.141803650561814436e+02,5.215041685325284249e+01
2.230474103131349750e+01,1.141803652215629938e+02,5.242783074888047423e+01
2.230473896515468368e+01,1.141803640562212507e+02,5.366069828150413201e+01
2.230473551562545254e+01,1.141803565763847104e+02,5.495937747111180016e+01
2.230473409360090287e+01,1.141803509605936569e+02,5.558270025585699869e+01
2.230473537860161315e+01,1.141803443496038568e+02,5.481784857143579615e+01
2.230473640266506763e+01,1.141803403950520561e+02,5.462071672293556901e+01
2.230473455815016237e+01,1.141803397464701817e+02,5.481516384122048891e+01
2.230473761991666137e+01,1.141803373822766332e+02,5.292938313952100060e+01
2.230473506979150855e+01,1.141803440185037744e+02,5.330939782443895325e+01
2.230473386628105459e+01,1.141803414302822546e+02,5.391899452333849752e+01
2.230472731078465287e+01,1.141803374757703864e+02,5.367900971162966783e+01
2.230472376084142638e+01,1.141803371942383762e+02,5.318572002536834020e+01
2.230472628799745038e+01,1.141803318261035116e+02,5.350817277115988446e+01
2.230472704749132618e+01,1.141803272406248055e+02,5.681757826042841941e+01
2.230472633757110046e+01,1.141803226168552783e+02,5.733724714908225195e+01
2.230472504579757143e+01,1.141803227619476218e+02,5.629986289539757394e+01
2.230472553086521970e+01,1.141803225720002359e+02,5.689578612220066134e+01
2.230472661577353222e+01,1.141803203275244840e+02,5.962588947805507189e+01
2.230472613512750968e+01,1.141803200461616115e+02,5.910511472774759767e+01
2.230471354368096470e+01,1.141802360697393937e+02,7.050265384204436714e+01
2.230471539701517258e+01,1.141802338579874601e+02,7.167132037315423077e+01
2.230471244523919694e+01,1.141802375989473433e+02,7.146334682492700097e+01
2.230471573802473273e+01,1.141802330061111235e+02,7.108325811821258355e+01
2.230471107562775401e+01,1.141802433996127775e+02,7.031093760357842370e+01
2.230470664728324692e+01,1.141802416946784717e+02,7.147759768983266326e+01
2.230470620177106156e+01,1.141802475051206613e+02,7.066388911091483749e+01
2.230470537842019141e+01,1.141802457275745439e+02,7.008266849332363790e+01
2.230470537243393991e+01,1.141802482167107655e+02,6.986376776984104708e+01
2.230470564825811408e+01,1.141802463773078244e+02,7.069283802320582311e+01
2.230471450014757906e+01,1.141803131663527466e+02,6.040926056084245488e+01
2.230471422402456483e+01,1.141803072971940907e+02,6.199303735534252269e+01
2.230471138012541488e+01,1.141803076037702311e+02,6.177419107694394995e+01
2.230469850410717569e+01,1.141802564070577972e+02,6.918376716133178661e+01
2.230469697489544600e+01,1.141802522202710719e+02,7.145446574993023603e+01
2.230469524906659373e+01,1.141802573137450025e+02,7.037383140495224154e+01
2.230469506150322090e+01,1.141802501325486361e+02,7.142644583546363890e+01
2.230469487939773643e+01,1.141802457567419822e+02,7.242249940997584190e+01
2.230468982374500797e+01,1.141802491368737833e+02,7.306009377845262520e+01
2.230469105349336800e+01,1.141802453124792152e+02,7.368010019087276419e+01
2.230469903024171074e+01,1.141802456564579558e+02,7.415970315876965913e+01
2.230469990689931237e+01,1.141802380367798833e+02,7.482324620530773984e+01
2.230470046098151471e+01,1.141802335440887788e+02,7.640352879992583723e+01
2.230470003507175747e+01,1.141802328084442024e+02,7.725749536256432748e+01
2.230469921816296619e+01,1.141802283289748630e+02,7.917872152264877172e+01
2.230470238843991382e+01,1.141802214929278705e+02,8.028098512658058894e+01
2.230469982936114448e+01,1.141802263533793251e+02,7.977046668828587883e+01
2.230470091932287957e+01,1.141802238910308205e+02,7.986464756911254881e+01
2.230470082252298525e+01,1.141802226218746625e+02,8.041851420722041155e+01
2.230469751370898024e+01,1.141802230179675632e+02,7.942717712866806323e+01
2.230469362927711074e+01,1.141802277472188933e+02,7.905068657458221537e+01
2.230468871315961010e+01,1.141802249178802668e+02,7.882693852729033779e+01
2.230468494694399695e+01,1.141802311165295407e+02,7.694230503974382884e+01
2.230468084260603590e+01,1.141802327392081793e+02,7.719201238235972085e+01
2.230467808470744018e+01,1.141802377623329647e+02,7.613268924467135434e+01
2.230467621304781645e+01,1.141802456296995985e+02,7.462102967543228260e+01
2.230467527549314966e+01,1.141802484634076933e+02,7.521269415126087665e+01
2.230467313304453469e+01,1.141802515336546691e+02,7.479373055041538976e+01
2.230467325961903668e+01,1.141802558967662122e+02,7.404453367234354744e+01
2.230467108158356737e+01,1.141802589569294213e+02,7.353937107288892605e+01
2.230467039141172592e+01,1.141802597309650196e+02,7.367193918863470969e+01
2.230466657034044431e+01,1.141802636704500742e+02,7.292722549715706748e+01
2.230466719280917687e+01,1.141802603712149420e+02,7.385321906783877921e+01
2.230466665462373044e+01,1.141802598049795137e+02,7.406592439263383199e+01
2.230466477482542942e+01,1.141802608221235005e+02,7.408121552780552577e+01
2.230466393051941409e+01,1.141802572728041412e+02,7.462479031589448653e+01
2.230466457036624561e+01,1.141802552785925826e+02,7.508275788686133012e+01
2.230466531474340286e+01,1.141802521074073837e+02,7.567400946138209861e+01
2.230466495470632537e+01,1.141802545854503137e+02,7.554947855977925997e+01
2.230466117401644510e+01,1.141802544169620575e+02,7.590969754361773880e+01
2.230465958068904442e+01,1.141802576729553351e+02,7.490399289664603089e+01
2.230466103203952244e+01,1.141802532868181004e+02,7.594778987208079002e+01
2.230465855654245289e+01,1.141802562148170352e+02,7.499970835445161299e+01
2.230465861827373075e+01,1.141802510304199103e+02,7.603047386057244239e+01
2.230465821178263397e+01,1.141802495838180249e+02,7.635856385664419577e+01
2.230465928240552032e+01,1.141802472133235824e+02,7.739467936334449405e+01
2.230465666234005795e+01,1.141802499472997710e+02,7.678546913811112518e+01
2.230465682411838912e+01,1.141802427004791127e+02,7.789159337600069932e+01
2.230465709775747740e+01,1.141802387782252026e+02,7.889841582818483801e+01
2.230465412605240161e+01,1.141802437363647016e+02,7.802286453254947673e+01
2.230465333720162135e+01,1.141802440469875535e+02,7.804723774071040054e+01
2.230465183919367078e+01,1.141802470342700815e+02,7.704311425107034950e+01
2.230465374521787325e+01,1.141802434140196567e+02,7.776180874397587672e+01
2.230465352011712454e+01,1.141802408114805303e+02,7.833533123951265509e+01
2.230465072949215966e+01,1.141802444327384620e+02,7.765279895075458683e+01
2.230464793458765271e+01,1.141802432607167361e+02,7.816940478894240130e+01
2.230464792429430432e+01,1.141802407143287894e+02,7.887634917185360450e+01
2.230464541318694316e+01,1.141802398871860760e+02,7.904351820307410037e+01
2.230464567827873168e+01,1.141802425129650089e+02,7.863497491957480179e+01
2.230464716153324289e+01,1.141802320003468196e+02,8.093207011087204705e+01
2.230464510051865901e+01,1.141802343056409939e+02,8.031286000124123348e+01
2.230464419468737347e+01,1.141802362737211638e+02,8.008855482700244011e+01
2.230464253134525521e+01,1.141802488966562947e+02,7.776570644667015131e+01
2.230464154953851263e+01,1.141802506056937005e+02,7.764238068033462525e+01
2.230464294030711514e+01,1.141802420815996300e+02,7.973747546888415627e+01
2.230464450424782896e+01,1.141802295681361556e+02,8.237927834270335836e+01
2.230464310548201468e+01,1.141802358666978705e+02,8.126768358616101295e+01
2.230464547445325607e+01,1.141802343094109062e+02,8.207258103718994846e+01
2.230464222334468261e+01,1.141802442526508088e+02,7.999645866472610578e+01
2.230464349460930151e+01,1.141802374037663270e+02,8.135083114627263967e+01
2.230464566155255568e+01,1.141802341550779971e+02,8.227450971834055338e+01
2.230464330648284843e+01,1.141802403744068499e+02,8.100614686968100386e+01
2.230464336401519887e+01,1.141802401590283580e+02,8.123359847716177740e+01
2.230464303450468577e+01,1.141802418869093714e+02,8.131428454301799036e+01
2.230464170698229154e+01,1.141802417420864941e+02,8.156635921951458101e+01
2.230463815760480273e+01,1.141802491263795076e+02,8.025368642880405901e+01
2.230463593155836932e+01,1.141802503508698976e+02,8.006226126974222268e+01
2.230463747864483892e+01,1.141802479646803334e+02,8.056749708075456340e+01
2.230463886529644668e+01,1.141802496901334791e+02,8.065751661597859368e+01
2.230464092179131796e+01,1.141802467430667036e+02,8.154489048682276575e+01
2.230464159257962109e+01,1.141802422069256977e+02,8.218587563134387608e+01
2.230463864317885125e+01,1.141802542773732227e+02,7.983389673474553661e+01
2.230463781391396338e+01,1.141802579928288850e+02,7.966416750162620986e+01
2.230463974119856374e+01,1.141802570138582382e+02,7.968105543492063703e+01
2.230464080794689963e+01,1.141802553192492837e+02,8.008026320261599551e+01
2.230463944456842640e+01,1.141802555207532777e+02,8.082805004949148042e+01
2.230463627062477627e+01,1.141802510933056709e+02,8.379391931079905476e+01
2.230463605443624076e+01,1.141802582270292419e+02,8.153654791871127827e+01
2.230463562861467253e+01,1.141802633569016336e+02,8.042954139498067434e+01
2.230463628235106199e+01,1.141802563387280429e+02,8.349283033435573032e+01
2.230463491435596524e+01,1.141802676579470699e+02,8.076198351855714463e+01
2.230463762217194557e+01,1.141802667833772631e+02,8.111272914637183362e+01
2.230463821952627157e+01,1.141802679416042849e+02,7.999689409714459032e+01
2.230464200400476216e+01,1.141802582283286682e+02,8.215732680842162949e+01
2.230464172216345986e+01,1.141802599760148098e+02,8.236805859819639863e+01
2.230464226727655941e+01,1.141802582678208893e+02,8.348527890642263571e+01
2.230463588508690620e+01,1.141802691635073046e+02,8.478722019645816488e+01
2.230463387954892340e+01,1.141802717091129580e+02,8.451707063718741608e+01
2.230463908400643191e+01,1.141802699889089183e+02,8.230921091125000544e+01
2.230463628736428205e+01,1.141802704681038136e+02,8.087742509507690158e+01
2.230464042626708476e+01,1.141802659505368780e+02,8.137203281868195859e+01
2.230464660741819571e+01,1.141802540262315091e+02,8.155280882448487034e+01
2.230464519333620643e+01,1.141802060261224341e+02,8.755311579394314947e+01
2.230464388622471006e+01,1.141802116448469349e+02,8.708467770421940202e+01
2.230464648713236286e+01,1.141802172657445311e+02,8.637511081388470302e+01
2.230464134179530689e+01,1.141802055913852882e+02,8.822553029058808249e+01
2.230464289185988846e+01,1.141802119177564805e+02,8.654389632872204174e+01
2.230464436350561996e+01,1.141802148840753262e+02,8.602247380384889652e+01
2.230464362204738649e+01,1.141802133348863464e+02,8.627299019999382779e+01
2.230464437654164200e+01,1.141802039454095450e+02,8.762302889340391232e+01
2.230465126891534311e+01,1.141802004167440572e+02,8.804784054798471971e+01
2.230465084934008146e+01,1.141802709121096342e+02,7.774885044041812421e+01
2.230464538838104716e+01,1.141802900542115253e+02,7.521160691886153415e+01
2.230464563263989319e+01,1.141802912068134788e+02,7.497060332810647765e+01
2.230464461180324065e+01,1.141802927009086801e+02,7.480799735406863249e+01
2.230464722035603486e+01,1.141802894208036463e+02,7.351497521675437952e+01
2.230464310523049321e+01,1.141802923308237041e+02,7.450355391805821625e+01
2.230464368569501232e+01,1.141802943225488178e+02,7.401425873155845636e+01
2.230465143691649388e+01,1.141802807409990805e+02,7.609928389712203511e+01
2.230464988870459209e+01,1.141802781571302603e+02,7.745932132219856214e+01
2.230465205805928974e+01,1.141802734793317313e+02,7.821497394364931210e+01
2.230465565426311869e+01,1.141802652960785167e+02,7.899877635226843609e+01
2.230465529254615475e+01,1.141802583909359043e+02,8.159479424613360266e+01
2.230465390262824243e+01,1.141802546089519979e+02,8.229439734646012994e+01
2.230465564086999208e+01,1.141802519758942651e+02,8.117826680854585675e+01
2.230465447732090212e+01,1.141802552409752707e+02,8.273524811842311522e+01
2.230465525080554201e+01,1.141802501307138868e+02,8.445393578240613408e+01
2.230465265006465714e+01,1.141802456227865719e+02,8.365634858254050243e+01
2.230465009263444998e+01,1.141802517035207813e+02,8.269975135034783875e+01
2.230465062402501886e+01,1.141802570460998965e+02,8.182615256240563895e+01
2.230464733456940962e+01,1.141802639241117845e+02,8.081525474833618716e+01
2.230464704361031636e+01,1.141802632858740054e+02,8.308275680276905462e+01
2.230465026903353021e+01,1.141802680599448649e+02,8.208478707861512191e+01
2.230464850989521253e+01,1.141802700293844453e+02,8.225909876168863377e+01
2.230464663870975173e+01,1.141802703272120709e+02,8.271788350112846899e+01
2.230464473382126300e+01,1.141802753967297264e+02,8.200732280720806955e+01
2.230464522913156244e+01,1.141802855473348330e+02,7.978808158654018712e+01
2.230464799786589936e+01,1.141802863272400401e+02,7.916668450653700972e+01
2.230464931166812548e+01,1.141802910371443573e+02,7.994135605855454685e+01
2.230464645198506446e+01,1.141802893630590177e+02,8.171705663241283446e+01
2.230464378404133896e+01,1.141802885425605041e+02,8.276291810693123807e+01
2.230464704445428126e+01,1.141802829532764747e+02,8.265126816789060626e+01
2.230464429871305754e+01,1.141802804090166035e+02,8.335280315833382758e+01
2.230464540481334268e+01,1.141802789279014689e+02,8.356658580013862547e+01
2.230464364596155491e+01,1.141802899946203809e+02,8.166475861106439993e+01
2.230463995733025939e+01,1.141803003459195622e+02,7.968942149776604822e+01
2.230464051211460941e+01,1.141803125076906724e+02,7.710795748790627613e+01
2.230464155935215231e+01,1.141803139550497974e+02,7.727354047321719577e+01
2.230463799660510205e+01,1.141803152047891388e+02,7.753711555420163393e+01
2.230463051051629719e+01,1.141801751956052868e+02,9.571915726455887352e+01
2.230463691369780932e+01,1.141801753101005659e+02,9.326925245629557537e+01
2.230463068953523731e+01,1.141801900555172722e+02,9.155694849252240886e+01
2.230463132915376434e+01,1.141801897098806080e+02,9.210225941307406572e+01
2.230463076962731606e+01,1.141801909473481231e+02,9.280848772134319802e+01
2.230462751830723533e+01,1.141801915821266533e+02,9.385109438222278300e+01
2.230462719441428732e+01,1.141801846126664941e+02,9.484695339129115155e+01
2.230462577711703531e+01,1.141801773167642295e+02,9.679213971345124889e+01
2.230462564744431475e+01,1.141801835599580102e+02,9.587475489455222544e+01
2.230462396509652478e+01,1.141801979243418117e+02,9.269453025105539723e+01
2.230462226354673305e+01,1.141802005570471437e+02,9.273479018481762637e+01
2.230461761717428359e+01,1.141802190673442396e+02,9.056470382544688391e+01
2.230461715547740909e+01,1.141802276714971356e+02,9.106734755984280127e+01
2.230461937802865791e+01,1.141802409502880380e+02,8.834496435716214080e+01
2.230462838935967085e+01,1.141802344069696744e+02,8.741374022009674150e+01
2.230462539550671508e+01,1.141802349555884462e+02,8.721689201620750964e+01
2.230462531783459568e+01,1.141802354346566801e+02,8.732016012040543274e+01
2.230462732692276262e+01,1.141802361213657377e+02,8.846541081738668311e+01
2.230462755321574519e+01,1.141802386977360442e+02,8.691503430844285560e+01
2.230463004673924843e+01,1.141802368511342678e+02,8.761517572800333653e+01
2.230462882327705287e+01,1.141802425352388468e+02,8.690387438975561452e+01
2.230462860399844160e+01,1.141802526891973599e+02,8.611045056268929443e+01
2.230462663411354285e+01,1.141802564725198295e+02,8.603807916665635958e+01
2.230462981681154488e+01,1.141803556784545748e+02,7.333813444748274435e+01
2.230463236990020448e+01,1.141803567358356304e+02,7.327149521637915086e+01
2.230463532628369450e+01,1.141803502153077829e+02,7.505810614874106079e+01
2.230463432436270210e+01,1.141803526619433882e+02,7.511218011111459703e+01
2.230463662110127387e+01,1.141803484738565544e+02,7.564215016043452522e+01
2.230463372745267492e+01,1.141803563593524586e+02,7.330198941004354651e+01
2.230462214973066537e+01,1.141803879150318863e+02,6.705058377559784333e+01
2.230462385357544264e+01,1.141803885882329297e+02,6.537395852740679913e+01
2.230462492802447727e+01,1.141803949720060558e+02,6.240083202269026685e+01
2.230461714434698095e+01,1.141804049329599167e+02,6.074262517650877413e+01
2.230461530032445339e+01,1.141804047204529695e+02,6.196138820684998905e+01
2.230462119515717490e+01,1.141803902074403396e+02,6.440068547274890420e+01
2.230462373614069449e+01,1.141803840431700650e+02,6.463387040217219237e+01
2.230462591605500577e+01,1.141803712457549409e+02,6.716151541200066788e+01
2.230461968572014442e+01,1.141803779157592516e+02,6.670340268708417852e+01
2.230462368139659191e+01,1.141803643969629718e+02,6.914720833675728784e+01
2.230462466373031560e+01,1.141803652519806747e+02,6.837512633975777021e+01
2.230462401371478975e+01,1.141803638332057886e+02,6.841974435838550050e+01
2.230462385686350046e+01,1.141803661411324242e+02,6.810367550974521578e+01
2.230462232861519212e+01,1.141803678641282289e+02,6.822193862761007210e+01
2.230462153951611270e+01,1.141803658404047894e+02,6.848549503018153928e+01
2.230461980522794718e+01,1.141803644685588210e+02,6.873165853684957938e+01
2.230462074387125782e+01,1.141803652218558227e+02,6.808528337437408595e+01
2.230461882631290749e+01,1.141803670949585694e+02,6.844387563406270658e+01
2.230461848161487737e+01,1.141803672635105471e+02,6.834303553452188851e+01
2.230461881310998251e+01,1.141803651785152027e+02,6.805191613822827890e+01
2.230459438144834650e+01,1.141803148539890742e+02,7.119871998528448387e+01
2.230459662592687664e+01,1.141803159072591143e+02,7.084323095422421090e+01
2.230459511582821364e+01,1.141803184357074343e+02,7.139091678493176119e+01
2.230459695131134623e+01,1.141803142788077707e+02,7.213020117905519157e+01
2.230459326837486955e+01,1.141803177502253988e+02,7.093557454429868869e+01
2.230459426311388427e+01,1.141803088269362974e+02,7.242787988438809066e+01
2.230458619186639169e+01,1.141803227401790082e+02,6.988730441013930772e+01
2.230458903971155848e+01,1.141803223622720793e+02,6.940407491231620440e+01
2.230460047066438989e+01,1.141804106751711743e+02,5.729857088342460969e+01
2.230460021076715549e+01,1.141804068582600280e+02,5.783449777958496441e+01
2.230460287143436560e+01,1.141803950983707949e+02,5.938455096931068766e+01
2.230459666828502918e+01,1.141804038597041995e+02,5.774075349888218511e+01
2.230459963047407612e+01,1.141803975060709604e+02,5.835632645095616766e+01
2.230459630258432213e+01,1.141803947652624487e+02,5.938404398226570180e+01
2.230459046602608097e+01,1.141803972528425959e+02,6.005618840284628845e+01
2.230458712985132763e+01,1.141803975553489749e+02,6.069764013609817965e+01
2.230458700547301376e+01,1.141803952016537949e+02,6.152440958020738293e+01
2.230458596069196631e+01,1.141803955139648110e+02,6.151250963150582862e+01
2.230458345792064279e+01,1.141804018896211090e+02,5.942945814776665259e+01
2.230458296322842315e+01,1.141804022233363298e+02,5.947111581339615327e+01
2.230458571490601472e+01,1.141803991974423411e+02,5.983895843175952223e+01
2.230458585521007819e+01,1.141804012249858715e+02,5.823434090823045040e+01
2.230458242067471275e+01,1.141804019654067588e+02,5.929236224685751466e+01
2.230458222320591233e+01,1.141803955803946451e+02,6.034635482364171821e+01
2.230458170176499166e+01,1.141803905903591385e+02,6.071697303850937999e+01
2.230458099964398855e+01,1.141803899186044760e+02,5.972237686442105087e+01
2.230457995248224634e+01,1.141803859774808814e+02,6.018925586977033504e+01
2.230458066092554859e+01,1.141803809737906619e+02,5.987379746575412298e+01
2.230457618787228569e+01,1.141803836071846661e+02,6.031551629579205098e+01
2.230457180453415234e+01,1.141803856926909333e+02,6.103559404160372992e+01
2.230457224549477857e+01,1.141803813879198657e+02,6.194259286152733779e+01
2.230457380305229265e+01,1.141803771803641752e+02,6.121333253803852870e+01
2.230456911966651745e+01,1.141803861171528354e+02,5.953913415602364978e+01
2.230456775965599192e+01,1.141803818911142798e+02,6.103147901148503252e+01
2.230456311968632477e+01,1.141803866050378247e+02,6.012267643940773354e+01
2.230456297700301604e+01,1.141803868048141624e+02,6.132532594025150985e+01
2.230455587178882837e+01,1.141803930007469319e+02,6.300570620957913093e+01
2.230455819151891461e+01,1.141803843195657464e+02,6.435960735412133715e+01
2.230455737083393686e+01,1.141803804240925757e+02,6.509264774943405030e+01
2.230455452160388674e+01,1.141803875440173925e+02,6.424298284705895412e+01
2.230455650066424766e+01,1.141803922024120368e+02,6.246877771462828832e+01
2.230455832346063616e+01,1.141803896277899213e+02,6.247290795786660311e+01
2.230456268567117206e+01,1.141803798214125578e+02,6.365430912800596275e+01
2.230456035808828119e+01,1.141803841771045711e+02,6.213622674882509500e+01
2.230456035682657046e+01,1.141803848251165050e+02,6.194150266972643237e+01
2.230456176636421262e+01,1.141803877001399457e+02,6.040298525162398136e+01
2.230456366136160540e+01,1.141803920156998373e+02,6.046934968321226478e+01
2.230456104630102843e+01,1.141803928018421743e+02,6.137423942537321153e+01
2.230456314526394479e+01,1.141803907052311615e+02,6.142092497877652590e+01
2.230456186602458857e+01,1.141803922997032998e+02,6.161765658945424207e+01
2.230455631810913530e+01,1.141803998306202033e+02,6.246707995056846840e+01
2.230450239585892547e+01,1.141803205558547489e+02,7.736628188353702740e+01
2.230449985640440502e+01,1.141803244471237520e+02,7.790550178925126090e+01
2.230455115669046862e+01,1.141804089606467159e+02,6.380170093647663521e+01
2.230454671976068681e+01,1.141804138256418639e+02,6.522663930508150543e+01
2.230455051510462994e+01,1.141804099835810860e+02,6.387995102249224999e+01
2.230455171311080065e+01,1.141804129361663485e+02,6.346487921341608285e+01
2.230455066890395699e+01,1.141804137787581794e+02,6.341788116435854761e+01
2.230454821083846539e+01,1.141804140883521086e+02,6.407243199562169877e+01
2.230454678330385221e+01,1.141804092565774766e+02,6.493091632203277186e+01
2.230454335720583359e+01,1.141804114291368109e+02,6.491854126529646862e+01
2.230454434645211848e+01,1.141804093740683470e+02,6.495462593436165832e+01
2.230454472094224627e+01,1.141804069595854401e+02,6.533197701220036890e+01
2.230454245576309802e+01,1.141804137268343169e+02,6.443252685507437150e+01
2.230454205075328034e+01,1.141804144137855701e+02,6.478452569007238537e+01
2.230454088301070570e+01,1.141804166816294952e+02,6.432453023557052063e+01
2.230454089470102375e+01,1.141804206247374935e+02,6.415039876150900966e+01
2.230453965594393750e+01,1.141804162779294529e+02,6.473445880909422101e+01
2.230453513419308820e+01,1.141804112124032429e+02,6.572533951045791412e+01
2.230453187989879638e+01,1.141804058437960947e+02,6.667649703580882203e+01
2.230452834499396886e+01,1.141804021329136702e+02,6.808101475547256598e+01
2.230451632973179343e+01,1.141804476081737363e+02,6.029609345388817587e+01
2.230450989489594704e+01,1.141804441603945861e+02,6.184966026329049527e+01
2.230450825090776235e+01,1.141804330436227417e+02,6.265414022721507337e+01
2.230450619059545403e+01,1.141804381321253601e+02,6.215373698322347451e+01
2.230450827006131220e+01,1.141804297822167911e+02,6.349801669175101893e+01
2.230450730185109265e+01,1.141804385713776213e+02,6.207212553392873389e+01
2.230450514926547356e+01,1.141804366359045275e+02,6.233799178799309004e+01
2.230450172567886113e+01,1.141804307308695456e+02,6.397481268052536763e+01
2.230450118195485842e+01,1.141804284844050272e+02,6.393384625822830003e+01
2.230449931671011754e+01,1.141804293784932014e+02,6.381380597308214675e+01
2.230450089680467585e+01,1.141804299275105450e+02,6.367607747409369523e+01
2.230449976847502924e+01,1.141804323451721928e+02,6.309189558415224752e+01
2.230449996579110206e+01,1.141804292750422150e+02,6.350122564556583882e+01
2.230450018997312256e+01,1.141804317909628423e+02,6.303166639966106999e+01
2.230449796498014337e+01,1.141804436784566406e+02,6.097120112233882594e+01
2.230449965570615944e+01,1.141804377281821274e+02,6.229192004927946158e+01
2.230450000774082042e+01,1.141804348987348590e+02,6.308287072887087987e+01
2.230449927855901393e+01,1.141804334374873804e+02,6.404474201384263665e+01
2.230449800760112566e+01,1.141804308551210028e+02,6.433384788771950014e+01
2.230449747523471515e+01,1.141804347986707597e+02,6.369468614423568908e+01
2.230449536503235919e+01,1.141804313383372573e+02,6.492658818901981022e+01
2.230449347573927454e+01,1.141804295618300955e+02,6.564204839195647878e+01
2.230449252107386471e+01,1.141804265078776410e+02,6.616115324221574667e+01
2.230447031726724560e+01,1.141804310885886480e+02,6.896246851875308437e+01
2.230447014009269324e+01,1.141804361263586571e+02,6.897464344156172444e+01
2.230446810789676348e+01,1.141804373857612518e+02,6.933478264814232261e+01
2.230447006992273984e+01,1.141804306994581140e+02,6.840710632844034933e+01
2.230446741128459820e+01,1.141804348515426284e+02,6.889152999975046043e+01
2.230446657538706745e+01,1.141804415653749061e+02,6.847852989236722010e+01
2.230446420132676977e+01,1.141804457324832924e+02,6.883771086992273069e+01
2.230446253910258037e+01,1.141804470058802963e+02,6.866638867195631235e+01
2.230446388335167640e+01,1.141804537224842591e+02,6.856545713302708123e+01
2.230445779939458717e+01,1.141804525700176072e+02,6.933887050878244906e+01
2.230447685198360830e+01,1.141804465145794012e+02,6.813781286361509615e+01
2.230447296934956114e+01,1.141804482648414876e+02,6.935859894353961863e+01
2.230446905138367342e+01,1.141804538718595268e+02,7.046796588877568013e+01
2.230446838224517592e+01,1.141804572308224692e+02,7.107862732053813204e+01
2.230446941418027862e+01,1.141804554435656769e+02,7.074440584444539581e+01
2.230446710372685004e+01,1.141804547063607203e+02,7.137388996875606040e+01
2.230446401251331423e+01,1.141804579914049782e+02,7.201876243453875759e+01
2.230446434510357534e+01,1.141804548461202415e+02,7.224259045994804751e+01
2.230446508840922348e+01,1.141804528879399498e+02,7.159753827797118220e+01
2.230446211964673608e+01,1.141804514801433754e+02,7.158211114035047729e+01
2.230446124578434208e+01,1.141804477625860130e+02,7.189509490145680104e+01
2.230445942644835000e+01,1.141804449734420928e+02,7.205567568616714880e+01
2.230446909550036949e+01,1.141804709088386289e+02,7.243868785114382547e+01
2.230447195007624472e+01,1.141804690123399268e+02,7.213634747219954590e+01
2.230447611311832290e+01,1.141804697200981025e+02,7.213482403684305666e+01
2.230447396661112691e+01,1.141804740786022165e+02,7.157962881704028746e+01
2.230446950887451152e+01,1.141804879554521932e+02,7.026245599277883969e+01
2.230447224057770939e+01,1.141804854944457759e+02,7.085968805041453322e+01
2.230446532645489910e+01,1.141804810064334390e+02,7.245818770372999040e+01
2.230446089918039831e+01,1.141804786309237159e+02,7.292235448522203001e+01
2.230446065651633347e+01,1.141804768425360237e+02,7.388883706304493160e+01
2.230443103940878657e+01,1.141804986563188180e+02,7.693237883808646416e+01
2.230443408585650289e+01,1.141804974154950543e+02,7.635377284777642615e+01
2.230442996277106360e+01,1.141804967653305454e+02,7.722862539159994810e+01
2.230442818383848191e+01,1.141804950511188252e+02,7.803203630276692593e+01
2.230442874204202042e+01,1.141804953814379076e+02,7.829618834254064552e+01
2.230442886439562855e+01,1.141804915426915841e+02,7.810712823625476631e+01
2.230442848828420566e+01,1.141804926300305567e+02,7.826761283481950215e+01
2.230442447564062647e+01,1.141804906032813420e+02,7.906452782225019860e+01
2.230441865101373367e+01,1.141804887728252993e+02,8.008856715066069398e+01
2.230441752029992131e+01,1.141804886728598376e+02,8.030402310077592176e+01
2.230441391977445775e+01,1.141804908040419235e+02,8.038493523710215527e+01
2.230457921153714196e+01,1.141806759622545826e+02,3.337388794484434840e+01
2.230457561714895220e+01,1.141806776566153161e+02,3.387730806203961720e+01
2.230457763689620876e+01,1.141806746970244291e+02,3.316205086396976753e+01
2.230457366105934724e+01,1.141806736864842833e+02,3.370437744509166578e+01
2.230457748351327396e+01,1.141806763741214894e+02,3.366978108585072960e+01
2.230459125295866230e+01,1.141806699357039037e+02,3.227993319671774941e+01
2.230459043208307435e+01,1.141806675603989021e+02,3.244403966709246134e+01
2.230458267047053411e+01,1.141806679013966885e+02,3.319443747924091070e+01
2.230458138489095887e+01,1.141806691094161010e+02,3.358681255850526526e+01
2.230458019748557419e+01,1.141806699949579382e+02,3.348806823585935177e+01
2.230457916421179831e+01,1.141806705272731506e+02,3.355111224956016969e+01
2.230457724028907407e+01,1.141806724538193123e+02,3.391384254408064436e+01
2.230456095398231042e+01,1.141806191489781384e+02,4.141263539604301513e+01
2.230455989335697353e+01,1.141806065378817010e+02,4.240267360587913004e+01
2.230456310318575319e+01,1.141806095669595891e+02,4.135580316428547576e+01
2.230456183877273801e+01,1.141806170442332728e+02,4.121556528924933360e+01
2.230455111621710529e+01,1.141806267569219955e+02,4.157165559254478637e+01
2.230454834324026692e+01,1.141806346759464930e+02,4.197750815228595656e+01
2.230454764549990898e+01,1.141806338266373899e+02,4.176461089017507078e+01
2.230453328004414359e+01,1.141806361753601777e+02,4.319443653636862024e+01
2.230453459372660063e+01,1.141806331448498923e+02,4.284002704242382009e+01
2.230454421688898492e+01,1.141806739821848282e+02,3.700678014405822580e+01
