east_err(m),north_err(m),up_err(m),2d_err(m),3d_err(m)
4.468886900761635625e+05,2.550212927750356495e+06,6.493743580891700462e+06,2.589072319998619612e+06,6.990851248063799925e+06
4.468887567156040459e+05,2.550213051716874819e+06,6.493743201042813249e+06,2.589072453606873285e+06,6.990850944707352668e+06
4.468889821109300246e+05,2.550213298398429528e+06,6.493741962479257025e+06,2.589072735490515362e+06,6.990849898612063378e+06
4.468893339546279749e+05,2.550213707513239235e+06,6.493742015109943226e+06,2.589073199195193127e+06,6.990850119234068319e+06
4.468898791481130756e+05,2.550213622768575791e+06,6.493740729175870307e+06,2.589073209826141130e+06,6.990848928677904420e+06
4.468901262611329439e+05,2.550213998236457352e+06,6.493739846997474320e+06,2.589073622311824001e+06,6.990848261994652450e+06
4.468901559998704470e+05,2.550214496258101892e+06,6.493739945850187913e+06,2.589074117991710547e+06,6.990848537394080311e+06
4.468899642194248736e+05,2.550214491809922736e+06,6.493740283146657981e+06,2.589074080507813953e+06,6.990848836823681369e+06
4.468890150562782655e+05,2.550215221058555413e+06,6.493738676249307580e+06,2.589074634979978204e+06,6.990847549540242180e+06
4.468891554794604890e+05,2.550215366570805665e+06,6.493736665570064448e+06,2.589074802546078339e+06,6.990845743895944208e+06
4.468911634433246800e+05,2.550216074304558802e+06,6.493734316043572500e+06,2.589075846244193148e+06,6.990843947977023199e+06
4.468917918607519241e+05,2.550215817047381774e+06,6.493733131918251514e+06,2.589075701317201369e+06,6.990842794379227795e+06
4.468930493115471327e+05,2.550216871467915829e+06,6.493735124640916474e+06,2.589076956956393085e+06,6.990845110431052744e+06
4.468926250477802823e+05,2.550217795569879003e+06,6.493732602147754282e+06,2.589077793957413640e+06,6.990843077294757590e+06
4.468926627524847281e+05,2.550218300774928182e+06,6.493731201453531161e+06,2.589078298087828793e+06,6.990841962908365764e+06
4.468931565749089932e+05,2.550218761940585915e+06,6.493730692872395739e+06,2.589078837568926159e+06,6.990841690290251747e+06
4.468940421449118294e+05,2.550219553709147964e+06,6.493729160472177900e+06,2.589079770309347659e+06,6.990840612300626002e+06
4.468943655698397197e+05,2.550220058468696196e+06,6.493728376593191177e+06,2.589080323318330105e+06,6.990840088971124031e+06
4.468936943211501930e+05,2.550221058636471629e+06,6.493728495023172349e+06,2.589081192611952778e+06,6.990840520925423130e+06
4.468945742045108927e+05,2.550221866448925808e+06,6.493725448292909190e+06,2.589082140173940919e+06,6.990838041778297164e+06
4.468943416612461442e+05,2.550222514367866330e+06,6.493722764571107924e+06,2.589082738229429349e+06,6.990835770385872573e+06
4.468950211490390939e+05,2.550223649993177038e+06,6.493722756560161710e+06,2.589083974094375037e+06,6.990836220651977696e+06
4.468961272760097636e+05,2.550224699779292569e+06,6.493721063692580909e+06,2.589085199049787596e+06,6.990835101830351166e+06
4.468956236312979017e+05,2.550224556705583353e+06,6.493718007991616614e+06,2.589084971190593671e+06,6.990832179029876366e+06
4.468959428313798853e+05,2.550224441044958308e+06,6.493717450152419508e+06,2.589084912362323143e+06,6.990831639071009122e+06
4.468967607886235346e+05,2.550223906431696843e+06,6.493716307285160758e+06,2.589084526959115639e+06,6.990830434736658819e+06
4.468971254897674080e+05,2.550224354112941772e+06,6.493715538964129984e+06,2.589085030871289782e+06,6.990829907676626928e+06
4.468985167274967534e+05,2.550223151597601362e+06,6.493715041589866392e+06,2.589084086544436403e+06,6.990829095934767276e+06
4.468981293680783128e+05,2.550223347510273568e+06,6.493714522135411389e+06,2.589084212654967792e+06,6.990828660124029033e+06
4.468980615733594750e+05,2.550224986391985789e+06,6.493715093500155024e+06,2.589085815235955175e+06,6.990829784382377751e+06
4.468988245523109799e+05,2.550225860011003446e+06,6.493714495597811416e+06,2.589086807439082302e+06,6.990829596463658847e+06
4.469002789699457935e+05,2.550226099397822283e+06,6.493711154615537263e+06,2.589087294278284069e+06,6.990826673360705376e+06
4.469020328743599239e+05,2.550226830391616095e+06,6.493712258620209061e+06,2.589088317040672991e+06,6.990828077645084821e+06
4.469022484194544377e+05,2.550227484522444196e+06,6.493711953175257891e+06,2.589088998558380175e+06,6.990828046323787421e+06
4.469032590818091412e+05,2.550226610556311440e+06,6.493710132258417085e+06,2.589088312160764355e+06,6.990826100681027398e+06
4.469036289130549994e+05,2.550227467851962429e+06,6.493709556570068933e+06,2.589089220425261650e+06,6.990825902310236357e+06
4.469042880612454028e+05,2.550228172175829764e+06,6.493708726169858128e+06,2.589090027953219134e+06,6.990825430031947792e+06
4.469042731414059526e+05,2.550229418703735806e+06,6.493706711382175796e+06,2.589091253195615485e+06,6.990824012290965766e+06
4.469056433886301238e+05,2.550229616067225579e+06,6.493705321864018217e+06,2.589091684116071090e+06,6.990822881175295450e+06
4.469057135936974664e+05,2.550229560278654564e+06,6.493703245848079212e+06,2.589091641283048782e+06,6.990820936921473593e+06
4.469065532051401096e+05,2.550229954419153277e+06,6.493703035131695680e+06,2.589092174433814362e+06,6.990820938644688576e+06
4.469080703643960878e+05,2.550230044922868721e+06,6.493700955317122862e+06,2.589092525458316784e+06,6.990819136730018072e+06
4.469058428105017520e+05,2.550230056466800626e+06,6.493698676207816228e+06,2.589092152327689342e+06,6.990816881497324444e+06
4.469069341424313025e+05,2.550230964801706374e+06,6.493696094799702056e+06,2.589093235404632986e+06,6.990814884778091684e+06
4.469079965544958250e+05,2.550231601789048873e+06,6.493694666631923057e+06,2.589094046215373091e+06,6.990813858456809074e+06
4.469088367486057687e+05,2.550230845125243999e+06,6.493692191837737337e+06,2.589093445936667733e+06,6.990811337328922935e+06
4.469090062592756585e+05,2.550232305262926035e+06,6.493693056514941156e+06,2.589094913417102303e+06,6.990812684009826742e+06
4.469092781003125128e+05,2.550231691701750271e+06,6.493691998058688827e+06,2.589094355988617521e+06,6.990811494373422116e+06
4.469098098151146551e+05,2.550232187582930084e+06,6.493689567268193699e+06,2.589094936207052320e+06,6.990809451325417496e+06
4.469099767653883318e+05,2.550233211032137275e+06,6.493688817175900564e+06,2.589095973111797124e+06,6.990809138597553596e+06
4.469104452436711290e+05,2.550233869697607122e+06,6.493688706253188662e+06,2.589096702755756211e+06,6.990809305791493505e+06
4.469103893938044785e+05,2.550234596305926330e+06,6.493687725193430670e+06,2.589097408817167860e+06,6.990808655990493484e+06
4.469114064640637953e+05,2.550234946905470453e+06,6.493684997454173863e+06,2.589097929713288322e+06,6.990806315140410326e+06
4.469115330832398613e+05,2.550235102209985256e+06,6.493685156909948215e+06,2.589098104542735498e+06,6.990806528006576002e+06
4.469116859767081332e+05,2.550235522800216451e+06,6.493684533660038374e+06,2.589098545211177785e+06,6.990806112281346694e+06
4.469135851151646930e+05,2.550235356086051092e+06,6.493683093832332641e+06,2.589098708815837279e+06,6.990804835433162749e+06
4.469141049029038986e+05,2.550236258382295724e+06,6.493682320094848052e+06,2.589099687290718313e+06,6.990804479102623649e+06
4.469148023661863408e+05,2.550236219840894919e+06,6.493681619625770487e+06,2.589099769719657954e+06,6.990803858972725458e+06
4.469139466158528812e+05,2.550236667355566286e+06,6.493677350230979733e+06,2.589100062802630011e+06,6.990800001724224538e+06
4.469150971237852937e+05,2.550237477019550744e+06,6.493678251143746078e+06,2.589101058906779159e+06,6.990801207487558015e+06
4.469150886728034238e+05,2.550237925729312934e+06,6.493678082894134335e+06,2.589101499422447756e+06,6.990801214350985363e+06
4.469148292497645016e+05,2.550238565730421338e+06,6.493676511408937164e+06,2.589102085036837962e+06,6.990799971502992325e+06
4.469160078928234288e+05,2.550238737724801060e+06,6.493672927056401037e+06,2.589102457899849862e+06,6.990796780130880885e+06
4.469167267117784359e+05,2.550239449806779623e+06,6.493673805413125083e+06,2.589103283371591475e+06,6.990797901747277007e+06
4.469183147803904139e+05,2.550239043999440037e+06,6.493673180842936039e+06,2.589103157779797912e+06,6.990797275077008642e+06
4.469209411016983795e+05,2.550239659127545077e+06,6.493676108852287754e+06,2.589104217018350493e+06,6.990800387170355767e+06
4.469223142128006439e+05,2.550239730797437485e+06,6.493674314546667039e+06,2.589104524633779656e+06,6.990798834388115443e+06
4.469224170868204092e+05,2.550240541094326880e+06,6.493673612466142513e+06,2.589105340525141917e+06,6.990798484406119213e+06
4.469218721921827528e+05,2.550241440592255443e+06,6.493672921540155075e+06,2.589106132463060785e+06,6.990798135914215818e+06
4.469229545055975323e+05,2.550241216240027454e+06,6.493671105748638511e+06,2.589106098303703591e+06,6.990796436594915576e+06
4.469231992988087586e+05,2.550242193506248295e+06,6.493670188815658912e+06,2.589107103155650198e+06,6.990795957022650167e+06
4.469234967874264694e+05,2.550242678379922174e+06,6.493668594445064664e+06,2.589107632102439180e+06,6.990794671930598095e+06
4.469241429024122772e+05,2.550242692223506048e+06,6.493667786990600638e+06,2.589107757268602494e+06,6.990793968251951039e+06
4.469244373391001136e+05,2.550243347413893789e+06,6.493667579566273838e+06,2.589108453448733781e+06,6.990794033414931037e+06
4.469241529091112316e+05,2.550243709965683054e+06,6.493665097542200238e+06,2.589108761460795999e+06,6.990791841966888867e+06
4.469252405333591159e+05,2.550244426188101061e+06,6.493662981197606772e+06,2.589109654674609657e+06,6.990790206929790787e+06
4.469255823457667138e+05,2.550245049000254367e+06,6.493662503294009715e+06,2.589110327140466310e+06,6.990790012065306306e+06
4.469262675935097504e+05,2.550245175759072416e+06,6.493662251918383874e+06,2.589110570282290224e+06,6.990789868615507148e+06
4.469259406367812771e+05,2.550245834248438012e+06,6.493659910020573996e+06,2.589111162448531017e+06,6.990787912569225766e+06
4.469267025886915508e+05,2.550246380405218340e+06,6.493657193058076315e+06,2.589111831933244132e+06,6.990785636765843257e+06
4.469269996706242673e+05,2.550246701831238344e+06,6.493656219984867610e+06,2.589112199815932196e+06,6.990784869139076211e+06
4.469269295822310378e+05,2.550247131130078807e+06,6.493655634795659222e+06,2.589112610572007950e+06,6.990784477691785432e+06
4.469270198220160673e+05,2.550247552066587843e+06,6.493655054320477881e+06,2.589113040766782127e+06,6.990784097822682932e+06
4.469275243503361125e+05,2.550247782612910029e+06,6.493653921151875518e+06,2.589113354942958802e+06,6.990783161594636738e+06
4.469275225187290343e+05,2.550248089336969890e+06,6.493652855096962303e+06,2.589113656746570021e+06,6.990782283125438727e+06
4.469272956351771136e+05,2.550248664157493040e+06,6.493651301641751081e+06,2.589114183774221223e+06,6.990781035330348648e+06
4.469275883539812639e+05,2.550248724045360461e+06,6.493648899813885801e+06,2.589114293291606475e+06,6.990778844862779602e+06
4.469271321923395735e+05,2.550248838626263198e+06,6.493644563786777668e+06,2.589114327410876285e+06,6.990774829816924408e+06
4.469274722889476107e+05,2.550249329170521814e+06,6.493644588994530961e+06,2.589114869298248086e+06,6.990775053926369175e+06
4.469281826644644025e+05,2.550249367337184958e+06,6.493643800287269987e+06,2.589115029515582137e+06,6.990774380644304678e+06
4.469285086553081637e+05,2.550249563356629107e+06,6.493643245954521932e+06,2.589115278864488006e+06,6.990773958080772310e+06
4.469280877201964613e+05,2.550250173850692809e+06,6.493641760954317637e+06,2.589115807533282321e+06,6.990772774481274188e+06
4.469287255672673346e+05,2.550250525111153722e+06,6.493640579994034022e+06,2.589116263624887448e+06,6.990771846420977265e+06
4.469289300707221846e+05,2.550251144383675419e+06,6.493639829002717510e+06,2.589116908902416937e+06,6.990771387820864096e+06
4.469301714715155540e+05,2.550252226148733404e+06,6.493637537218926474e+06,2.589118188717565965e+06,6.990769733007003553e+06
4.469306067581775133e+05,2.550252156570474617e+06,6.493635802555316128e+06,2.589118195322412997e+06,6.990768124146144837e+06
4.469308124826001003e+05,2.550252662217946723e+06,6.493635117848423310e+06,2.589118728891373612e+06,6.990767685744563118e+06
4.469311247219523648e+05,2.550252894478181843e+06,6.493634827970097773e+06,2.589119011563503649e+06,6.990767521171463653e+06
4.469313897473970428e+05,2.550253065448545385e+06,6.493634103177218698e+06,2.589119225715811364e+06,6.990766927234625444e+06
4.469333034252517391e+05,2.550253793197419960e+06,6.493630979280705564e+06,2.589120272878113668e+06,6.990764413317225873e+06
4.469334368897435488e+05,2.550254243144248147e+06,6.493628870826610364e+06,2.589120739109190181e+06,6.990762627476218157e+06
4.469333011012003408e+05,2.550254591690050904e+06,6.493628172402080148e+06,2.589121058983029332e+06,6.990762097188215703e+06
4.469331799209060264e+05,2.550255080025678966e+06,6.493626516966549680e+06,2.589121519069932401e+06,6.990760729874976911e+06
4.469331872425183537e+05,2.550255395003355108e+06,6.493625661472013220e+06,2.589121830583195202e+06,6.990760050590373576e+06
4.469338646426852793e+05,2.550256184647713788e+06,6.493624333368871361e+06,2.589122725306462031e+06,6.990759148305617273e+06
4.469344633836506982e+05,2.550256578989052214e+06,6.493623364804711193e+06,2.589123217082759365e+06,6.990758430755180307e+06
4.469341331412350410e+05,2.550256749597830232e+06,6.493623458892474882e+06,2.589123328124019317e+06,6.990758559277717955e+06
4.469345363328512758e+05,2.550257004976171069e+06,6.493623409325309098e+06,2.589123649267660920e+06,6.990758632175390609e+06
4.469355083298164536e+05,2.550257805027225986e+06,6.493623264660337009e+06,2.589124605094995350e+06,6.990758851801875979e+06
4.469263747105825460e+05,2.550260302910981700e+06,6.493610775735927746e+06,2.589125488850541878e+06,6.990747578318739310e+06
4.469267372429401148e+05,2.550260676265776157e+06,6.493610104581081308e+06,2.589125919180099387e+06,6.990747114270957187e+06
4.469276671361703775e+05,2.550260962032465264e+06,6.493607738335213624e+06,2.589126361172535457e+06,6.990745079995800741e+06
4.469273762971025426e+05,2.550261099836524110e+06,6.493607543017394841e+06,2.589126446704217698e+06,6.990744930245676078e+06
4.469281147826725501e+05,2.550262775965440087e+06,6.493608710035648197e+06,2.589128225148021709e+06,6.990746672946244478e+06
4.469283447987480322e+05,2.550263181123462040e+06,6.493608040432628244e+06,2.589128663928949740e+06,6.990746213470332325e+06
4.469288261333974660e+05,2.550263181621789467e+06,6.493607293932308443e+06,2.589128747506517451e+06,6.990745551010674797e+06
4.469396363957018475e+05,2.550263075383158866e+06,6.493620102769665420e+06,2.589130508924625348e+06,6.990758101331972517e+06
4.469398134211914730e+05,2.550263274634893052e+06,6.493618741429841146e+06,2.589130735743650701e+06,6.990756920807741582e+06
4.469400003757552477e+05,2.550263729881354608e+06,6.493618258549790829e+06,2.589131216428444721e+06,6.990756650295835920e+06
4.469371232847861829e+05,2.550262393042446580e+06,6.493613033702227287e+06,2.589129403011109680e+06,6.990751125380169600e+06
4.469372931678501773e+05,2.550263103403284680e+06,6.493614472403175198e+06,2.589130132033606060e+06,6.990752731774192303e+06
4.469379328427091241e+05,2.550263455186985433e+06,6.493615045653448440e+06,2.589130588957609143e+06,6.990753433487181552e+06
4.469380355413578218e+05,2.550263832244052086e+06,6.493616951274036430e+06,2.589130978082353715e+06,6.990755347710231319e+06
4.469385946328511345e+05,2.550264580457984935e+06,6.493614679033569060e+06,2.589131811575248837e+06,6.990753545753931627e+06
4.469374274305719300e+05,2.550265988232038449e+06,6.493617116994850338e+06,2.589132996732959058e+06,6.990756249283757061e+06
4.469385193455865956e+05,2.550265768773430027e+06,6.493614380872531794e+06,2.589132969055926893e+06,6.990753697486910969e+06
4.469383226903279428e+05,2.550267871803468559e+06,6.493617728956616484e+06,2.589135006569228135e+06,6.990757562100256793e+06
4.469398658134751604e+05,2.550268371716915630e+06,6.493616456131303683e+06,2.589135765353569761e+06,6.990756660818075761e+06
