version,nBlocks,reserved0,blockId_01,jammingState_01,antStatus_01,antPower_01,postStatus_01,reserved1_01,noisePerMS_01,agcCnt_01,jamInd_01,ofsI_01,magI_01,ofsQ_01,magQ_01,reserved2_01,blockId_02,jammingState_02,antStatus_02,antPower_02,postStatus_02,reserved1_02,noisePerMS_02,agcCnt_02,jamInd_02,ofsI_02,magI_02,ofsQ_02,magQ_02,reserved2_02
0,2,0,0,1,1,2,0,0,120,4914,4,17,164,1,150,0,1,1,1,2,0,0,60,4212,5,15,160,0,158,0
0,2,0,0,1,1,2,0,0,120,4914,6,18,161,4,149,0,1,1,1,2,0,0,60,4212,5,12,151,7,160,0
0,2,0,0,1,1,2,0,0,120,4914,7,16,154,8,150,0,1,1,1,2,0,0,60,4212,7,16,186,8,171,0
0,2,0,0,1,1,2,0,0,120,4914,8,14,154,3,148,0,1,1,1,2,0,0,60,4212,5,8,167,-6,179,0
0,2,0,0,1,1,2,0,0,120,4914,7,11,167,6,160,0,1,1,1,2,0,0,60,4212,4,14,170,4,176,0
0,2,0,0,1,1,2,0,0,120,4914,8,10,159,8,151,0,1,1,1,2,0,0,60,4212,3,7,152,0,142,0
0,2,0,0,1,1,2,0,0,119,4914,10,17,156,-1,151,0,1,1,1,2,0,0,60,4212,4,18,183,-5,190,0
0,2,0,0,1,1,2,0,0,120,4914,10,11,155,0,151,0,1,1,1,2,0,0,60,3861,6,6,177,0,168,0
0,2,0,0,1,1,2,0,0,120,4914,5,14,154,8,157,0,1,1,1,2,0,0,52,3861,5,17,158,3,180,0
0,2,0,0,1,1,2,0,0,120,4914,7,13,160,0,153,0,1,1,1,2,0,0,52,3861,5,6,134,8,155,0
0,2,0,0,1,1,2,0,0,120,4914,7,12,154,7,158,0,1,1,1,2,0,0,52,3861,6,16,123,2,135,0
0,2,0,0,1,1,2,0,0,120,4914,6,13,159,2,156,0,1,1,1,2,0,0,52,3861,4,11,122,3,120,0
0,2,0,0,1,1,2,0,0,120,4914,8,9,157,8,154,0,1,1,1,2,0,0,56,3861,4,-1,193,14,209,0
0,2,0,0,1,1,2,0,0,120,4914,9,15,152,3,157,0,1,1,1,2,0,0,56,3861,3,8,189,8,176,0
0,2,0,0,1,1,2,0,0,120,4914,5,11,159,4,158,0,1,1,1,2,0,0,56,3861,3,22,179,2,214,0
0,2,0,0,1,1,2,0,0,120,4914,12,16,174,1,154,0,1,1,1,2,0,0,56,3861,4,10,155,9,169,0
0,2,0,0,1,1,2,0,0,120,4914,14,13,163,5,170,0,1,1,1,2,0,0,56,3861,5,-10,158,11,134,0
0,2,0,0,1,1,2,0,0,120,4914,7,14,159,7,151,0,1,1,1,2,0,0,56,3861,3,23,180,14,188,0
0,2,0,0,1,1,2,0,0,120,4914,8,15,161,2,159,0,1,1,1,2,0,0,56,3861,4,24,233,13,216,0
0,2,0,0,1,1,2,0,0,120,4914,9,12,160,7,158,0,1,1,1,2,0,0,56,3861,3,10,181,10,136,0
0,2,0,0,1,1,2,0,0,120,4914,10,14,171,0,174,0,1,1,1,2,0,0,56,3861,4,-1,167,13,161,0
0,2,0,0,1,1,2,0,0,120,4914,8,15,160,5,153,0,1,1,1,2,0,0,56,3861,4,21,177,3,160,0
0,2,0,0,1,1,2,0,0,120,4914,9,13,158,0,158,0,1,1,1,2,0,0,52,3861,3,16,188,12,154,0
0,2,0,0,1,1,2,0,0,120,4914,7,13,160,2,154,0,1,1,1,2,0,0,52,3861,2,16,175,8,169,0
0,2,0,0,1,1,2,0,0,120,4914,8,10,165,7,173,0,1,1,1,2,0,0,52,3861,6,11,180,-1,152,0
0,2,0,0,1,1,2,0,0,121,4914,6,13,181,3,186,0,1,1,1,2,0,0,52,3861,4,8,169,8,137,0
0,2,0,0,1,1,2,0,0,120,4914,8,11,157,3,158,0,1,1,1,2,0,0,52,3861,3,0,138,16,127,0
0,2,0,0,1,1,2,0,0,120,4914,9,12,164,4,155,0,1,1,1,2,0,0,52,3861,8,29,174,6,186,0
0,2,0,0,1,1,2,0,0,112,4914,8,11,181,5,168,0,1,1,1,2,0,0,48,3861,4,4,148,3,114,0
0,2,0,0,1,1,2,0,0,112,4914,8,13,160,1,162,0,1,1,1,2,0,0,48,3861,3,-4,106,13,97,0
0,2,0,0,1,1,2,0,0,112,4914,9,11,173,7,165,0,1,1,1,2,0,0,55,4212,4,20,198,5,188,0
0,2,0,0,1,1,2,0,0,112,4914,5,11,176,5,179,0,1,1,1,2,0,0,55,4212,6,20,179,-1,173,0
0,2,0,0,1,1,2,0,0,112,4914,6,15,159,1,158,0,1,1,1,2,0,0,55,3861,2,7,133,17,170,0
0,2,0,0,1,1,2,0,0,112,4914,4,15,161,4,166,0,1,1,1,2,0,0,51,3861,1,18,113,9,103,0
0,2,0,0,1,1,2,0,0,112,4914,6,12,158,0,158,0,1,1,1,2,0,0,52,4212,4,6,144,0,153,0
0,2,0,0,1,1,2,0,0,112,4914,7,12,165,3,161,0,1,1,1,2,0,0,55,4212,3,8,141,13,141,0
0,2,0,0,1,1,2,0,0,112,4914,8,11,162,4,156,0,1,1,1,2,0,0,59,4212,2,15,165,-6,152,0
0,2,0,0,1,1,2,0,0,112,4914,4,15,156,0,153,0,1,1,1,2,0,0,59,4212,5,21,191,2,215,0
0,2,0,0,2,1,2,0,0,112,4914,8,12,156,2,151,0,1,1,1,2,0,0,63,4212,5,1,165,-10,157,0
0,2,0,0,1,1,2,0,0,112,4914,8,16,159,6,153,0,1,1,1,2,0,0,64,4212,5,10,192,8,185,0
0,2,0,0,1,1,2,0,0,112,4914,7,12,163,5,157,0,1,1,1,2,0,0,63,4212,4,0,147,8,151,0
0,2,0,0,1,1,2,0,0,112,4914,5,12,160,2,154,0,1,1,1,2,0,0,63,4212,3,5,211,8,216,0
0,2,0,0,1,1,2,0,0,112,4914,7,14,154,5,155,0,1,1,1,2,0,0,59,4212,5,0,181,5,150,0
0,2,0,0,1,1,2,0,0,120,4914,6,16,160,-2,156,0,1,1,1,2,0,0,55,3861,3,9,178,18,193,0
0,2,0,0,1,1,2,0,0,120,4914,7,10,159,9,154,0,1,1,1,2,0,0,51,3861,3,-9,175,4,152,0
0,2,0,0,1,1,2,0,0,120,4914,9,14,156,1,158,0,1,1,1,2,0,0,51,3861,5,6,138,0,122,0
0,2,0,0,1,1,2,0,0,120,4914,6,14,162,2,159,0,1,1,1,2,0,0,51,4212,3,22,238,16,228,0
0,2,0,0,1,1,2,0,0,110,4914,7,13,158,4,155,0,1,1,1,2,0,0,55,4212,4,17,200,7,183,0
0,2,0,0,2,1,2,0,0,110,4914,9,15,158,-2,150,0,1,1,1,2,0,0,55,4212,6,23,183,2,187,0
0,2,0,0,1,1,2,0,0,110,4914,6,11,157,0,154,0,1,1,1,2,0,0,55,4212,6,12,196,1,178,0
0,2,0,0,1,1,2,0,0,110,4914,11,14,159,1,154,0,1,1,1,2,0,0,55,3861,3,9,151,12,135,0
0,2,0,0,1,1,2,0,0,109,4914,6,16,156,0,151,0,1,1,1,2,0,0,51,4212,5,1,149,7,143,0
0,2,0,0,1,1,2,0,0,102,4914,11,10,157,6,160,0,1,1,1,2,0,0,51,4212,4,3,142,9,152,0
0,2,0,0,1,1,2,0,0,103,4914,7,15,158,4,168,0,1,1,1,2,0,0,51,4212,4,0,149,1,172,0
0,2,0,0,1,1,2,0,0,103,4914,6,11,165,2,160,0,1,1,1,2,0,0,54,4212,4,0,189,4,178,0
0,2,0,0,1,1,2,0,0,103,4914,10,12,161,3,159,0,1,1,1,2,0,0,54,4212,3,18,215,9,225,0
0,2,0,0,1,1,2,0,0,103,4914,8,11,162,2,159,0,1,1,1,2,0,0,54,4212,3,0,177,2,175,0
0,2,0,0,1,1,2,0,0,103,4914,4,13,165,0,164,0,1,1,1,2,0,0,54,4212,5,4,189,6,191,0
0,2,0,0,1,1,2,0,0,103,4914,9,13,164,9,151,0,1,1,1,2,0,0,54,4212,5,11,184,15,231,0
0,2,0,0,1,1,2,0,0,103,4914,7,17,166,0,158,0,1,1,1,2,0,0,54,4212,4,4,238,-1,202,0
0,2,0,0,1,1,2,0,0,103,4914,10,13,161,2,159,0,1,1,1,2,0,0,54,4212,5,12,225,4,180,0
0,2,0,0,1,1,2,0,0,103,4914,6,13,163,0,158,0,1,1,1,2,0,0,50,3861,4,0,117,10,144,0
0,2,0,0,1,1,2,0,0,103,4914,9,16,162,2,160,0,1,1,1,2,0,0,50,3861,2,13,175,4,169,0
0,2,0,0,1,1,2,0,0,103,4914,8,13,164,7,160,0,1,1,1,2,0,0,50,3861,2,-5,203,1,158,0
0,2,0,0,1,1,2,0,0,102,4914,6,13,159,2,155,0,1,1,1,2,0,0,50,3861,2,-7,109,29,112,0
0,2,0,0,1,1,2,0,0,102,4914,8,15,160,8,157,0,1,1,1,2,0,0,50,4212,4,4,168,1,155,0
0,2,0,0,1,1,2,0,0,102,4914,7,13,161,7,157,0,1,1,1,2,0,0,54,4212,4,5,178,7,167,0
0,2,0,0,1,1,2,0,0,102,4914,7,10,158,4,153,0,1,1,1,2,0,0,54,4212,5,11,186,3,151,0
0,2,0,0,1,1,2,0,0,102,4914,5,9,162,4,151,0,1,1,1,2,0,0,54,4212,5,18,187,1,167,0
0,2,0,0,1,1,2,0,0,102,4914,7,14,162,1,164,0,1,1,1,2,0,0,54,4212,4,15,164,17,144,0
0,2,0,0,1,1,2,0,0,101,4914,10,12,165,1,166,0,1,1,1,2,0,0,54,4212,5,12,161,-6,175,0
0,2,0,0,1,1,2,0,0,102,4914,10,12,166,0,158,0,1,1,1,2,0,0,54,4212,3,18,157,7,164,0
0,2,0,0,1,1,2,0,0,102,4914,6,12,164,0,166,0,1,1,1,2,0,0,54,4212,2,2,150,3,142,0
0,2,0,0,1,1,2,0,0,102,4914,7,12,160,1,154,0,1,1,1,2,0,0,54,4212,3,1,140,7,157,0
0,2,0,0,1,1,2,0,0,102,4914,5,12,165,4,159,0,1,1,1,2,0,0,54,4212,4,15,147,-3,151,0
0,2,0,0,1,1,2,0,0,102,4914,7,13,165,8,164,0,1,1,1,2,0,0,54,4212,3,10,195,1,189,0
0,2,0,0,1,1,2,0,0,102,4914,6,17,163,3,158,0,1,1,1,2,0,0,54,4212,2,8,173,-5,160,0
0,2,0,0,1,1,2,0,0,101,4914,10,11,165,6,164,0,1,1,1,2,0,0,54,4212,4,21,156,0,168,0
0,2,0,0,1,1,2,0,0,101,4914,6,14,164,0,161,0,1,1,1,2,0,0,54,4212,4,8,149,2,139,0
0,2,0,0,1,1,2,0,0,101,4914,4,12,164,6,161,0,1,1,1,2,0,0,54,4212,2,3,146,5,132,0
0,2,0,0,1,1,2,0,0,101,4914,10,11,170,5,163,0,1,1,1,2,0,0,54,4212,5,1,167,-5,151,0
0,2,0,0,1,1,2,0,0,100,4914,6,14,166,6,166,0,1,1,1,2,0,0,54,4212,4,-3,132,6,137,0
0,2,0,0,1,1,2,0,0,100,4914,7,13,171,5,172,0,1,1,1,2,0,0,54,4212,3,-3,134,7,146,0
0,2,0,0,1,1,2,0,0,100,4563,9,15,180,6,182,0,1,1,1,2,0,0,54,4212,4,1,162,14,161,0
0,2,0,0,1,1,2,0,0,87,4563,5,12,166,8,169,0,1,1,1,2,0,0,54,4212,4,10,154,9,169,0
0,2,0,0,1,1,2,0,0,81,4563,6,15,151,6,145,0,1,1,1,2,0,0,54,4212,5,11,158,8,150,0
0,2,0,0,1,1,2,0,0,81,4563,3,9,163,-1,148,0,1,1,1,2,0,0,54,4212,5,11,201,2,157,0
0,2,0,0,1,1,2,0,0,81,4563,4,10,185,3,181,0,1,1,1,2,0,0,54,4212,5,10,148,9,142,0
0,2,0,0,1,1,2,0,0,76,4563,7,16,143,11,148,0,1,1,1,2,0,0,54,4212,3,6,176,19,150,0
0,2,0,0,1,1,2,0,0,80,4563,4,15,132,9,118,0,1,1,1,2,0,0,54,4212,4,1,145,20,139,0
0,2,0,0,1,1,2,0,0,75,4914,7,13,162,5,157,0,1,1,1,2,0,0,58,4212,6,0,159,13,154,0
0,2,0,0,1,1,2,0,0,92,4914,5,12,161,4,156,0,1,1,1,2,0,0,58,4212,5,1,140,9,140,0
0,2,0,0,1,1,2,0,0,98,4914,5,12,159,2,155,0,1,1,1,2,0,0,58,4212,6,23,184,0,173,0
0,2,0,0,1,1,2,0,0,98,4914,6,12,172,3,165,0,1,1,1,2,0,0,58,4212,5,10,163,5,166,0
0,2,0,0,1,1,2,0,0,105,4914,5,11,166,4,163,0,1,1,1,2,0,0,58,4212,6,17,168,8,141,0
0,2,0,0,1,1,2,0,0,105,4914,8,11,172,4,163,0,1,1,1,2,0,0,58,4212,7,2,162,1,152,0
0,2,0,0,1,1,2,0,0,105,4914,9,11,178,0,165,0,1,1,1,2,0,0,58,4212,4,4,153,11,148,0
0,2,0,0,1,1,2,0,0,105,4914,6,15,161,11,164,0,1,1,1,2,0,0,58,4212,5,19,165,6,150,0
0,2,0,0,1,1,2,0,0,104,4914,7,13,164,3,152,0,1,1,1,2,0,0,58,4212,5,11,154,-1,164,0
0,2,0,0,1,1,2,0,0,104,4914,6,15,161,-1,160,0,1,1,1,2,0,0,58,4212,5,10,190,7,175,0
0,2,0,0,1,1,2,0,0,104,4914,11,12,160,6,159,0,1,1,1,2,0,0,58,4212,4,-2,151,17,145,0
0,2,0,0,1,1,2,0,0,104,4914,4,15,158,0,156,0,1,1,1,2,0,0,54,4212,4,11,137,2,150,0
0,2,0,0,1,1,2,0,0,103,4914,3,13,157,6,151,0,1,1,1,2,0,0,50,4212,2,14,167,7,156,0
0,2,0,0,1,1,2,0,0,103,4914,7,10,160,10,155,0,1,1,1,2,0,0,46,4212,4,8,144,4,143,0
0,2,0,0,1,1,2,0,0,103,4914,6,13,156,10,154,0,1,1,1,2,0,0,47,4212,4,24,179,-2,185,0
0,2,0,0,1,1,2,0,0,103,4914,7,15,161,4,156,0,1,1,1,2,0,0,50,4212,5,13,172,10,167,0
0,2,0,0,1,1,2,0,0,96,4914,5,11,172,2,166,0,1,1,1,2,0,0,50,4212,5,10,171,-6,182,0
0,2,0,0,1,1,2,0,0,96,4914,4,12,161,5,168,0,1,1,1,2,0,0,50,4212,6,6,151,12,152,0
0,2,0,0,1,1,2,0,0,96,4914,6,16,160,12,154,0,1,1,1,2,0,0,53,4212,7,13,200,5,207,0
0,2,0,0,1,1,2,0,0,96,4914,5,9,162,5,168,0,1,1,1,2,0,0,54,4212,7,8,196,7,198,0
0,2,0,0,1,1,2,0,0,96,4914,7,13,159,3,156,0,1,1,1,2,0,0,53,3861,3,-8,172,2,155,0
0,2,0,0,1,1,2,0,0,96,4914,9,16,198,3,193,0,1,1,1,2,0,0,50,3861,3,11,155,4,159,0
0,2,0,0,1,1,2,0,0,96,4914,7,14,161,2,156,0,1,1,1,2,0,0,46,3861,2,15,113,13,116,0
0,2,0,0,1,1,2,0,0,96,4914,8,13,163,-2,176,0,1,1,1,2,0,0,40,4212,4,-7,152,3,134,0
0,2,0,0,1,1,2,0,0,96,4914,5,14,155,5,157,0,1,1,1,2,0,0,46,4212,2,-2,154,6,161,0
0,2,0,0,1,1,2,0,0,96,4914,4,15,155,0,155,0,1,1,1,2,0,0,46,4212,4,15,153,6,167,0
0,2,0,0,1,1,2,0,0,96,4914,6,10,162,0,156,0,1,1,1,2,0,0,46,4212,3,-3,140,14,123,0
0,2,0,0,1,1,2,0,0,96,4914,6,15,157,0,157,0,1,1,1,2,0,0,49,4563,6,6,154,5,156,0
0,2,0,0,1,1,2,0,0,89,4914,5,13,154,15,154,0,1,1,1,2,0,0,53,4563,7,5,204,7,186,0
0,2,0,0,1,1,2,0,0,89,4914,5,11,154,5,155,0,1,1,1,2,0,0,49,4212,2,14,148,6,139,0
0,2,0,0,1,1,2,0,0,90,4914,7,15,152,18,151,0,1,1,1,2,0,0,49,4563,3,7,186,3,165,0
0,2,0,0,1,1,2,0,0,90,4914,6,10,152,9,153,0,1,1,1,2,0,0,49,4563,7,12,172,-2,175,0
0,2,0,0,1,1,2,0,0,96,4914,8,13,164,2,167,0,1,1,1,2,0,0,52,4212,2,20,131,4,116,0
0,2,0,0,1,1,2,0,0,96,4914,13,0,205,-11,216,0,1,1,1,2,0,0,49,4212,5,2,149,-7,170,0
0,2,0,0,1,1,2,0,0,89,4563,4,16,125,16,122,0,1,1,1,2,0,0,49,4212,4,-7,133,5,129,0
0,2,0,0,1,1,2,0,0,90,4563,6,10,150,11,143,0,1,1,1,2,0,0,49,4212,2,-6,128,9,121,0
0,2,0,0,1,1,2,0,0,96,4563,2,16,125,0,129,0,1,1,1,2,0,0,48,4212,2,12,153,13,144,0
0,2,0,0,1,1,2,0,0,103,4914,6,7,175,9,163,0,1,1,1,2,0,0,48,4212,4,22,182,-2,195,0
0,2,0,0,1,1,2,0,0,96,4563,11,1,209,-4,186,0,1,1,1,2,0,0,45,3861,4,6,178,13,136,0
0,2,0,0,2,1,2,0,0,89,4212,2,19,94,3,98,0,1,1,1,2,0,0,42,3510,2,22,149,13,180,0
0,2,0,0,2,1,2,0,0,89,4563,6,5,117,6,116,0,1,1,1,2,0,0,42,3510,2,31,123,-2,159,0
0,2,0,0,2,1,2,0,0,103,4563,5,20,131,-5,121,0,1,1,1,2,0,0,45,3510,1,-13,61,5,81,0
0,2,0,0,2,1,2,0,0,109,4563,4,9,136,6,134,0,1,1,1,2,0,0,45,3510,2,24,149,-12,128,0
0,2,0,0,2,1,2,0,0,110,4914,13,6,148,14,114,0,1,1,1,2,0,0,48,3861,3,-1,67,7,61,0
0,2,0,0,2,1,2,0,0,117,4914,13,11,160,0,153,0,1,1,1,2,0,0,52,3861,3,18,189,-17,203,0
0,2,0,0,2,1,2,0,0,94,4914,5,12,158,4,154,0,1,2,1,2,0,0,48,3159,1,-5,92,2,160,0
