iTOW,tAcc,nano,year,month,day,hour,min,sec,validTOW,validWKN,validUTC,authStatus,utcStandard
94576100,22,100347041,2025,10,27,2,15,58,1,1,1,0,3
94576200,22,200347020,2025,10,27,2,15,58,1,1,1,0,3
94576300,22,300346999,2025,10,27,2,15,58,1,1,1,0,3
94576400,22,400346978,2025,10,27,2,15,58,1,1,1,0,3
94576500,22,500346957,2025,10,27,2,15,58,1,1,1,0,3
94576600,22,600346935,2025,10,27,2,15,58,1,1,1,0,3
94576700,22,700346914,2025,10,27,2,15,58,1,1,1,0,3
94576800,22,800346893,2025,10,27,2,15,58,1,1,1,0,3
94576900,22,900346872,2025,10,27,2,15,58,1,1,1,0,3
94577000,22,346851,2025,10,27,2,15,59,1,1,1,0,3
94577100,22,100346830,2025,10,27,2,15,59,1,1,1,0,3
94577200,22,200346809,2025,10,27,2,15,59,1,1,1,0,3
94577300,22,300346787,2025,10,27,2,15,59,1,1,1,0,3
94577400,22,400346766,2025,10,27,2,15,59,1,1,1,0,3
94577500,22,500346745,2025,10,27,2,15,59,1,1,1,0,3
94577600,22,600346724,2025,10,27,2,15,59,1,1,1,0,3
94577700,22,700346703,2025,10,27,2,15,59,1,1,1,0,3
94577800,22,800346682,2025,10,27,2,15,59,1,1,1,0,3
94577900,22,900346661,2025,10,27,2,15,59,1,1,1,0,3
94578000,22,346640,2025,10,27,2,16,0,1,1,1,0,3
94578100,22,100346618,2025,10,27,2,16,0,1,1,1,0,3
94578200,22,200346597,2025,10,27,2,16,0,1,1,1,0,3
94578300,26,300346576,2025,10,27,2,16,0,1,1,1,0,3
94578400,24,400346554,2025,10,27,2,16,0,1,1,1,0,3
94578500,24,500346533,2025,10,27,2,16,0,1,1,1,0,3
94578600,23,600346512,2025,10,27,2,16,0,1,1,1,0,3
94578700,23,700346491,2025,10,27,2,16,0,1,1,1,0,3
94578800,23,800346470,2025,10,27,2,16,0,1,1,1,0,3
94578900,23,900346448,2025,10,27,2,16,0,1,1,1,0,3
94579000,23,346427,2025,10,27,2,16,1,1,1,1,0,3
94579100,23,100346406,2025,10,27,2,16,1,1,1,1,0,3
94579200,26,200346385,2025,10,27,2,16,1,1,1,1,0,3
94579300,24,300346364,2025,10,27,2,16,1,1,1,1,0,3
94579400,24,400346343,2025,10,27,2,16,1,1,1,1,0,3
94579500,23,500346322,2025,10,27,2,16,1,1,1,1,0,3
94579600,23,600346300,2025,10,27,2,16,1,1,1,1,0,3
94579700,23,700346279,2025,10,27,2,16,1,1,1,1,0,3
94579800,23,800346258,2025,10,27,2,16,1,1,1,1,0,3
94579900,23,900346237,2025,10,27,2,16,1,1,1,1,0,3
94580000,23,346216,2025,10,27,2,16,2,1,1,1,0,3
94580100,22,100346194,2025,10,27,2,16,2,1,1,1,0,3
94580200,22,200346173,2025,10,27,2,16,2,1,1,1,0,3
94580300,22,300346152,2025,10,27,2,16,2,1,1,1,0,3
94580400,22,400346131,2025,10,27,2,16,2,1,1,1,0,3
94580500,22,500346110,2025,10,27,2,16,2,1,1,1,0,3
94580600,22,600346089,2025,10,27,2,16,2,1,1,1,0,3
94580700,22,700346068,2025,10,27,2,16,2,1,1,1,0,3
94580800,22,800346047,2025,10,27,2,16,2,1,1,1,0,3
94580900,22,900346025,2025,10,27,2,16,2,1,1,1,0,3
94581000,22,346004,2025,10,27,2,16,3,1,1,1,0,3
94581100,22,100345983,2025,10,27,2,16,3,1,1,1,0,3
94581200,22,200345962,2025,10,27,2,16,3,1,1,1,0,3
94581300,22,300345942,2025,10,27,2,16,3,1,1,1,0,3
94581400,22,400345921,2025,10,27,2,16,3,1,1,1,0,3
94581500,22,500345899,2025,10,27,2,16,3,1,1,1,0,3
94581600,22,600345878,2025,10,27,2,16,3,1,1,1,0,3
94581700,22,700345857,2025,10,27,2,16,3,1,1,1,0,3
94581800,22,800345836,2025,10,27,2,16,3,1,1,1,0,3
94581900,22,900345814,2025,10,27,2,16,3,1,1,1,0,3
94582000,22,345794,2025,10,27,2,16,4,1,1,1,0,3
94582100,22,100345773,2025,10,27,2,16,4,1,1,1,0,3
94582200,22,200345752,2025,10,27,2,16,4,1,1,1,0,3
94582300,22,300345731,2025,10,27,2,16,4,1,1,1,0,3
94582400,22,400345710,2025,10,27,2,16,4,1,1,1,0,3
94582500,22,500345689,2025,10,27,2,16,4,1,1,1,0,3
94582600,22,600345668,2025,10,27,2,16,4,1,1,1,0,3
94582700,22,700345647,2025,10,27,2,16,4,1,1,1,0,3
94582800,22,800345626,2025,10,27,2,16,4,1,1,1,0,3
94582900,22,900345605,2025,10,27,2,16,4,1,1,1,0,3
94583000,22,345584,2025,10,27,2,16,5,1,1,1,0,3
94583100,22,100345563,2025,10,27,2,16,5,1,1,1,0,3
94583200,22,200345542,2025,10,27,2,16,5,1,1,1,0,3
94583300,22,300345521,2025,10,27,2,16,5,1,1,1,0,3
94583400,22,400345500,2025,10,27,2,16,5,1,1,1,0,3
94583500,22,500345479,2025,10,27,2,16,5,1,1,1,0,3
94583600,22,600345458,2025,10,27,2,16,5,1,1,1,0,3
94583700,22,700345437,2025,10,27,2,16,5,1,1,1,0,3
94583800,22,800345416,2025,10,27,2,16,5,1,1,1,0,3
94583900,22,900345395,2025,10,27,2,16,5,1,1,1,0,3
94584000,22,345374,2025,10,27,2,16,6,1,1,1,0,3
94584100,22,100345353,2025,10,27,2,16,6,1,1,1,0,3
94584200,22,200345331,2025,10,27,2,16,6,1,1,1,0,3
94584300,22,300345310,2025,10,27,2,16,6,1,1,1,0,3
94584400,22,400345289,2025,10,27,2,16,6,1,1,1,0,3
94584500,22,500345268,2025,10,27,2,16,6,1,1,1,0,3
94584600,22,600345247,2025,10,27,2,16,6,1,1,1,0,3
94584700,22,700345226,2025,10,27,2,16,6,1,1,1,0,3
94584800,22,800345205,2025,10,27,2,16,6,1,1,1,0,3
94584900,22,900345184,2025,10,27,2,16,6,1,1,1,0,3
94585000,22,345163,2025,10,27,2,16,7,1,1,1,0,3
94585100,22,100345142,2025,10,27,2,16,7,1,1,1,0,3
94585200,22,200345121,2025,10,27,2,16,7,1,1,1,0,3
94585300,22,300345099,2025,10,27,2,16,7,1,1,1,0,3
94585400,22,400345078,2025,10,27,2,16,7,1,1,1,0,3
94585500,22,500345057,2025,10,27,2,16,7,1,1,1,0,3
94585600,22,600345036,2025,10,27,2,16,7,1,1,1,0,3
94585700,22,700345015,2025,10,27,2,16,7,1,1,1,0,3
94585800,22,800344994,2025,10,27,2,16,7,1,1,1,0,3
94585900,22,900344973,2025,10,27,2,16,7,1,1,1,0,3
94586000,22,344953,2025,10,27,2,16,8,1,1,1,0,3
94586100,22,100344932,2025,10,27,2,16,8,1,1,1,0,3
94586200,22,200344911,2025,10,27,2,16,8,1,1,1,0,3
94586300,22,300344890,2025,10,27,2,16,8,1,1,1,0,3
94586400,22,400344869,2025,10,27,2,16,8,1,1,1,0,3
94586500,22,500344848,2025,10,27,2,16,8,1,1,1,0,3
94586600,22,600344827,2025,10,27,2,16,8,1,1,1,0,3
94586700,22,700344806,2025,10,27,2,16,8,1,1,1,0,3
94586800,22,800344785,2025,10,27,2,16,8,1,1,1,0,3
94586900,22,900344764,2025,10,27,2,16,8,1,1,1,0,3
94587000,22,344743,2025,10,27,2,16,9,1,1,1,0,3
94587100,22,100344722,2025,10,27,2,16,9,1,1,1,0,3
94587200,22,200344701,2025,10,27,2,16,9,1,1,1,0,3
94587300,22,300344680,2025,10,27,2,16,9,1,1,1,0,3
94587400,22,400344659,2025,10,27,2,16,9,1,1,1,0,3
94587500,22,500344638,2025,10,27,2,16,9,1,1,1,0,3
94587600,22,600344617,2025,10,27,2,16,9,1,1,1,0,3
94587700,22,700344596,2025,10,27,2,16,9,1,1,1,0,3
94587800,22,800344574,2025,10,27,2,16,9,1,1,1,0,3
94587900,22,900344553,2025,10,27,2,16,9,1,1,1,0,3
94588000,22,344532,2025,10,27,2,16,10,1,1,1,0,3
94588200,22,200344490,2025,10,27,2,16,10,1,1,1,0,3
94588300,22,300344470,2025,10,27,2,16,10,1,1,1,0,3
94588400,22,400344448,2025,10,27,2,16,10,1,1,1,0,3
94588500,22,500344427,2025,10,27,2,16,10,1,1,1,0,3
94588600,22,600344406,2025,10,27,2,16,10,1,1,1,0,3
94588700,22,700344385,2025,10,27,2,16,10,1,1,1,0,3
94588800,22,800344364,2025,10,27,2,16,10,1,1,1,0,3
94588900,22,900344343,2025,10,27,2,16,10,1,1,1,0,3
94589000,22,344322,2025,10,27,2,16,11,1,1,1,0,3
94589100,22,100344300,2025,10,27,2,16,11,1,1,1,0,3
94589200,22,200344279,2025,10,27,2,16,11,1,1,1,0,3
94589300,22,300344258,2025,10,27,2,16,11,1,1,1,0,3
94589400,22,400344237,2025,10,27,2,16,11,1,1,1,0,3
94589500,22,500344216,2025,10,27,2,16,11,1,1,1,0,3
94589600,22,600344195,2025,10,27,2,16,11,1,1,1,0,3
94589700,22,700344174,2025,10,27,2,16,11,1,1,1,0,3
94589800,22,800344153,2025,10,27,2,16,11,1,1,1,0,3
94589900,22,900344132,2025,10,27,2,16,11,1,1,1,0,3
94590000,22,344111,2025,10,27,2,16,12,1,1,1,0,3
94590200,22,200344068,2025,10,27,2,16,12,1,1,1,0,3
94590300,22,300344047,2025,10,27,2,16,12,1,1,1,0,3
94590400,22,400344027,2025,10,27,2,16,12,1,1,1,0,3
94590500,22,500344006,2025,10,27,2,16,12,1,1,1,0,3
94590600,22,600343984,2025,10,27,2,16,12,1,1,1,0,3
94590700,22,700343962,2025,10,27,2,16,12,1,1,1,0,3
94590800,22,800343941,2025,10,27,2,16,12,1,1,1,0,3
94590900,22,900343920,2025,10,27,2,16,12,1,1,1,0,3
94591000,22,343900,2025,10,27,2,16,13,1,1,1,0,3
94591100,22,100343879,2025,10,27,2,16,13,1,1,1,0,3
94591200,22,200343858,2025,10,27,2,16,13,1,1,1,0,3
94591300,22,300343836,2025,10,27,2,16,13,1,1,1,0,3
94591400,22,400343816,2025,10,27,2,16,13,1,1,1,0,3
94591500,22,500343795,2025,10,27,2,16,13,1,1,1,0,3
94591600,22,600343774,2025,10,27,2,16,13,1,1,1,0,3
94591700,22,700343752,2025,10,27,2,16,13,1,1,1,0,3
94591800,22,800343731,2025,10,27,2,16,13,1,1,1,0,3
94591900,22,900343710,2025,10,27,2,16,13,1,1,1,0,3
94592000,22,343689,2025,10,27,2,16,14,1,1,1,0,3
94592100,22,100343668,2025,10,27,2,16,14,1,1,1,0,3
94592200,22,200343646,2025,10,27,2,16,14,1,1,1,0,3
94592300,22,300343625,2025,10,27,2,16,14,1,1,1,0,3
94592400,22,400343604,2025,10,27,2,16,14,1,1,1,0,3
94592500,22,500343583,2025,10,27,2,16,14,1,1,1,0,3
94592600,22,600343562,2025,10,27,2,16,14,1,1,1,0,3
94592700,22,700343541,2025,10,27,2,16,14,1,1,1,0,3
94592800,22,800343519,2025,10,27,2,16,14,1,1,1,0,3
94592900,22,900343498,2025,10,27,2,16,14,1,1,1,0,3
94593000,22,343478,2025,10,27,2,16,15,1,1,1,0,3
94593100,22,100343458,2025,10,27,2,16,15,1,1,1,0,3
94593200,22,200343437,2025,10,27,2,16,15,1,1,1,0,3
94593300,22,300343415,2025,10,27,2,16,15,1,1,1,0,3
94593400,22,400343394,2025,10,27,2,16,15,1,1,1,0,3
94593500,22,500343373,2025,10,27,2,16,15,1,1,1,0,3
94593600,22,600343353,2025,10,27,2,16,15,1,1,1,0,3
94593700,22,700343332,2025,10,27,2,16,15,1,1,1,0,3
94593800,22,800343311,2025,10,27,2,16,15,1,1,1,0,3
94593900,22,900343290,2025,10,27,2,16,15,1,1,1,0,3
94594000,22,343269,2025,10,27,2,16,16,1,1,1,0,3
94594100,22,100343248,2025,10,27,2,16,16,1,1,1,0,3
94594200,22,200343228,2025,10,27,2,16,16,1,1,1,0,3
94594300,22,300343207,2025,10,27,2,16,16,1,1,1,0,3
94594400,22,400343186,2025,10,27,2,16,16,1,1,1,0,3
94594500,22,500343165,2025,10,27,2,16,16,1,1,1,0,3
94594600,22,600343144,2025,10,27,2,16,16,1,1,1,0,3
94594700,22,700343123,2025,10,27,2,16,16,1,1,1,0,3
94594800,22,800343102,2025,10,27,2,16,16,1,1,1,0,3
94594900,22,900343081,2025,10,27,2,16,16,1,1,1,0,3
94595000,22,343060,2025,10,27,2,16,17,1,1,1,0,3
94595100,22,100343039,2025,10,27,2,16,17,1,1,1,0,3
94595200,22,200343018,2025,10,27,2,16,17,1,1,1,0,3
94595300,22,300342997,2025,10,27,2,16,17,1,1,1,0,3
94595400,22,400342977,2025,10,27,2,16,17,1,1,1,0,3
94595500,22,500342955,2025,10,27,2,16,17,1,1,1,0,3
94595600,22,600342934,2025,10,27,2,16,17,1,1,1,0,3
94595700,22,700342913,2025,10,27,2,16,17,1,1,1,0,3
94595800,22,800342892,2025,10,27,2,16,17,1,1,1,0,3
94595900,22,900342872,2025,10,27,2,16,17,1,1,1,0,3
94596000,22,342851,2025,10,27,2,16,18,1,1,1,0,3
94596100,22,100342830,2025,10,27,2,16,18,1,1,1,0,3
94596200,22,200342809,2025,10,27,2,16,18,1,1,1,0,3
94596300,22,300342788,2025,10,27,2,16,18,1,1,1,0,3
94596400,22,400342768,2025,10,27,2,16,18,1,1,1,0,3
94596500,22,500342747,2025,10,27,2,16,18,1,1,1,0,3
94596600,22,600342726,2025,10,27,2,16,18,1,1,1,0,3
94596700,22,700342705,2025,10,27,2,16,18,1,1,1,0,3
94596800,22,800342683,2025,10,27,2,16,18,1,1,1,0,3
94596900,22,900342662,2025,10,27,2,16,18,1,1,1,0,3
94597000,22,342642,2025,10,27,2,16,19,1,1,1,0,3
94597100,22,100342621,2025,10,27,2,16,19,1,1,1,0,3
94597200,22,200342600,2025,10,27,2,16,19,1,1,1,0,3
94597300,22,300342579,2025,10,27,2,16,19,1,1,1,0,3
94597400,22,400342558,2025,10,27,2,16,19,1,1,1,0,3
94597500,22,500342537,2025,10,27,2,16,19,1,1,1,0,3
94597600,22,600342516,2025,10,27,2,16,19,1,1,1,0,3
94597700,22,700342495,2025,10,27,2,16,19,1,1,1,0,3
94597800,22,800342474,2025,10,27,2,16,19,1,1,1,0,3
94597900,22,900342453,2025,10,27,2,16,19,1,1,1,0,3
94598000,22,342432,2025,10,27,2,16,20,1,1,1,0,3
94598100,22,100342411,2025,10,27,2,16,20,1,1,1,0,3
94598200,22,200342391,2025,10,27,2,16,20,1,1,1,0,3
94598300,22,300342370,2025,10,27,2,16,20,1,1,1,0,3
94598400,22,400342349,2025,10,27,2,16,20,1,1,1,0,3
94598500,22,500342328,2025,10,27,2,16,20,1,1,1,0,3
94598600,22,600342307,2025,10,27,2,16,20,1,1,1,0,3
94598700,22,700342286,2025,10,27,2,16,20,1,1,1,0,3
94598800,22,800342265,2025,10,27,2,16,20,1,1,1,0,3
94598900,22,900342245,2025,10,27,2,16,20,1,1,1,0,3
94599000,22,342224,2025,10,27,2,16,21,1,1,1,0,3
94599100,22,100342202,2025,10,27,2,16,21,1,1,1,0,3
94599200,22,200342181,2025,10,27,2,16,21,1,1,1,0,3
94599300,22,300342161,2025,10,27,2,16,21,1,1,1,0,3
94599400,22,400342140,2025,10,27,2,16,21,1,1,1,0,3
94599500,22,500342119,2025,10,27,2,16,21,1,1,1,0,3
94599600,22,600342098,2025,10,27,2,16,21,1,1,1,0,3
94599700,22,700342077,2025,10,27,2,16,21,1,1,1,0,3
94599800,22,800342056,2025,10,27,2,16,21,1,1,1,0,3
94599900,22,900342035,2025,10,27,2,16,21,1,1,1,0,3
94600000,22,342015,2025,10,27,2,16,22,1,1,1,0,3
94600100,22,100341994,2025,10,27,2,16,22,1,1,1,0,3
94600200,22,200341973,2025,10,27,2,16,22,1,1,1,0,3
94600300,22,300341952,2025,10,27,2,16,22,1,1,1,0,3
94600400,22,400341931,2025,10,27,2,16,22,1,1,1,0,3
94600500,22,500341910,2025,10,27,2,16,22,1,1,1,0,3
94600600,22,600341889,2025,10,27,2,16,22,1,1,1,0,3
94600700,22,700341868,2025,10,27,2,16,22,1,1,1,0,3
94600800,22,800341847,2025,10,27,2,16,22,1,1,1,0,3
94600900,22,900341826,2025,10,27,2,16,22,1,1,1,0,3
94601000,22,341805,2025,10,27,2,16,23,1,1,1,0,3
94601100,22,100341785,2025,10,27,2,16,23,1,1,1,0,3
94601200,22,200341764,2025,10,27,2,16,23,1,1,1,0,3
94601300,22,300341743,2025,10,27,2,16,23,1,1,1,0,3
94601400,22,400341722,2025,10,27,2,16,23,1,1,1,0,3
94601500,22,500341701,2025,10,27,2,16,23,1,1,1,0,3
94601600,22,600341680,2025,10,27,2,16,23,1,1,1,0,3
94601700,22,700341659,2025,10,27,2,16,23,1,1,1,0,3
94601800,22,800341638,2025,10,27,2,16,23,1,1,1,0,3
94601900,22,900341617,2025,10,27,2,16,23,1,1,1,0,3
94602000,22,341596,2025,10,27,2,16,24,1,1,1,0,3
94602100,22,100341575,2025,10,27,2,16,24,1,1,1,0,3
94602200,22,200341554,2025,10,27,2,16,24,1,1,1,0,3
94602300,22,300341533,2025,10,27,2,16,24,1,1,1,0,3
94602400,22,400341512,2025,10,27,2,16,24,1,1,1,0,3
94602500,22,500341491,2025,10,27,2,16,24,1,1,1,0,3
94602600,22,600341470,2025,10,27,2,16,24,1,1,1,0,3
94602700,22,700341449,2025,10,27,2,16,24,1,1,1,0,3
94602800,22,800341428,2025,10,27,2,16,24,1,1,1,0,3
94602900,22,900341407,2025,10,27,2,16,24,1,1,1,0,3
94603000,22,341386,2025,10,27,2,16,25,1,1,1,0,3
94603100,22,100341365,2025,10,27,2,16,25,1,1,1,0,3
94603200,22,200341345,2025,10,27,2,16,25,1,1,1,0,3
94603300,22,300341324,2025,10,27,2,16,25,1,1,1,0,3
94603400,22,400341303,2025,10,27,2,16,25,1,1,1,0,3
94603500,22,500341282,2025,10,27,2,16,25,1,1,1,0,3
94603600,22,600341260,2025,10,27,2,16,25,1,1,1,0,3
94603700,22,700341239,2025,10,27,2,16,25,1,1,1,0,3
94603800,22,800341219,2025,10,27,2,16,25,1,1,1,0,3
94603900,22,900341198,2025,10,27,2,16,25,1,1,1,0,3
94604000,22,341177,2025,10,27,2,16,26,1,1,1,0,3
94604100,22,100341156,2025,10,27,2,16,26,1,1,1,0,3
94604200,22,200341135,2025,10,27,2,16,26,1,1,1,0,3
94604300,22,300341114,2025,10,27,2,16,26,1,1,1,0,3
94604400,22,400341093,2025,10,27,2,16,26,1,1,1,0,3
94604500,22,500341072,2025,10,27,2,16,26,1,1,1,0,3
94604600,22,600341051,2025,10,27,2,16,26,1,1,1,0,3
94604700,22,700341030,2025,10,27,2,16,26,1,1,1,0,3
94604800,22,800341009,2025,10,27,2,16,26,1,1,1,0,3
94604900,22,900340988,2025,10,27,2,16,26,1,1,1,0,3
94605000,22,340967,2025,10,27,2,16,27,1,1,1,0,3
94605100,22,100340946,2025,10,27,2,16,27,1,1,1,0,3
94606000,22,340757,2025,10,27,2,16,28,1,1,1,0,3
94606100,22,100340736,2025,10,27,2,16,28,1,1,1,0,3
94606200,22,200340715,2025,10,27,2,16,28,1,1,1,0,3
94606300,22,300340695,2025,10,27,2,16,28,1,1,1,0,3
94606900,22,900340569,2025,10,27,2,16,28,1,1,1,0,3
94607000,22,340548,2025,10,27,2,16,29,1,1,1,0,3
94607100,22,100340527,2025,10,27,2,16,29,1,1,1,0,3
94607200,22,200340506,2025,10,27,2,16,29,1,1,1,0,3
94607300,22,300340485,2025,10,27,2,16,29,1,1,1,0,3
94608000,22,340338,2025,10,27,2,16,30,1,1,1,0,3
94608100,22,100340317,2025,10,27,2,16,30,1,1,1,0,3
94608200,22,200340296,2025,10,27,2,16,30,1,1,1,0,3
94608300,22,300340275,2025,10,27,2,16,30,1,1,1,0,3
94608400,22,400340255,2025,10,27,2,16,30,1,1,1,0,3
94609100,22,100340108,2025,10,27,2,16,31,1,1,1,0,3
94609200,22,200340086,2025,10,27,2,16,31,1,1,1,0,3
94609300,22,300340065,2025,10,27,2,16,31,1,1,1,0,3
94609400,22,400340044,2025,10,27,2,16,31,1,1,1,0,3
94609500,22,500340024,2025,10,27,2,16,31,1,1,1,0,3
94610200,22,200339877,2025,10,27,2,16,32,1,1,1,0,3
94610300,22,300339855,2025,10,27,2,16,32,1,1,1,0,3
94610400,22,400339834,2025,10,27,2,16,32,1,1,1,0,3
94610500,22,500339813,2025,10,27,2,16,32,1,1,1,0,3
94610600,22,600339792,2025,10,27,2,16,32,1,1,1,0,3
94611600,22,600339582,2025,10,27,2,16,33,1,1,1,0,3
94612300,22,300339435,2025,10,27,2,16,34,1,1,1,0,3
94612400,22,400339414,2025,10,27,2,16,34,1,1,1,0,3
94612500,22,500339393,2025,10,27,2,16,34,1,1,1,0,3
94612600,22,600339371,2025,10,27,2,16,34,1,1,1,0,3
94612700,22,700339350,2025,10,27,2,16,34,1,1,1,0,3
94613400,22,400339202,2025,10,27,2,16,35,1,1,1,0,3
94613500,22,500339181,2025,10,27,2,16,35,1,1,1,0,3
94613600,22,600339161,2025,10,27,2,16,35,1,1,1,0,3
94613700,22,700339140,2025,10,27,2,16,35,1,1,1,0,3
94613800,22,800339119,2025,10,27,2,16,35,1,1,1,0,3
94614600,22,600338951,2025,10,27,2,16,36,1,1,1,0,3
94614700,22,700338930,2025,10,27,2,16,36,1,1,1,0,3
94614800,22,800338909,2025,10,27,2,16,36,1,1,1,0,3
94614900,22,900338888,2025,10,27,2,16,36,1,1,1,0,3
94615700,22,700338720,2025,10,27,2,16,37,1,1,1,0,3
94615800,22,800338699,2025,10,27,2,16,37,1,1,1,0,3
94615900,22,900338679,2025,10,27,2,16,37,1,1,1,0,3
94616000,22,338657,2025,10,27,2,16,38,1,1,1,0,3
94616100,22,100338636,2025,10,27,2,16,38,1,1,1,0,3
94616900,22,900338469,2025,10,27,2,16,38,1,1,1,0,3
94617000,22,338447,2025,10,27,2,16,39,1,1,1,0,3
94617100,22,100338426,2025,10,27,2,16,39,1,1,1,0,3
94617200,22,200338405,2025,10,27,2,16,39,1,1,1,0,3
94617300,22,300338384,2025,10,27,2,16,39,1,1,1,0,3
94618100,22,100338216,2025,10,27,2,16,40,1,1,1,0,3
94618200,22,200338195,2025,10,27,2,16,40,1,1,1,0,3
94618300,22,300338174,2025,10,27,2,16,40,1,1,1,0,3
94618400,22,400338153,2025,10,27,2,16,40,1,1,1,0,3
94619100,22,100338005,2025,10,27,2,16,41,1,1,1,0,3
94619200,22,200337984,2025,10,27,2,16,41,1,1,1,0,3
94619300,22,300337963,2025,10,27,2,16,41,1,1,1,0,3
94619400,22,400337941,2025,10,27,2,16,41,1,1,1,0,3
94619500,22,500337920,2025,10,27,2,16,41,1,1,1,0,3
94619700,22,700337878,2025,10,27,2,16,41,1,1,1,0,3
94619800,22,800337857,2025,10,27,2,16,41,1,1,1,0,3
94619900,22,900337835,2025,10,27,2,16,41,1,1,1,0,3
94620000,22,337814,2025,10,27,2,16,42,1,1,1,0,3
94620200,22,200337771,2025,10,27,2,16,42,1,1,1,0,3
94620300,22,300337750,2025,10,27,2,16,42,1,1,1,0,3
94620400,22,400337729,2025,10,27,2,16,42,1,1,1,0,3
94620500,22,500337708,2025,10,27,2,16,42,1,1,1,0,3
94620600,22,600337687,2025,10,27,2,16,42,1,1,1,0,3
94620700,22,700337666,2025,10,27,2,16,42,1,1,1,0,3
94620800,22,800337644,2025,10,27,2,16,42,1,1,1,0,3
94620900,22,900337623,2025,10,27,2,16,42,1,1,1,0,3
94621000,22,337602,2025,10,27,2,16,43,1,1,1,0,3
94621100,22,100337581,2025,10,27,2,16,43,1,1,1,0,3
94621200,22,200337560,2025,10,27,2,16,43,1,1,1,0,3
94621300,22,300337539,2025,10,27,2,16,43,1,1,1,0,3
94621400,22,400337518,2025,10,27,2,16,43,1,1,1,0,3
94621500,22,500337496,2025,10,27,2,16,43,1,1,1,0,3
94621600,22,600337475,2025,10,27,2,16,43,1,1,1,0,3
94621700,22,700337454,2025,10,27,2,16,43,1,1,1,0,3
94621800,22,800337434,2025,10,27,2,16,43,1,1,1,0,3
94621900,22,900337412,2025,10,27,2,16,43,1,1,1,0,3
94622000,22,337391,2025,10,27,2,16,44,1,1,1,0,3
94622100,22,100337370,2025,10,27,2,16,44,1,1,1,0,3
94622200,22,200337349,2025,10,27,2,16,44,1,1,1,0,3
94622300,22,300337328,2025,10,27,2,16,44,1,1,1,0,3
94622400,22,400337307,2025,10,27,2,16,44,1,1,1,0,3
94622500,22,500337286,2025,10,27,2,16,44,1,1,1,0,3
94622600,22,600337265,2025,10,27,2,16,44,1,1,1,0,3
94622700,22,700337244,2025,10,27,2,16,44,1,1,1,0,3
94622800,22,800337223,2025,10,27,2,16,44,1,1,1,0,3
94622900,22,900337202,2025,10,27,2,16,44,1,1,1,0,3
94623000,22,337181,2025,10,27,2,16,45,1,1,1,0,3
94623100,22,100337159,2025,10,27,2,16,45,1,1,1,0,3
94623200,22,200337137,2025,10,27,2,16,45,1,1,1,0,3
94623300,22,300337116,2025,10,27,2,16,45,1,1,1,0,3
94623400,22,400337095,2025,10,27,2,16,45,1,1,1,0,3
94623500,22,500337074,2025,10,27,2,16,45,1,1,1,0,3
94623600,22,600337053,2025,10,27,2,16,45,1,1,1,0,3
94623700,22,700337032,2025,10,27,2,16,45,1,1,1,0,3
94623800,22,800337010,2025,10,27,2,16,45,1,1,1,0,3
94623900,22,900336989,2025,10,27,2,16,45,1,1,1,0,3
94624000,22,336968,2025,10,27,2,16,46,1,1,1,0,3
94624100,22,100336947,2025,10,27,2,16,46,1,1,1,0,3
94624200,22,200336926,2025,10,27,2,16,46,1,1,1,0,3
94624300,22,300336905,2025,10,27,2,16,46,1,1,1,0,3
94624400,23,400336883,2025,10,27,2,16,46,1,1,1,0,3
94624500,23,500336862,2025,10,27,2,16,46,1,1,1,0,3
94624600,23,600336841,2025,10,27,2,16,46,1,1,1,0,3
94624700,22,700336820,2025,10,27,2,16,46,1,1,1,0,3
94624800,22,800336799,2025,10,27,2,16,46,1,1,1,0,3
94624900,22,900336778,2025,10,27,2,16,46,1,1,1,0,3
94625000,28,336753,2025,10,27,2,16,47,1,1,1,0,3
94625100,26,100336731,2025,10,27,2,16,47,1,1,1,0,3
94625200,25,200336711,2025,10,27,2,16,47,1,1,1,0,3
94625300,24,300336690,2025,10,27,2,16,47,1,1,1,0,3
94625400,24,400336668,2025,10,27,2,16,47,1,1,1,0,3
94625500,28,500336644,2025,10,27,2,16,47,1,1,1,0,3
94625600,26,600336623,2025,10,27,2,16,47,1,1,1,0,3
94625700,25,700336604,2025,10,27,2,16,47,1,1,1,0,3
94625800,24,800336584,2025,10,27,2,16,47,1,1,1,0,3
94625900,24,900336563,2025,10,27,2,16,47,1,1,1,0,3
94626000,24,336542,2025,10,27,2,16,48,1,1,1,0,3
94626100,24,100336521,2025,10,27,2,16,48,1,1,1,0,3
94626200,23,200336500,2025,10,27,2,16,48,1,1,1,0,3
94626300,23,300336480,2025,10,27,2,16,48,1,1,1,0,3
94626400,23,400336458,2025,10,27,2,16,48,1,1,1,0,3
94626500,23,500336437,2025,10,27,2,16,48,1,1,1,0,3
94626600,23,600336416,2025,10,27,2,16,48,1,1,1,0,3
94626700,23,700336394,2025,10,27,2,16,48,1,1,1,0,3
94626800,23,800336373,2025,10,27,2,16,48,1,1,1,0,3
94626900,23,900336352,2025,10,27,2,16,48,1,1,1,0,3
94627000,23,336331,2025,10,27,2,16,49,1,1,1,0,3
94627100,23,100336309,2025,10,27,2,16,49,1,1,1,0,3
94627200,23,200336288,2025,10,27,2,16,49,1,1,1,0,3
94627300,23,300336267,2025,10,27,2,16,49,1,1,1,0,3
