iTOW,tAcc,nano,year,month,day,hour,min,sec,validTOW,validWKN,validUTC,authStatus,utcStandard
94531900,22,900356399,2025,10,27,2,15,13,1,1,1,0,3
94532000,22,356378,2025,10,27,2,15,14,1,1,1,0,3
94532200,22,200356336,2025,10,27,2,15,14,1,1,1,0,3
94532300,22,300356315,2025,10,27,2,15,14,1,1,1,0,3
94532400,22,400356294,2025,10,27,2,15,14,1,1,1,0,3
94532500,22,500356272,2025,10,27,2,15,14,1,1,1,0,3
94532600,22,600356251,2025,10,27,2,15,14,1,1,1,0,3
94532700,22,700356230,2025,10,27,2,15,14,1,1,1,0,3
94532800,22,800356209,2025,10,27,2,15,14,1,1,1,0,3
94532900,22,900356188,2025,10,27,2,15,14,1,1,1,0,3
94533000,22,356167,2025,10,27,2,15,15,1,1,1,0,3
94533100,22,100356146,2025,10,27,2,15,15,1,1,1,0,3
94533200,22,200356125,2025,10,27,2,15,15,1,1,1,0,3
94533300,22,300356104,2025,10,27,2,15,15,1,1,1,0,3
94533400,22,400356083,2025,10,27,2,15,15,1,1,1,0,3
94533500,22,500356062,2025,10,27,2,15,15,1,1,1,0,3
94533600,22,600356041,2025,10,27,2,15,15,1,1,1,0,3
94533700,22,700356020,2025,10,27,2,15,15,1,1,1,0,3
94533800,22,800355999,2025,10,27,2,15,15,1,1,1,0,3
94533900,22,900355978,2025,10,27,2,15,15,1,1,1,0,3
94534000,22,355957,2025,10,27,2,15,16,1,1,1,0,3
94534100,22,100355936,2025,10,27,2,15,16,1,1,1,0,3
94534200,22,200355915,2025,10,27,2,15,16,1,1,1,0,3
94534300,22,300355893,2025,10,27,2,15,16,1,1,1,0,3
94534400,22,400355872,2025,10,27,2,15,16,1,1,1,0,3
94534500,22,500355851,2025,10,27,2,15,16,1,1,1,0,3
94534600,22,600355830,2025,10,27,2,15,16,1,1,1,0,3
94534700,22,700355809,2025,10,27,2,15,16,1,1,1,0,3
94534800,22,800355788,2025,10,27,2,15,16,1,1,1,0,3
94534900,22,900355767,2025,10,27,2,15,16,1,1,1,0,3
94535000,22,355745,2025,10,27,2,15,17,1,1,1,0,3
94535100,22,100355724,2025,10,27,2,15,17,1,1,1,0,3
94535200,22,200355703,2025,10,27,2,15,17,1,1,1,0,3
94535300,22,300355682,2025,10,27,2,15,17,1,1,1,0,3
94535400,22,400355661,2025,10,27,2,15,17,1,1,1,0,3
94535500,22,500355640,2025,10,27,2,15,17,1,1,1,0,3
94535600,22,600355618,2025,10,27,2,15,17,1,1,1,0,3
94535700,22,700355597,2025,10,27,2,15,17,1,1,1,0,3
94535800,22,800355576,2025,10,27,2,15,17,1,1,1,0,3
94535900,22,900355555,2025,10,27,2,15,17,1,1,1,0,3
94536000,22,355534,2025,10,27,2,15,18,1,1,1,0,3
94536200,22,200355492,2025,10,27,2,15,18,1,1,1,0,3
94536300,22,300355471,2025,10,27,2,15,18,1,1,1,0,3
94536400,22,400355450,2025,10,27,2,15,18,1,1,1,0,3
94536500,22,500355429,2025,10,27,2,15,18,1,1,1,0,3
94536600,22,600355408,2025,10,27,2,15,18,1,1,1,0,3
94536700,22,700355386,2025,10,27,2,15,18,1,1,1,0,3
94536800,22,800355365,2025,10,27,2,15,18,1,1,1,0,3
94536900,22,900355344,2025,10,27,2,15,18,1,1,1,0,3
94537000,22,355323,2025,10,27,2,15,19,1,1,1,0,3
94537100,22,100355302,2025,10,27,2,15,19,1,1,1,0,3
94537200,22,200355281,2025,10,27,2,15,19,1,1,1,0,3
94537300,22,300355260,2025,10,27,2,15,19,1,1,1,0,3
94537400,22,400355239,2025,10,27,2,15,19,1,1,1,0,3
94537500,22,500355218,2025,10,27,2,15,19,1,1,1,0,3
94537600,22,600355196,2025,10,27,2,15,19,1,1,1,0,3
94537700,22,700355175,2025,10,27,2,15,19,1,1,1,0,3
94537800,22,800355154,2025,10,27,2,15,19,1,1,1,0,3
94537900,22,900355133,2025,10,27,2,15,19,1,1,1,0,3
94538000,22,355112,2025,10,27,2,15,20,1,1,1,0,3
94538200,22,200355069,2025,10,27,2,15,20,1,1,1,0,3
94538300,22,300355048,2025,10,27,2,15,20,1,1,1,0,3
94538400,22,400355027,2025,10,27,2,15,20,1,1,1,0,3
94538500,22,500355006,2025,10,27,2,15,20,1,1,1,0,3
94538600,22,600354985,2025,10,27,2,15,20,1,1,1,0,3
94538700,22,700354964,2025,10,27,2,15,20,1,1,1,0,3
94538800,22,800354943,2025,10,27,2,15,20,1,1,1,0,3
94538900,22,900354921,2025,10,27,2,15,20,1,1,1,0,3
94539000,22,354900,2025,10,27,2,15,21,1,1,1,0,3
94539100,22,100354879,2025,10,27,2,15,21,1,1,1,0,3
94539200,22,200354858,2025,10,27,2,15,21,1,1,1,0,3
94539300,22,300354837,2025,10,27,2,15,21,1,1,1,0,3
94539400,22,400354816,2025,10,27,2,15,21,1,1,1,0,3
94539500,22,500354795,2025,10,27,2,15,21,1,1,1,0,3
94539600,22,600354774,2025,10,27,2,15,21,1,1,1,0,3
94539700,22,700354753,2025,10,27,2,15,21,1,1,1,0,3
94539800,22,800354731,2025,10,27,2,15,21,1,1,1,0,3
94539900,22,900354710,2025,10,27,2,15,21,1,1,1,0,3
94540000,22,354689,2025,10,27,2,15,22,1,1,1,0,3
94540200,22,200354647,2025,10,27,2,15,22,1,1,1,0,3
94540300,22,300354626,2025,10,27,2,15,22,1,1,1,0,3
94540400,22,400354605,2025,10,27,2,15,22,1,1,1,0,3
94540500,22,500354584,2025,10,27,2,15,22,1,1,1,0,3
94540600,22,600354562,2025,10,27,2,15,22,1,1,1,0,3
94540700,22,700354541,2025,10,27,2,15,22,1,1,1,0,3
94540800,22,800354520,2025,10,27,2,15,22,1,1,1,0,3
94540900,22,900354499,2025,10,27,2,15,22,1,1,1,0,3
94541000,22,354478,2025,10,27,2,15,23,1,1,1,0,3
94541100,22,100354457,2025,10,27,2,15,23,1,1,1,0,3
94541200,22,200354436,2025,10,27,2,15,23,1,1,1,0,3
94541300,22,300354415,2025,10,27,2,15,23,1,1,1,0,3
94541400,22,400354394,2025,10,27,2,15,23,1,1,1,0,3
94541600,22,600354352,2025,10,27,2,15,23,1,1,1,0,3
94541700,22,700354330,2025,10,27,2,15,23,1,1,1,0,3
94541800,22,800354309,2025,10,27,2,15,23,1,1,1,0,3
94541900,22,900354288,2025,10,27,2,15,23,1,1,1,0,3
94542000,22,354267,2025,10,27,2,15,24,1,1,1,0,3
94542100,22,100354246,2025,10,27,2,15,24,1,1,1,0,3
94542200,22,200354225,2025,10,27,2,15,24,1,1,1,0,3
94542300,22,300354204,2025,10,27,2,15,24,1,1,1,0,3
94542400,22,400354183,2025,10,27,2,15,24,1,1,1,0,3
94542500,22,500354162,2025,10,27,2,15,24,1,1,1,0,3
94542600,22,600354141,2025,10,27,2,15,24,1,1,1,0,3
94542700,22,700354120,2025,10,27,2,15,24,1,1,1,0,3
94542800,22,800354099,2025,10,27,2,15,24,1,1,1,0,3
94542900,22,900354078,2025,10,27,2,15,24,1,1,1,0,3
94543000,22,354057,2025,10,27,2,15,25,1,1,1,0,3
94543200,22,200354014,2025,10,27,2,15,25,1,1,1,0,3
94543300,22,300353993,2025,10,27,2,15,25,1,1,1,0,3
94543400,22,400353972,2025,10,27,2,15,25,1,1,1,0,3
94543500,22,500353951,2025,10,27,2,15,25,1,1,1,0,3
94543600,22,600353930,2025,10,27,2,15,25,1,1,1,0,3
94543700,22,700353908,2025,10,27,2,15,25,1,1,1,0,3
94543800,22,800353887,2025,10,27,2,15,25,1,1,1,0,3
94543900,22,900353866,2025,10,27,2,15,25,1,1,1,0,3
94544000,22,353844,2025,10,27,2,15,26,1,1,1,0,3
94544200,22,200353802,2025,10,27,2,15,26,1,1,1,0,3
94544300,22,300353781,2025,10,27,2,15,26,1,1,1,0,3
94544400,22,400353760,2025,10,27,2,15,26,1,1,1,0,3
94544500,22,500353739,2025,10,27,2,15,26,1,1,1,0,3
94544600,22,600353718,2025,10,27,2,15,26,1,1,1,0,3
94544700,22,700353697,2025,10,27,2,15,26,1,1,1,0,3
94544800,22,800353676,2025,10,27,2,15,26,1,1,1,0,3
94544900,22,900353655,2025,10,27,2,15,26,1,1,1,0,3
94545000,22,353633,2025,10,27,2,15,27,1,1,1,0,3
94545100,22,100353612,2025,10,27,2,15,27,1,1,1,0,3
94545200,22,200353591,2025,10,27,2,15,27,1,1,1,0,3
94545400,22,400353549,2025,10,27,2,15,27,1,1,1,0,3
94545500,22,500353528,2025,10,27,2,15,27,1,1,1,0,3
94545600,22,600353507,2025,10,27,2,15,27,1,1,1,0,3
94545700,22,700353485,2025,10,27,2,15,27,1,1,1,0,3
94545800,22,800353464,2025,10,27,2,15,27,1,1,1,0,3
94545900,22,900353443,2025,10,27,2,15,27,1,1,1,0,3
94546000,22,353422,2025,10,27,2,15,28,1,1,1,0,3
94546200,22,200353380,2025,10,27,2,15,28,1,1,1,0,3
94546300,22,300353359,2025,10,27,2,15,28,1,1,1,0,3
94546400,22,400353337,2025,10,27,2,15,28,1,1,1,0,3
94546500,22,500353316,2025,10,27,2,15,28,1,1,1,0,3
94546600,22,600353295,2025,10,27,2,15,28,1,1,1,0,3
94546700,22,700353274,2025,10,27,2,15,28,1,1,1,0,3
94546800,22,800353253,2025,10,27,2,15,28,1,1,1,0,3
94546900,22,900353232,2025,10,27,2,15,28,1,1,1,0,3
94547000,22,353210,2025,10,27,2,15,29,1,1,1,0,3
94547200,22,200353168,2025,10,27,2,15,29,1,1,1,0,3
94547300,22,300353147,2025,10,27,2,15,29,1,1,1,0,3
94547400,22,400353126,2025,10,27,2,15,29,1,1,1,0,3
94547500,22,500353104,2025,10,27,2,15,29,1,1,1,0,3
94547600,22,600353083,2025,10,27,2,15,29,1,1,1,0,3
94547700,22,700353062,2025,10,27,2,15,29,1,1,1,0,3
94547800,22,800353041,2025,10,27,2,15,29,1,1,1,0,3
94547900,22,900353020,2025,10,27,2,15,29,1,1,1,0,3
94548000,22,352998,2025,10,27,2,15,30,1,1,1,0,3
94548200,22,200352956,2025,10,27,2,15,30,1,1,1,0,3
94548300,22,300352935,2025,10,27,2,15,30,1,1,1,0,3
94548400,22,400352913,2025,10,27,2,15,30,1,1,1,0,3
94548500,22,500352892,2025,10,27,2,15,30,1,1,1,0,3
94548600,22,600352870,2025,10,27,2,15,30,1,1,1,0,3
94548700,22,700352849,2025,10,27,2,15,30,1,1,1,0,3
94548800,22,800352827,2025,10,27,2,15,30,1,1,1,0,3
94548900,22,900352806,2025,10,27,2,15,30,1,1,1,0,3
94549000,22,352784,2025,10,27,2,15,31,1,1,1,0,3
94549200,22,200352741,2025,10,27,2,15,31,1,1,1,0,3
94549300,22,300352720,2025,10,27,2,15,31,1,1,1,0,3
94549400,22,400352699,2025,10,27,2,15,31,1,1,1,0,3
94549500,22,500352678,2025,10,27,2,15,31,1,1,1,0,3
94549600,22,600352657,2025,10,27,2,15,31,1,1,1,0,3
94549700,22,700352635,2025,10,27,2,15,31,1,1,1,0,3
94549800,22,800352614,2025,10,27,2,15,31,1,1,1,0,3
94549900,22,900352593,2025,10,27,2,15,31,1,1,1,0,3
94550000,22,352572,2025,10,27,2,15,32,1,1,1,0,3
94550200,22,200352530,2025,10,27,2,15,32,1,1,1,0,3
94550300,22,300352509,2025,10,27,2,15,32,1,1,1,0,3
94550400,22,400352488,2025,10,27,2,15,32,1,1,1,0,3
94550500,22,500352466,2025,10,27,2,15,32,1,1,1,0,3
94550600,22,600352445,2025,10,27,2,15,32,1,1,1,0,3
94550700,22,700352424,2025,10,27,2,15,32,1,1,1,0,3
94550800,22,800352403,2025,10,27,2,15,32,1,1,1,0,3
94550900,22,900352382,2025,10,27,2,15,32,1,1,1,0,3
94551000,22,352361,2025,10,27,2,15,33,1,1,1,0,3
94551100,22,100352340,2025,10,27,2,15,33,1,1,1,0,3
94551200,22,200352319,2025,10,27,2,15,33,1,1,1,0,3
94551300,22,300352298,2025,10,27,2,15,33,1,1,1,0,3
94551400,22,400352276,2025,10,27,2,15,33,1,1,1,0,3
94551500,22,500352255,2025,10,27,2,15,33,1,1,1,0,3
94551600,22,600352234,2025,10,27,2,15,33,1,1,1,0,3
94551700,22,700352213,2025,10,27,2,15,33,1,1,1,0,3
94551800,22,800352192,2025,10,27,2,15,33,1,1,1,0,3
94551900,22,900352170,2025,10,27,2,15,33,1,1,1,0,3
94552000,22,352149,2025,10,27,2,15,34,1,1,1,0,3
94552200,22,200352107,2025,10,27,2,15,34,1,1,1,0,3
94552300,22,300352086,2025,10,27,2,15,34,1,1,1,0,3
94552400,22,400352064,2025,10,27,2,15,34,1,1,1,0,3
94552500,22,500352043,2025,10,27,2,15,34,1,1,1,0,3
94552600,22,600352022,2025,10,27,2,15,34,1,1,1,0,3
94552700,22,700352001,2025,10,27,2,15,34,1,1,1,0,3
94552800,22,800351980,2025,10,27,2,15,34,1,1,1,0,3
94552900,22,900351959,2025,10,27,2,15,34,1,1,1,0,3
94553000,22,351937,2025,10,27,2,15,35,1,1,1,0,3
94553100,22,100351916,2025,10,27,2,15,35,1,1,1,0,3
94553200,22,200351895,2025,10,27,2,15,35,1,1,1,0,3
94553300,22,300351874,2025,10,27,2,15,35,1,1,1,0,3
94553400,22,400351853,2025,10,27,2,15,35,1,1,1,0,3
94553500,22,500351832,2025,10,27,2,15,35,1,1,1,0,3
94553600,22,600351811,2025,10,27,2,15,35,1,1,1,0,3
94553700,22,700351790,2025,10,27,2,15,35,1,1,1,0,3
94553800,22,800351768,2025,10,27,2,15,35,1,1,1,0,3
94553900,22,900351747,2025,10,27,2,15,35,1,1,1,0,3
94554000,22,351726,2025,10,27,2,15,36,1,1,1,0,3
94554200,22,200351683,2025,10,27,2,15,36,1,1,1,0,3
94554300,22,300351662,2025,10,27,2,15,36,1,1,1,0,3
94554400,22,400351641,2025,10,27,2,15,36,1,1,1,0,3
94554500,22,500351620,2025,10,27,2,15,36,1,1,1,0,3
94554600,22,600351599,2025,10,27,2,15,36,1,1,1,0,3
94554700,22,700351577,2025,10,27,2,15,36,1,1,1,0,3
94554800,22,800351556,2025,10,27,2,15,36,1,1,1,0,3
94554900,22,900351535,2025,10,27,2,15,36,1,1,1,0,3
94555000,22,351514,2025,10,27,2,15,37,1,1,1,0,3
94555100,22,100351493,2025,10,27,2,15,37,1,1,1,0,3
94555200,22,200351471,2025,10,27,2,15,37,1,1,1,0,3
94555300,22,300351450,2025,10,27,2,15,37,1,1,1,0,3
94555400,22,400351429,2025,10,27,2,15,37,1,1,1,0,3
94555500,22,500351408,2025,10,27,2,15,37,1,1,1,0,3
94555600,22,600351386,2025,10,27,2,15,37,1,1,1,0,3
94555700,22,700351365,2025,10,27,2,15,37,1,1,1,0,3
94555800,22,800351343,2025,10,27,2,15,37,1,1,1,0,3
94555900,22,900351322,2025,10,27,2,15,37,1,1,1,0,3
94556000,22,351301,2025,10,27,2,15,38,1,1,1,0,3
94556200,22,200351259,2025,10,27,2,15,38,1,1,1,0,3
94556300,22,300351237,2025,10,27,2,15,38,1,1,1,0,3
94556400,22,400351216,2025,10,27,2,15,38,1,1,1,0,3
94556500,22,500351195,2025,10,27,2,15,38,1,1,1,0,3
94556600,22,600351174,2025,10,27,2,15,38,1,1,1,0,3
94556700,22,700351152,2025,10,27,2,15,38,1,1,1,0,3
94556800,22,800351131,2025,10,27,2,15,38,1,1,1,0,3
94556900,22,900351110,2025,10,27,2,15,38,1,1,1,0,3
94557000,22,351089,2025,10,27,2,15,39,1,1,1,0,3
94557200,22,200351047,2025,10,27,2,15,39,1,1,1,0,3
94557300,22,300351026,2025,10,27,2,15,39,1,1,1,0,3
94557400,22,400351004,2025,10,27,2,15,39,1,1,1,0,3
94557500,22,500350983,2025,10,27,2,15,39,1,1,1,0,3
94557600,22,600350962,2025,10,27,2,15,39,1,1,1,0,3
94557700,22,700350941,2025,10,27,2,15,39,1,1,1,0,3
94557800,22,800350919,2025,10,27,2,15,39,1,1,1,0,3
94557900,22,900350898,2025,10,27,2,15,39,1,1,1,0,3
94558000,22,350877,2025,10,27,2,15,40,1,1,1,0,3
94558100,22,100350856,2025,10,27,2,15,40,1,1,1,0,3
94558200,22,200350835,2025,10,27,2,15,40,1,1,1,0,3
94558300,22,300350814,2025,10,27,2,15,40,1,1,1,0,3
94558400,22,400350793,2025,10,27,2,15,40,1,1,1,0,3
94558500,22,500350771,2025,10,27,2,15,40,1,1,1,0,3
94558600,22,600350750,2025,10,27,2,15,40,1,1,1,0,3
94558700,22,700350729,2025,10,27,2,15,40,1,1,1,0,3
94558800,22,800350708,2025,10,27,2,15,40,1,1,1,0,3
94558900,22,900350686,2025,10,27,2,15,40,1,1,1,0,3
94559000,22,350665,2025,10,27,2,15,41,1,1,1,0,3
94559100,22,100350644,2025,10,27,2,15,41,1,1,1,0,3
94559200,22,200350623,2025,10,27,2,15,41,1,1,1,0,3
94559300,22,300350602,2025,10,27,2,15,41,1,1,1,0,3
94559400,22,400350581,2025,10,27,2,15,41,1,1,1,0,3
94559500,22,500350560,2025,10,27,2,15,41,1,1,1,0,3
94559600,22,600350539,2025,10,27,2,15,41,1,1,1,0,3
94559700,22,700350517,2025,10,27,2,15,41,1,1,1,0,3
94559800,22,800350496,2025,10,27,2,15,41,1,1,1,0,3
94559900,22,900350475,2025,10,27,2,15,41,1,1,1,0,3
94560000,22,350454,2025,10,27,2,15,42,1,1,1,0,3
94560200,22,200350412,2025,10,27,2,15,42,1,1,1,0,3
94560300,22,300350390,2025,10,27,2,15,42,1,1,1,0,3
94560400,22,400350369,2025,10,27,2,15,42,1,1,1,0,3
94560500,22,500350348,2025,10,27,2,15,42,1,1,1,0,3
94560600,22,600350327,2025,10,27,2,15,42,1,1,1,0,3
94560700,22,700350306,2025,10,27,2,15,42,1,1,1,0,3
94560800,22,800350285,2025,10,27,2,15,42,1,1,1,0,3
94560900,22,900350263,2025,10,27,2,15,42,1,1,1,0,3
94561000,22,350242,2025,10,27,2,15,43,1,1,1,0,3
94561100,22,100350221,2025,10,27,2,15,43,1,1,1,0,3
94561200,22,200350200,2025,10,27,2,15,43,1,1,1,0,3
94561300,22,300350178,2025,10,27,2,15,43,1,1,1,0,3
94561400,22,400350157,2025,10,27,2,15,43,1,1,1,0,3
94561500,22,500350136,2025,10,27,2,15,43,1,1,1,0,3
94561600,22,600350115,2025,10,27,2,15,43,1,1,1,0,3
94561700,22,700350094,2025,10,27,2,15,43,1,1,1,0,3
94561800,22,800350073,2025,10,27,2,15,43,1,1,1,0,3
94561900,22,900350051,2025,10,27,2,15,43,1,1,1,0,3
94562000,22,350030,2025,10,27,2,15,44,1,1,1,0,3
94562100,22,100350009,2025,10,27,2,15,44,1,1,1,0,3
94562200,22,200349988,2025,10,27,2,15,44,1,1,1,0,3
94562300,22,300349967,2025,10,27,2,15,44,1,1,1,0,3
94562400,22,400349945,2025,10,27,2,15,44,1,1,1,0,3
94562500,22,500349924,2025,10,27,2,15,44,1,1,1,0,3
94562600,22,600349903,2025,10,27,2,15,44,1,1,1,0,3
94562700,22,700349882,2025,10,27,2,15,44,1,1,1,0,3
94562800,22,800349861,2025,10,27,2,15,44,1,1,1,0,3
94562900,22,900349839,2025,10,27,2,15,44,1,1,1,0,3
94563000,22,349818,2025,10,27,2,15,45,1,1,1,0,3
94563100,22,100349797,2025,10,27,2,15,45,1,1,1,0,3
94563200,22,200349776,2025,10,27,2,15,45,1,1,1,0,3
94563300,22,300349754,2025,10,27,2,15,45,1,1,1,0,3
94563400,22,400349733,2025,10,27,2,15,45,1,1,1,0,3
94563500,22,500349712,2025,10,27,2,15,45,1,1,1,0,3
94563600,22,600349690,2025,10,27,2,15,45,1,1,1,0,3
94563700,22,700349669,2025,10,27,2,15,45,1,1,1,0,3
94563800,22,800349648,2025,10,27,2,15,45,1,1,1,0,3
94563900,22,900349627,2025,10,27,2,15,45,1,1,1,0,3
94564000,22,349606,2025,10,27,2,15,46,1,1,1,0,3
94564100,22,100349584,2025,10,27,2,15,46,1,1,1,0,3
94564200,22,200349563,2025,10,27,2,15,46,1,1,1,0,3
94564300,22,300349542,2025,10,27,2,15,46,1,1,1,0,3
94564400,22,400349521,2025,10,27,2,15,46,1,1,1,0,3
94564500,22,500349499,2025,10,27,2,15,46,1,1,1,0,3
94564600,22,600349478,2025,10,27,2,15,46,1,1,1,0,3
94564700,22,700349457,2025,10,27,2,15,46,1,1,1,0,3
94564800,22,800349436,2025,10,27,2,15,46,1,1,1,0,3
94564900,22,900349415,2025,10,27,2,15,46,1,1,1,0,3
94565000,22,349394,2025,10,27,2,15,47,1,1,1,0,3
94565100,22,100349373,2025,10,27,2,15,47,1,1,1,0,3
94565200,22,200349351,2025,10,27,2,15,47,1,1,1,0,3
94565300,22,300349330,2025,10,27,2,15,47,1,1,1,0,3
94565400,22,400349309,2025,10,27,2,15,47,1,1,1,0,3
94565500,22,500349288,2025,10,27,2,15,47,1,1,1,0,3
94565600,22,600349267,2025,10,27,2,15,47,1,1,1,0,3
94565700,22,700349245,2025,10,27,2,15,47,1,1,1,0,3
94565800,22,800349224,2025,10,27,2,15,47,1,1,1,0,3
94565900,22,900349203,2025,10,27,2,15,47,1,1,1,0,3
94566000,22,349182,2025,10,27,2,15,48,1,1,1,0,3
94566100,22,100349161,2025,10,27,2,15,48,1,1,1,0,3
94566200,22,200349140,2025,10,27,2,15,48,1,1,1,0,3
94566300,22,300349119,2025,10,27,2,15,48,1,1,1,0,3
94566400,22,400349097,2025,10,27,2,15,48,1,1,1,0,3
94566500,22,500349076,2025,10,27,2,15,48,1,1,1,0,3
94566600,22,600349055,2025,10,27,2,15,48,1,1,1,0,3
94566700,22,700349034,2025,10,27,2,15,48,1,1,1,0,3
94566800,22,800349013,2025,10,27,2,15,48,1,1,1,0,3
94566900,22,900348992,2025,10,27,2,15,48,1,1,1,0,3
94567000,22,348970,2025,10,27,2,15,49,1,1,1,0,3
94567100,22,100348949,2025,10,27,2,15,49,1,1,1,0,3
94567200,22,200348928,2025,10,27,2,15,49,1,1,1,0,3
94567300,22,300348907,2025,10,27,2,15,49,1,1,1,0,3
94567400,22,400348886,2025,10,27,2,15,49,1,1,1,0,3
94567500,22,500348865,2025,10,27,2,15,49,1,1,1,0,3
94567600,22,600348843,2025,10,27,2,15,49,1,1,1,0,3
94567700,22,700348822,2025,10,27,2,15,49,1,1,1,0,3
94567800,22,800348801,2025,10,27,2,15,49,1,1,1,0,3
94567900,22,900348780,2025,10,27,2,15,49,1,1,1,0,3
94568000,22,348759,2025,10,27,2,15,50,1,1,1,0,3
94568100,22,100348738,2025,10,27,2,15,50,1,1,1,0,3
94568200,22,200348716,2025,10,27,2,15,50,1,1,1,0,3
94568300,22,300348695,2025,10,27,2,15,50,1,1,1,0,3
94568400,22,400348674,2025,10,27,2,15,50,1,1,1,0,3
94568500,22,500348653,2025,10,27,2,15,50,1,1,1,0,3
94568600,22,600348631,2025,10,27,2,15,50,1,1,1,0,3
94568700,22,700348610,2025,10,27,2,15,50,1,1,1,0,3
94568800,22,800348589,2025,10,27,2,15,50,1,1,1,0,3
94568900,22,900348568,2025,10,27,2,15,50,1,1,1,0,3
94569000,22,348547,2025,10,27,2,15,51,1,1,1,0,3
94569100,22,100348526,2025,10,27,2,15,51,1,1,1,0,3
94569200,22,200348505,2025,10,27,2,15,51,1,1,1,0,3
94569300,22,300348484,2025,10,27,2,15,51,1,1,1,0,3
94569400,22,400348462,2025,10,27,2,15,51,1,1,1,0,3
94569500,22,500348441,2025,10,27,2,15,51,1,1,1,0,3
94569600,22,600348420,2025,10,27,2,15,51,1,1,1,0,3
94569700,22,700348399,2025,10,27,2,15,51,1,1,1,0,3
94569800,22,800348378,2025,10,27,2,15,51,1,1,1,0,3
94569900,22,900348356,2025,10,27,2,15,51,1,1,1,0,3
94570000,22,348335,2025,10,27,2,15,52,1,1,1,0,3
94570100,22,100348314,2025,10,27,2,15,52,1,1,1,0,3
94570200,22,200348293,2025,10,27,2,15,52,1,1,1,0,3
94570300,22,300348271,2025,10,27,2,15,52,1,1,1,0,3
94570400,22,400348250,2025,10,27,2,15,52,1,1,1,0,3
94570500,22,500348229,2025,10,27,2,15,52,1,1,1,0,3
94570600,22,600348208,2025,10,27,2,15,52,1,1,1,0,3
94570700,22,700348187,2025,10,27,2,15,52,1,1,1,0,3
94570800,22,800348165,2025,10,27,2,15,52,1,1,1,0,3
94570900,22,900348144,2025,10,27,2,15,52,1,1,1,0,3
94571000,22,348123,2025,10,27,2,15,53,1,1,1,0,3
94571100,22,100348102,2025,10,27,2,15,53,1,1,1,0,3
94571200,22,200348081,2025,10,27,2,15,53,1,1,1,0,3
94571300,22,300348059,2025,10,27,2,15,53,1,1,1,0,3
94571400,22,400348038,2025,10,27,2,15,53,1,1,1,0,3
94571500,22,500348017,2025,10,27,2,15,53,1,1,1,0,3
94571600,22,600347996,2025,10,27,2,15,53,1,1,1,0,3
94571700,22,700347975,2025,10,27,2,15,53,1,1,1,0,3
94571800,22,800347953,2025,10,27,2,15,53,1,1,1,0,3
94571900,22,900347932,2025,10,27,2,15,53,1,1,1,0,3
94572000,22,347911,2025,10,27,2,15,54,1,1,1,0,3
94572100,22,100347889,2025,10,27,2,15,54,1,1,1,0,3
94572200,22,200347868,2025,10,27,2,15,54,1,1,1,0,3
94572300,22,300347847,2025,10,27,2,15,54,1,1,1,0,3
94572400,22,400347826,2025,10,27,2,15,54,1,1,1,0,3
94572500,22,500347805,2025,10,27,2,15,54,1,1,1,0,3
94572600,22,600347783,2025,10,27,2,15,54,1,1,1,0,3
94572700,22,700347762,2025,10,27,2,15,54,1,1,1,0,3
94572800,22,800347741,2025,10,27,2,15,54,1,1,1,0,3
94572900,22,900347720,2025,10,27,2,15,54,1,1,1,0,3
94573000,22,347699,2025,10,27,2,15,55,1,1,1,0,3
94573100,22,100347677,2025,10,27,2,15,55,1,1,1,0,3
94573200,22,200347656,2025,10,27,2,15,55,1,1,1,0,3
94573300,22,300347635,2025,10,27,2,15,55,1,1,1,0,3
94573400,22,400347614,2025,10,27,2,15,55,1,1,1,0,3
94573500,22,500347593,2025,10,27,2,15,55,1,1,1,0,3
94573600,22,600347571,2025,10,27,2,15,55,1,1,1,0,3
94573700,22,700347550,2025,10,27,2,15,55,1,1,1,0,3
94573800,22,800347529,2025,10,27,2,15,55,1,1,1,0,3
94573900,22,900347508,2025,10,27,2,15,55,1,1,1,0,3
94574000,22,347487,2025,10,27,2,15,56,1,1,1,0,3
94574100,22,100347466,2025,10,27,2,15,56,1,1,1,0,3
94574200,22,200347444,2025,10,27,2,15,56,1,1,1,0,3
94574300,22,300347423,2025,10,27,2,15,56,1,1,1,0,3
94574400,22,400347402,2025,10,27,2,15,56,1,1,1,0,3
94574500,22,500347381,2025,10,27,2,15,56,1,1,1,0,3
94574600,22,600347359,2025,10,27,2,15,56,1,1,1,0,3
94574700,22,700347338,2025,10,27,2,15,56,1,1,1,0,3
94574800,22,800347317,2025,10,27,2,15,56,1,1,1,0,3
94574900,22,900347296,2025,10,27,2,15,56,1,1,1,0,3
94575000,22,347275,2025,10,27,2,15,57,1,1,1,0,3
94575100,22,100347253,2025,10,27,2,15,57,1,1,1,0,3
94575200,22,200347232,2025,10,27,2,15,57,1,1,1,0,3
94575300,22,300347210,2025,10,27,2,15,57,1,1,1,0,3
94575400,22,400347189,2025,10,27,2,15,57,1,1,1,0,3
94575500,22,500347168,2025,10,27,2,15,57,1,1,1,0,3
94575600,22,600347147,2025,10,27,2,15,57,1,1,1,0,3
94575700,22,700347126,2025,10,27,2,15,57,1,1,1,0,3
94575800,22,800347105,2025,10,27,2,15,57,1,1,1,0,3
94575900,22,900347083,2025,10,27,2,15,57,1,1,1,0,3
94576000,22,347062,2025,10,27,2,15,58,1,1,1,0,3
