iTOW,fTOW,week,leapS,towValid,weekValid,leapSValid,tAcc
94560600,350327,2390,18,1,1,1,2
94560700,350306,2390,18,1,1,1,2
94560800,350284,2390,18,1,1,1,2
94560900,350263,2390,18,1,1,1,2
94561000,350242,2390,18,1,1,1,2
94561100,350220,2390,18,1,1,1,2
94561200,350199,2390,18,1,1,1,2
94561300,350178,2390,18,1,1,1,2
94561400,350157,2390,18,1,1,1,2
94561500,350136,2390,18,1,1,1,2
94561600,350115,2390,18,1,1,1,2
94561700,350093,2390,18,1,1,1,2
94561800,350072,2390,18,1,1,1,2
94561900,350051,2390,18,1,1,1,2
94562000,350030,2390,18,1,1,1,2
94562100,350008,2390,18,1,1,1,2
94562200,349987,2390,18,1,1,1,2
94562300,349966,2390,18,1,1,1,2
94562400,349945,2390,18,1,1,1,2
94562500,349924,2390,18,1,1,1,2
94562600,349903,2390,18,1,1,1,2
94562700,349881,2390,18,1,1,1,2
94562800,349860,2390,18,1,1,1,2
94562900,349839,2390,18,1,1,1,2
94563000,349818,2390,18,1,1,1,2
94563100,349796,2390,18,1,1,1,2
94563200,349775,2390,18,1,1,1,2
94563300,349754,2390,18,1,1,1,2
94563400,349733,2390,18,1,1,1,2
94563500,349711,2390,18,1,1,1,2
94563600,349690,2390,18,1,1,1,2
94563700,349669,2390,18,1,1,1,2
94563800,349648,2390,18,1,1,1,2
94563900,349626,2390,18,1,1,1,2
94564000,349605,2390,18,1,1,1,2
94564100,349584,2390,18,1,1,1,2
94564200,349563,2390,18,1,1,1,2
94564300,349541,2390,18,1,1,1,2
94564400,349520,2390,18,1,1,1,2
94564500,349499,2390,18,1,1,1,2
94564600,349478,2390,18,1,1,1,2
94564700,349457,2390,18,1,1,1,2
94564800,349436,2390,18,1,1,1,2
94564900,349414,2390,18,1,1,1,2
94565000,349393,2390,18,1,1,1,2
94565100,349372,2390,18,1,1,1,2
94565200,349351,2390,18,1,1,1,2
94565300,349330,2390,18,1,1,1,2
94565400,349309,2390,18,1,1,1,2
94565500,349287,2390,18,1,1,1,2
94565600,349266,2390,18,1,1,1,2
94565700,349245,2390,18,1,1,1,2
94565800,349224,2390,18,1,1,1,2
94565900,349203,2390,18,1,1,1,2
94566000,349182,2390,18,1,1,1,2
94566100,349161,2390,18,1,1,1,2
94566200,349140,2390,18,1,1,1,2
94566300,349118,2390,18,1,1,1,2
94566400,349097,2390,18,1,1,1,2
94566500,349076,2390,18,1,1,1,2
94566600,349055,2390,18,1,1,1,2
94566700,349034,2390,18,1,1,1,2
94566800,349012,2390,18,1,1,1,2
94566900,348991,2390,18,1,1,1,2
94567000,348970,2390,18,1,1,1,2
94567100,348949,2390,18,1,1,1,2
94567200,348928,2390,18,1,1,1,2
94567300,348907,2390,18,1,1,1,2
94567400,348885,2390,18,1,1,1,2
94567500,348864,2390,18,1,1,1,2
94567600,348843,2390,18,1,1,1,2
94567700,348822,2390,18,1,1,1,2
94567800,348801,2390,18,1,1,1,2
94567900,348780,2390,18,1,1,1,2
94568000,348758,2390,18,1,1,1,2
94568100,348737,2390,18,1,1,1,2
94568200,348716,2390,18,1,1,1,2
94568300,348695,2390,18,1,1,1,2
94568400,348674,2390,18,1,1,1,2
94568500,348652,2390,18,1,1,1,2
94568600,348631,2390,18,1,1,1,2
94568700,348610,2390,18,1,1,1,2
94568800,348589,2390,18,1,1,1,2
94568900,348568,2390,18,1,1,1,2
94569000,348547,2390,18,1,1,1,2
94569100,348525,2390,18,1,1,1,2
94569200,348504,2390,18,1,1,1,2
94569300,348483,2390,18,1,1,1,2
94569400,348462,2390,18,1,1,1,2
94569500,348441,2390,18,1,1,1,2
94569600,348420,2390,18,1,1,1,2
94569700,348398,2390,18,1,1,1,2
94569800,348377,2390,18,1,1,1,2
94569900,348356,2390,18,1,1,1,2
94570000,348335,2390,18,1,1,1,2
94570100,348314,2390,18,1,1,1,2
94570200,348292,2390,18,1,1,1,2
94570300,348271,2390,18,1,1,1,2
94570400,348250,2390,18,1,1,1,2
94570500,348229,2390,18,1,1,1,2
94570600,348208,2390,18,1,1,1,2
94570700,348186,2390,18,1,1,1,2
94570800,348165,2390,18,1,1,1,2
94570900,348144,2390,18,1,1,1,2
94571000,348123,2390,18,1,1,1,2
94571100,348102,2390,18,1,1,1,2
94571200,348080,2390,18,1,1,1,2
94571300,348059,2390,18,1,1,1,2
94571400,348038,2390,18,1,1,1,2
94571500,348017,2390,18,1,1,1,2
94571600,347995,2390,18,1,1,1,2
94571700,347974,2390,18,1,1,1,2
94571800,347953,2390,18,1,1,1,2
94571900,347932,2390,18,1,1,1,2
94572000,347910,2390,18,1,1,1,2
94572100,347889,2390,18,1,1,1,2
94572200,347868,2390,18,1,1,1,2
94572300,347847,2390,18,1,1,1,2
94572400,347825,2390,18,1,1,1,2
94572500,347804,2390,18,1,1,1,2
94572600,347783,2390,18,1,1,1,2
94572700,347762,2390,18,1,1,1,2
94572800,347741,2390,18,1,1,1,2
94572900,347719,2390,18,1,1,1,2
94573000,347698,2390,18,1,1,1,2
94573100,347677,2390,18,1,1,1,2
94573200,347656,2390,18,1,1,1,2
94573300,347635,2390,18,1,1,1,2
94573400,347614,2390,18,1,1,1,2
94573500,347592,2390,18,1,1,1,2
94573600,347571,2390,18,1,1,1,2
94573700,347550,2390,18,1,1,1,2
94573800,347529,2390,18,1,1,1,2
94573900,347508,2390,18,1,1,1,2
94574000,347486,2390,18,1,1,1,2
94574100,347465,2390,18,1,1,1,2
94574200,347444,2390,18,1,1,1,2
94574300,347423,2390,18,1,1,1,2
94574400,347401,2390,18,1,1,1,2
94574500,347380,2390,18,1,1,1,2
94574600,347359,2390,18,1,1,1,2
94574700,347338,2390,18,1,1,1,2
94574800,347317,2390,18,1,1,1,2
94574900,347295,2390,18,1,1,1,2
94575000,347274,2390,18,1,1,1,2
94575100,347253,2390,18,1,1,1,2
94575200,347231,2390,18,1,1,1,2
94575300,347210,2390,18,1,1,1,2
94575400,347189,2390,18,1,1,1,2
94575500,347168,2390,18,1,1,1,2
94575600,347147,2390,18,1,1,1,2
94575700,347125,2390,18,1,1,1,2
94575800,347104,2390,18,1,1,1,2
94575900,347083,2390,18,1,1,1,2
94576000,347062,2390,18,1,1,1,2
94576100,347041,2390,18,1,1,1,2
94576200,347020,2390,18,1,1,1,2
94576300,346998,2390,18,1,1,1,2
94576400,346977,2390,18,1,1,1,2
94576500,346956,2390,18,1,1,1,2
94576600,346935,2390,18,1,1,1,2
94576700,346914,2390,18,1,1,1,2
94576800,346893,2390,18,1,1,1,2
94576900,346872,2390,18,1,1,1,2
94577000,346851,2390,18,1,1,1,2
94577100,346829,2390,18,1,1,1,2
94577200,346808,2390,18,1,1,1,2
94577300,346787,2390,18,1,1,1,2
94577400,346766,2390,18,1,1,1,2
94577500,346745,2390,18,1,1,1,2
94577600,346724,2390,18,1,1,1,2
94577700,346703,2390,18,1,1,1,2
94577800,346681,2390,18,1,1,1,2
94577900,346660,2390,18,1,1,1,2
94578000,346639,2390,18,1,1,1,2
94578100,346618,2390,18,1,1,1,2
94578200,346597,2390,18,1,1,1,2
94578300,346576,2390,18,1,1,1,6
94578400,346554,2390,18,1,1,1,4
94578500,346533,2390,18,1,1,1,4
94578600,346511,2390,18,1,1,1,3
94578700,346490,2390,18,1,1,1,3
94578800,346469,2390,18,1,1,1,3
94578900,346448,2390,18,1,1,1,3
94579000,346427,2390,18,1,1,1,3
94579100,346405,2390,18,1,1,1,3
94579200,346384,2390,18,1,1,1,6
94579300,346363,2390,18,1,1,1,4
94579400,346342,2390,18,1,1,1,4
94579500,346321,2390,18,1,1,1,3
94579600,346300,2390,18,1,1,1,3
94579700,346279,2390,18,1,1,1,3
94579800,346258,2390,18,1,1,1,3
94579900,346236,2390,18,1,1,1,3
94580000,346215,2390,18,1,1,1,3
94580100,346194,2390,18,1,1,1,2
94580200,346173,2390,18,1,1,1,2
94580300,346152,2390,18,1,1,1,2
94580400,346131,2390,18,1,1,1,2
94580500,346110,2390,18,1,1,1,2
94580600,346089,2390,18,1,1,1,2
94580700,346067,2390,18,1,1,1,2
94580800,346046,2390,18,1,1,1,2
94580900,346025,2390,18,1,1,1,2
94581000,346004,2390,18,1,1,1,2
94581100,345983,2390,18,1,1,1,2
94581200,345962,2390,18,1,1,1,2
94581300,345941,2390,18,1,1,1,2
94581400,345920,2390,18,1,1,1,2
94581500,345899,2390,18,1,1,1,2
94581600,345878,2390,18,1,1,1,2
94581700,345856,2390,18,1,1,1,2
94581800,345835,2390,18,1,1,1,2
94581900,345814,2390,18,1,1,1,2
94582000,345793,2390,18,1,1,1,2
94582100,345772,2390,18,1,1,1,2
94582200,345751,2390,18,1,1,1,2
94582300,345731,2390,18,1,1,1,2
94582400,345710,2390,18,1,1,1,2
94582500,345688,2390,18,1,1,1,2
94582600,345667,2390,18,1,1,1,2
94582700,345647,2390,18,1,1,1,2
94582800,345626,2390,18,1,1,1,2
94582900,345605,2390,18,1,1,1,2
94583000,345584,2390,18,1,1,1,2
94583100,345563,2390,18,1,1,1,2
94583200,345542,2390,18,1,1,1,2
94583300,345521,2390,18,1,1,1,2
94583400,345500,2390,18,1,1,1,2
94583500,345479,2390,18,1,1,1,2
94583600,345458,2390,18,1,1,1,2
94583700,345436,2390,18,1,1,1,2
94583800,345415,2390,18,1,1,1,2
94583900,345394,2390,18,1,1,1,2
94584000,345373,2390,18,1,1,1,2
94584100,345352,2390,18,1,1,1,2
94584200,345331,2390,18,1,1,1,2
94584300,345310,2390,18,1,1,1,2
94584400,345289,2390,18,1,1,1,2
94584500,345268,2390,18,1,1,1,2
94584600,345247,2390,18,1,1,1,2
94584700,345226,2390,18,1,1,1,2
94584800,345204,2390,18,1,1,1,2
94584900,345183,2390,18,1,1,1,2
94585000,345162,2390,18,1,1,1,2
94585100,345141,2390,18,1,1,1,2
94585200,345120,2390,18,1,1,1,2
94585300,345099,2390,18,1,1,1,2
94585400,345078,2390,18,1,1,1,2
94585500,345057,2390,18,1,1,1,2
94585600,345036,2390,18,1,1,1,2
94585700,345015,2390,18,1,1,1,2
94585800,344994,2390,18,1,1,1,2
94585900,344973,2390,18,1,1,1,2
94586000,344952,2390,18,1,1,1,2
94586100,344931,2390,18,1,1,1,2
94586200,344910,2390,18,1,1,1,2
94586300,344889,2390,18,1,1,1,2
94586400,344868,2390,18,1,1,1,2
94586500,344847,2390,18,1,1,1,2
94586600,344826,2390,18,1,1,1,2
94586700,344805,2390,18,1,1,1,2
94586800,344784,2390,18,1,1,1,2
94586900,344763,2390,18,1,1,1,2
94587000,344742,2390,18,1,1,1,2
94587100,344721,2390,18,1,1,1,2
94587200,344701,2390,18,1,1,1,2
94587300,344680,2390,18,1,1,1,2
94587400,344658,2390,18,1,1,1,2
94587500,344637,2390,18,1,1,1,2
94587600,344616,2390,18,1,1,1,2
94587700,344595,2390,18,1,1,1,2
94587800,344574,2390,18,1,1,1,2
94587900,344553,2390,18,1,1,1,2
94588000,344532,2390,18,1,1,1,2
94588200,344490,2390,18,1,1,1,2
94588300,344469,2390,18,1,1,1,2
94588400,344448,2390,18,1,1,1,2
94588500,344427,2390,18,1,1,1,2
94588600,344406,2390,18,1,1,1,2
94588700,344385,2390,18,1,1,1,2
94588800,344364,2390,18,1,1,1,2
94588900,344343,2390,18,1,1,1,2
94589000,344321,2390,18,1,1,1,2
94589100,344300,2390,18,1,1,1,2
94589200,344279,2390,18,1,1,1,2
94589300,344258,2390,18,1,1,1,2
94589400,344237,2390,18,1,1,1,2
94589500,344216,2390,18,1,1,1,2
94589600,344195,2390,18,1,1,1,2
94589700,344174,2390,18,1,1,1,2
94589800,344153,2390,18,1,1,1,2
94589900,344132,2390,18,1,1,1,2
94590000,344111,2390,18,1,1,1,2
94590200,344068,2390,18,1,1,1,2
94590300,344047,2390,18,1,1,1,2
94590400,344026,2390,18,1,1,1,2
94590500,344006,2390,18,1,1,1,2
94590600,343984,2390,18,1,1,1,2
94590700,343962,2390,18,1,1,1,2
94590800,343940,2390,18,1,1,1,2
94590900,343920,2390,18,1,1,1,2
94591000,343900,2390,18,1,1,1,2
94591100,343879,2390,18,1,1,1,2
94591200,343857,2390,18,1,1,1,2
94591300,343836,2390,18,1,1,1,2
94591400,343815,2390,18,1,1,1,2
94591500,343795,2390,18,1,1,1,2
94591600,343773,2390,18,1,1,1,2
94591700,343752,2390,18,1,1,1,2
94591800,343730,2390,18,1,1,1,2
94591900,343709,2390,18,1,1,1,2
94592000,343688,2390,18,1,1,1,2
94592100,343667,2390,18,1,1,1,2
94592200,343646,2390,18,1,1,1,2
94592300,343625,2390,18,1,1,1,2
94592400,343604,2390,18,1,1,1,2
94592500,343583,2390,18,1,1,1,2
94592600,343562,2390,18,1,1,1,2
94592700,343541,2390,18,1,1,1,2
94592800,343519,2390,18,1,1,1,2
94592900,343498,2390,18,1,1,1,2
94593000,343478,2390,18,1,1,1,2
94593100,343457,2390,18,1,1,1,2
94593200,343436,2390,18,1,1,1,2
94593300,343415,2390,18,1,1,1,2
94593400,343394,2390,18,1,1,1,2
94593500,343373,2390,18,1,1,1,2
94593600,343352,2390,18,1,1,1,2
94593700,343332,2390,18,1,1,1,2
94593800,343311,2390,18,1,1,1,2
94593900,343290,2390,18,1,1,1,2
94594000,343269,2390,18,1,1,1,2
94594100,343248,2390,18,1,1,1,2
94594200,343227,2390,18,1,1,1,2
94594300,343207,2390,18,1,1,1,2
94594400,343186,2390,18,1,1,1,2
94594500,343164,2390,18,1,1,1,2
94594600,343143,2390,18,1,1,1,2
94594700,343122,2390,18,1,1,1,2
94594800,343102,2390,18,1,1,1,2
94594900,343081,2390,18,1,1,1,2
94595000,343060,2390,18,1,1,1,2
94595100,343039,2390,18,1,1,1,2
94595200,343018,2390,18,1,1,1,2
94595300,342997,2390,18,1,1,1,2
94595400,342976,2390,18,1,1,1,2
94595500,342955,2390,18,1,1,1,2
94595600,342934,2390,18,1,1,1,2
94595700,342913,2390,18,1,1,1,2
94595800,342892,2390,18,1,1,1,2
94595900,342871,2390,18,1,1,1,2
94596000,342851,2390,18,1,1,1,2
94596100,342830,2390,18,1,1,1,2
94596200,342809,2390,18,1,1,1,2
94596300,342788,2390,18,1,1,1,2
94596400,342767,2390,18,1,1,1,2
94596500,342747,2390,18,1,1,1,2
94596600,342726,2390,18,1,1,1,2
94596700,342704,2390,18,1,1,1,2
94596800,342683,2390,18,1,1,1,2
94596900,342662,2390,18,1,1,1,2
94597000,342641,2390,18,1,1,1,2
94597100,342621,2390,18,1,1,1,2
94597200,342600,2390,18,1,1,1,2
94597300,342578,2390,18,1,1,1,2
94597400,342557,2390,18,1,1,1,2
94597500,342537,2390,18,1,1,1,2
94597600,342516,2390,18,1,1,1,2
94597700,342495,2390,18,1,1,1,2
94597800,342474,2390,18,1,1,1,2
94597900,342453,2390,18,1,1,1,2
94598000,342432,2390,18,1,1,1,2
94598100,342411,2390,18,1,1,1,2
94598200,342390,2390,18,1,1,1,2
94598300,342370,2390,18,1,1,1,2
94598400,342349,2390,18,1,1,1,2
94598500,342328,2390,18,1,1,1,2
94598600,342307,2390,18,1,1,1,2
94598700,342286,2390,18,1,1,1,2
94598800,342265,2390,18,1,1,1,2
94598900,342244,2390,18,1,1,1,2
94599000,342223,2390,18,1,1,1,2
94599100,342202,2390,18,1,1,1,2
94599200,342181,2390,18,1,1,1,2
94599300,342160,2390,18,1,1,1,2
94599400,342139,2390,18,1,1,1,2
94599500,342119,2390,18,1,1,1,2
94599600,342097,2390,18,1,1,1,2
94599700,342076,2390,18,1,1,1,2
94599800,342056,2390,18,1,1,1,2
94599900,342035,2390,18,1,1,1,2
94600000,342014,2390,18,1,1,1,2
94600100,341993,2390,18,1,1,1,2
94600200,341972,2390,18,1,1,1,2
94600300,341951,2390,18,1,1,1,2
94600400,341931,2390,18,1,1,1,2
94600500,341910,2390,18,1,1,1,2
94600600,341889,2390,18,1,1,1,2
94600700,341868,2390,18,1,1,1,2
94600800,341847,2390,18,1,1,1,2
94600900,341826,2390,18,1,1,1,2
94601000,341805,2390,18,1,1,1,2
94601100,341784,2390,18,1,1,1,2
94601200,341763,2390,18,1,1,1,2
94601300,341742,2390,18,1,1,1,2
94601400,341721,2390,18,1,1,1,2
94601500,341700,2390,18,1,1,1,2
94601600,341680,2390,18,1,1,1,2
94601700,341659,2390,18,1,1,1,2
94601800,341638,2390,18,1,1,1,2
94601900,341617,2390,18,1,1,1,2
94602000,341596,2390,18,1,1,1,2
94602100,341575,2390,18,1,1,1,2
94602200,341554,2390,18,1,1,1,2
94602300,341533,2390,18,1,1,1,2
94602400,341512,2390,18,1,1,1,2
94602500,341491,2390,18,1,1,1,2
94602600,341470,2390,18,1,1,1,2
94602700,341449,2390,18,1,1,1,2
94602800,341428,2390,18,1,1,1,2
94602900,341407,2390,18,1,1,1,2
94603000,341386,2390,18,1,1,1,2
94603100,341365,2390,18,1,1,1,2
94603200,341344,2390,18,1,1,1,2
94603300,341324,2390,18,1,1,1,2
94603400,341303,2390,18,1,1,1,2
94603500,341282,2390,18,1,1,1,2
94603600,341260,2390,18,1,1,1,2
94603700,341239,2390,18,1,1,1,2
94603800,341218,2390,18,1,1,1,2
94603900,341198,2390,18,1,1,1,2
94604000,341177,2390,18,1,1,1,2
94604100,341156,2390,18,1,1,1,2
94604200,341135,2390,18,1,1,1,2
94604300,341114,2390,18,1,1,1,2
94604400,341093,2390,18,1,1,1,2
94604500,341072,2390,18,1,1,1,2
94604600,341051,2390,18,1,1,1,2
94604700,341029,2390,18,1,1,1,2
94604800,341008,2390,18,1,1,1,2
94604900,340987,2390,18,1,1,1,2
94605000,340967,2390,18,1,1,1,2
94605100,340946,2390,18,1,1,1,2
94606000,340757,2390,18,1,1,1,2
94606100,340736,2390,18,1,1,1,2
94606200,340715,2390,18,1,1,1,2
94606300,340694,2390,18,1,1,1,2
94606900,340569,2390,18,1,1,1,2
94607000,340548,2390,18,1,1,1,2
94607100,340527,2390,18,1,1,1,2
94607200,340506,2390,18,1,1,1,2
94607300,340485,2390,18,1,1,1,2
94608000,340338,2390,18,1,1,1,2
94608100,340317,2390,18,1,1,1,2
94608200,340296,2390,18,1,1,1,2
94608300,340275,2390,18,1,1,1,2
94608400,340254,2390,18,1,1,1,2
94609100,340107,2390,18,1,1,1,2
94609200,340086,2390,18,1,1,1,2
94609300,340065,2390,18,1,1,1,2
94609400,340044,2390,18,1,1,1,2
94609500,340023,2390,18,1,1,1,2
94610200,339876,2390,18,1,1,1,2
94610300,339855,2390,18,1,1,1,2
94610400,339834,2390,18,1,1,1,2
94610500,339813,2390,18,1,1,1,2
94610600,339792,2390,18,1,1,1,2
94611600,339582,2390,18,1,1,1,2
94612300,339434,2390,18,1,1,1,2
94612400,339413,2390,18,1,1,1,2
94612500,339392,2390,18,1,1,1,2
94612600,339371,2390,18,1,1,1,2
94612700,339350,2390,18,1,1,1,2
94613400,339202,2390,18,1,1,1,2
94613500,339181,2390,18,1,1,1,2
94613600,339160,2390,18,1,1,1,2
94613700,339139,2390,18,1,1,1,2
94613800,339118,2390,18,1,1,1,2
94614600,338950,2390,18,1,1,1,2
94614700,338930,2390,18,1,1,1,2
94614800,338909,2390,18,1,1,1,2
94614900,338888,2390,18,1,1,1,2
94615700,338720,2390,18,1,1,1,2
94615800,338699,2390,18,1,1,1,2
94615900,338678,2390,18,1,1,1,2
94616000,338657,2390,18,1,1,1,2
94616100,338636,2390,18,1,1,1,2
94616900,338468,2390,18,1,1,1,2
94617000,338447,2390,18,1,1,1,2
94617100,338426,2390,18,1,1,1,2
94617200,338405,2390,18,1,1,1,2
94617300,338384,2390,18,1,1,1,2
94618100,338215,2390,18,1,1,1,2
94618200,338194,2390,18,1,1,1,2
94618300,338173,2390,18,1,1,1,2
94618400,338152,2390,18,1,1,1,2
94619100,338005,2390,18,1,1,1,2
94619200,337984,2390,18,1,1,1,2
94619300,337962,2390,18,1,1,1,2
94619400,337941,2390,18,1,1,1,2
94619500,337920,2390,18,1,1,1,2
94619700,337877,2390,18,1,1,1,2
94619800,337856,2390,18,1,1,1,2
94619900,337835,2390,18,1,1,1,2
94620000,337814,2390,18,1,1,1,2
94620200,337771,2390,18,1,1,1,2
94620300,337750,2390,18,1,1,1,2
94620400,337729,2390,18,1,1,1,2
94620500,337708,2390,18,1,1,1,2
94620600,337687,2390,18,1,1,1,2
94620700,337665,2390,18,1,1,1,2
94620800,337644,2390,18,1,1,1,2
94620900,337623,2390,18,1,1,1,2
94621000,337602,2390,18,1,1,1,2
94621100,337581,2390,18,1,1,1,2
94621200,337560,2390,18,1,1,1,2
94621300,337539,2390,18,1,1,1,2
94621400,337517,2390,18,1,1,1,2
94621500,337496,2390,18,1,1,1,2
94621600,337475,2390,18,1,1,1,2
94621700,337454,2390,18,1,1,1,2
94621800,337433,2390,18,1,1,1,2
94621900,337412,2390,18,1,1,1,2
94622000,337390,2390,18,1,1,1,2
94622100,337370,2390,18,1,1,1,2
94622200,337349,2390,18,1,1,1,2
94622300,337328,2390,18,1,1,1,2
94622400,337307,2390,18,1,1,1,2
94622500,337286,2390,18,1,1,1,2
94622600,337265,2390,18,1,1,1,2
94622700,337243,2390,18,1,1,1,2
94622800,337222,2390,18,1,1,1,2
94622900,337201,2390,18,1,1,1,2
94623000,337180,2390,18,1,1,1,2
94623100,337159,2390,18,1,1,1,2
94623200,337137,2390,18,1,1,1,2
94623300,337116,2390,18,1,1,1,2
94623400,337095,2390,18,1,1,1,2
94623500,337074,2390,18,1,1,1,2
94623600,337053,2390,18,1,1,1,2
94623700,337031,2390,18,1,1,1,2
94623800,337010,2390,18,1,1,1,2
94623900,336989,2390,18,1,1,1,2
94624000,336968,2390,18,1,1,1,2
94624100,336947,2390,18,1,1,1,2
94624200,336926,2390,18,1,1,1,2
94624300,336904,2390,18,1,1,1,2
94624400,336883,2390,18,1,1,1,3
94624500,336861,2390,18,1,1,1,3
94624600,336841,2390,18,1,1,1,3
94624700,336820,2390,18,1,1,1,2
94624800,336799,2390,18,1,1,1,2
94624900,336778,2390,18,1,1,1,2
94625000,336752,2390,18,1,1,1,8
94625100,336731,2390,18,1,1,1,6
94625200,336711,2390,18,1,1,1,5
94625300,336690,2390,18,1,1,1,4
94625400,336668,2390,18,1,1,1,4
94625500,336644,2390,18,1,1,1,8
94625600,336622,2390,18,1,1,1,6
94625700,336604,2390,18,1,1,1,5
94625800,336583,2390,18,1,1,1,4
94625900,336563,2390,18,1,1,1,4
94626000,336541,2390,18,1,1,1,4
94626100,336521,2390,18,1,1,1,4
94626200,336500,2390,18,1,1,1,3
94626300,336479,2390,18,1,1,1,3
94626400,336458,2390,18,1,1,1,3
94626500,336437,2390,18,1,1,1,3
94626600,336415,2390,18,1,1,1,3
94626700,336394,2390,18,1,1,1,3
94626800,336373,2390,18,1,1,1,3
94626900,336352,2390,18,1,1,1,3
94627000,336330,2390,18,1,1,1,3
94627100,336309,2390,18,1,1,1,3
94627200,336288,2390,18,1,1,1,3
94627300,336266,2390,18,1,1,1,3
94627400,336245,2390,18,1,1,1,3
94627500,336224,2390,18,1,1,1,3
94627600,336203,2390,18,1,1,1,3
94627700,336182,2390,18,1,1,1,3
94627800,336161,2390,18,1,1,1,3
94627900,336140,2390,18,1,1,1,3
94628000,336118,2390,18,1,1,1,3
94628100,336097,2390,18,1,1,1,3
94628200,336077,2390,18,1,1,1,9
94628400,336035,2390,18,1,1,1,6
94628500,336014,2390,18,1,1,1,9
94628600,335993,2390,18,1,1,1,9
94628700,335969,2390,18,1,1,1,9
94628800,335955,2390,18,1,1,1,9
94628900,335931,2390,18,1,1,1,9
94629000,335909,2390,18,1,1,1,9
94629100,335889,2390,18,1,1,1,9
94629200,335867,2390,18,1,1,1,9
94629300,335850,2390,18,1,1,1,9
94629400,335827,2390,18,1,1,1,9
94629500,335807,2390,18,1,1,1,9
94629600,335786,2390,18,1,1,1,9
94629700,335762,2390,18,1,1,1,7
94629900,335720,2390,18,1,1,1,9
94630000,335701,2390,18,1,1,1,9
94630200,335655,2390,18,1,1,1,9
94630300,335636,2390,18,1,1,1,9
94630400,335613,2390,18,1,1,1,9
94630500,335591,2390,18,1,1,1,9
94630600,335570,2390,18,1,1,1,9
94630700,335550,2390,18,1,1,1,9
94630800,335531,2390,18,1,1,1,9
94630900,335511,2390,18,1,1,1,9
94631000,335488,2390,18,1,1,1,9
94631100,335467,2390,18,1,1,1,9
94631200,335448,2390,18,1,1,1,9
94631300,335427,2390,18,1,1,1,9
94631400,335406,2390,18,1,1,1,9
94631500,335383,2390,18,1,1,1,9
94631600,335362,2390,18,1,1,1,9
94631700,335343,2390,18,1,1,1,10
94631800,335324,2390,18,1,1,1,10
94631900,335303,2390,18,1,1,1,9
94632000,335282,2390,18,1,1,1,10
94632100,335260,2390,18,1,1,1,10
94632200,335243,2390,18,1,1,1,9
94632300,335219,2390,18,1,1,1,9
94632400,335199,2390,18,1,1,1,10
94632500,335165,2390,18,1,1,1,10
94632600,335158,2390,18,1,1,1,9
94632700,335135,2390,18,1,1,1,9
94632800,335115,2390,18,1,1,1,10
94632900,335096,2390,18,1,1,1,10
94633000,335075,2390,18,1,1,1,10
94633200,335032,2390,18,1,1,1,10
94633300,335009,2390,18,1,1,1,10
94633400,334991,2390,18,1,1,1,10
94633500,334967,2390,18,1,1,1,10
94633600,334948,2390,18,1,1,1,10
94633700,334927,2390,18,1,1,1,10
94633800,334907,2390,18,1,1,1,10
94633900,334884,2390,18,1,1,1,10
94634000,334865,2390,18,1,1,1,10
94634100,334844,2390,18,1,1,1,10
94634200,334825,2390,18,1,1,1,10
94634300,334802,2390,18,1,1,1,10
94634400,334781,2390,18,1,1,1,10
94634500,334760,2390,18,1,1,1,10
94634600,334740,2390,18,1,1,1,10
94634700,334721,2390,18,1,1,1,10
94634800,334698,2390,18,1,1,1,10
94634900,334678,2390,18,1,1,1,10
94635000,334657,2390,18,1,1,1,10
94635100,334633,2390,18,1,1,1,7
94635200,334612,2390,18,1,1,1,6
94635300,334592,2390,18,1,1,1,6
94635400,334572,2390,18,1,1,1,5
94635500,334552,2390,18,1,1,1,5
94635600,334531,2390,18,1,1,1,4
94635700,334510,2390,18,1,1,1,4
94635800,334489,2390,18,1,1,1,4
94635900,334468,2390,18,1,1,1,4
94636000,334445,2390,18,1,1,1,10
94636100,334427,2390,18,1,1,1,10
94636200,334403,2390,18,1,1,1,10
94636300,334384,2390,18,1,1,1,10
94636400,334363,2390,18,1,1,1,10
94636500,334340,2390,18,1,1,1,10
94636600,334319,2390,18,1,1,1,10
94636700,334299,2390,18,1,1,1,10
94636800,334278,2390,18,1,1,1,10
94636900,334260,2390,18,1,1,1,11
94637000,334239,2390,18,1,1,1,10
94637100,334218,2390,18,1,1,1,10
94637200,334197,2390,18,1,1,1,10
94637300,334174,2390,18,1,1,1,10
94637400,334153,2390,18,1,1,1,10
94637500,334132,2390,18,1,1,1,10
94637600,334111,2390,18,1,1,1,10
94637700,334089,2390,18,1,1,1,10
94637800,334068,2390,18,1,1,1,10
94637900,334047,2390,18,1,1,1,10
94638000,334027,2390,18,1,1,1,10
94638100,334007,2390,18,1,1,1,10
94638200,333986,2390,18,1,1,1,10
94638300,333966,2390,18,1,1,1,10
94638400,333943,2390,18,1,1,1,9
94638500,333922,2390,18,1,1,1,9
94638600,333900,2390,18,1,1,1,9
94638700,333880,2390,18,1,1,1,9
94638800,333859,2390,18,1,1,1,9
94638900,333838,2390,18,1,1,1,9
94639000,333817,2390,18,1,1,1,9
94639100,333796,2390,18,1,1,1,9
94639200,333774,2390,18,1,1,1,9
94639300,333754,2390,18,1,1,1,10
94639400,333734,2390,18,1,1,1,10
94639500,333711,2390,18,1,1,1,10
94639600,333692,2390,18,1,1,1,10
94639700,333670,2390,18,1,1,1,10
