version,nPorts,mem,alloc,outputPort,reserved0,protIds_01,protIds_02,protIds_03,protIds_04,portId_01,txPending_01,txBytes_01,txUsage_01,txPeakUsage_01,rxPending_01,rxBytes_01,rxUsage_01,rxPeakUsage_01,overrunErrs_01,msgs_01_01,msgs_01_02,msgs_01_03,msgs_01_04,reserved1_01,skipped_01,portId_02,txPending_02,txBytes_02,txUsage_02,txPeakUsage_02,rxPending_02,rxBytes_02,rxUsage_02,rxPeakUsage_02,overrunErrs_02,msgs_02_01,msgs_02_02,msgs_02_03,msgs_02_04,reserved1_02,skipped_02,portId_03,txPending_03,txBytes_03,txUsage_03,txPeakUsage_03,rxPending_03,rxBytes_03,rxUsage_03,rxPeakUsage_03,overrunErrs_03,msgs_03_01,msgs_03_02,msgs_03_03,msgs_03_04,reserved1_03,skipped_03,portId_04,txPending_04,txBytes_04,txUsage_04,txPeakUsage_04,rxPending_04,rxBytes_04,rxUsage_04,rxPeakUsage_04,overrunErrs_04,msgs_04_01,msgs_04_02,msgs_04_03,msgs_04_04,reserved1_04,skipped_04
0,4,0,0,0,0,0,1,5,6,256,0,338222,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1342448,0,0,0,6657822,8,14,0,16966,0,0,0,0,74,768,0,4163735,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,6645604,9,10,0,734698,5,7,0,2225,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,341078,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1348668,0,0,0,6713053,7,14,0,17101,0,0,0,0,74,768,0,4234813,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,6700872,9,10,0,740918,5,7,0,2244,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,343934,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1354380,0,0,0,6767565,8,14,0,17227,0,0,0,0,74,768,0,4304895,22,100,0,408,0,0,0,27,0,0,0,0,0,257,900,6754484,9,10,0,746630,5,7,0,2260,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,346790,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1360676,0,0,0,6822583,7,14,0,17359,0,0,0,0,74,768,0,4374405,21,100,0,408,0,0,0,27,0,0,0,0,0,257,0,6810400,9,10,0,752926,6,7,0,2279,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,349646,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1366740,0,0,0,6877308,6,14,0,17485,0,0,0,0,74,768,0,4445127,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,6864912,8,10,0,758990,4,7,0,2297,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,352502,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1372916,0,0,0,6932884,8,14,0,17622,0,0,0,0,74,768,0,4517017,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,6919112,9,10,0,765166,4,7,0,2315,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,355358,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1378628,0,0,0,6987263,6,14,0,17748,0,0,0,0,74,768,0,4586783,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,6974860,9,10,0,770878,4,7,0,2331,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,358214,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1385304,0,0,0,7042308,8,14,0,17883,0,0,0,0,74,768,0,4657321,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1748,7028380,9,10,0,777554,6,7,0,2354,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,361070,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1391248,0,0,0,7097171,8,14,0,18009,0,0,0,0,74,768,0,4727851,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1748,7082892,9,10,0,783498,5,7,0,2371,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,362730,0,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1397424,0,0,0,7152138,6,14,0,18144,0,0,0,0,74,768,0,4789993,25,100,0,408,0,0,0,27,0,0,0,0,0,257,1748,7138160,9,10,0,789674,3,7,0,2389,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,365198,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1403368,0,0,0,7206600,6,14,0,18270,0,0,0,0,74,768,0,4851907,27,100,0,408,0,0,0,27,0,0,0,0,0,257,1748,7192672,9,10,0,795618,4,7,0,2406,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,368054,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1409312,0,0,0,7261957,6,14,0,18406,0,0,0,0,74,768,0,4922705,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1748,7248024,9,10,0,801562,6,7,0,2423,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,370280,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1415256,0,0,0,7316766,6,14,0,18532,0,0,0,0,74,768,0,4981395,25,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,7303384,9,10,0,807506,5,7,0,2440,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,372554,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1421432,0,0,0,7371893,8,14,0,18665,0,0,0,0,74,768,0,5039721,32,100,0,408,0,0,0,27,0,0,0,0,0,257,1748,7357636,9,10,0,813682,3,7,0,2458,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,375410,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1427376,0,0,0,7426081,8,14,0,18791,0,0,0,0,74,768,0,5111555,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,7412996,9,10,0,819626,5,7,0,2475,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,376876,0,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1433552,0,0,0,7481379,6,14,0,18926,0,0,0,0,74,768,0,5171081,25,100,0,408,0,0,0,27,0,0,0,0,0,257,0,7469164,9,10,0,825802,5,7,0,2493,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,379344,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1439496,0,0,0,7535865,6,14,0,19052,0,0,0,0,74,768,0,5234075,25,100,0,408,0,0,0,27,0,0,0,0,0,257,0,7523676,9,10,0,831746,6,7,0,2510,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,381376,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1445672,0,0,0,7592341,7,14,0,19197,0,0,0,0,74,768,2908,5290509,25,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,7578548,9,10,0,837922,4,7,0,2528,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,382842,0,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1451472,0,0,0,7646481,6,14,0,19323,0,0,0,0,74,768,2876,5350235,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,7634296,9,10,0,843722,5,7,0,2544,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,385128,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1457416,0,0,0,7702031,6,14,0,19454,0,0,0,0,74,768,0,5410148,28,100,0,408,0,0,0,27,0,0,0,0,0,257,0,7689228,9,10,0,849666,5,7,0,2561,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,387560,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1463636,0,0,0,7755929,6,14,0,19580,0,0,0,0,74,768,0,5473508,25,100,0,408,0,0,0,27,0,0,0,0,0,257,900,7742840,9,10,0,855886,4,7,0,2580,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,390028,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1469580,0,0,0,7810904,5,14,0,19711,0,0,0,0,74,768,2788,5536450,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,7798672,9,10,0,861830,5,7,0,2597,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,392884,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1475756,0,0,0,7865369,6,14,0,19837,0,0,0,0,74,768,0,5606512,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,7853184,8,10,0,868006,5,7,0,2615,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,395740,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1481932,0,0,0,7921107,6,14,0,19974,0,0,0,0,74,768,0,5676857,19,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,7907384,9,10,0,874182,4,7,0,2633,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,398596,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1488108,0,0,0,7975313,6,14,0,20100,0,0,0,0,74,768,0,5746059,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,7963132,9,10,0,880358,4,7,0,2651,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,401452,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1494052,0,0,0,8030244,5,14,0,20231,0,0,0,0,74,768,0,5816205,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,8018064,9,10,0,886302,5,7,0,2668,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,404308,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1499996,0,0,0,8085195,5,14,0,20357,0,0,0,0,74,768,0,5885631,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,8071340,9,10,0,892246,5,7,0,2685,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,407164,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1506172,0,0,0,8139696,6,14,0,20488,0,0,0,0,74,768,0,5955529,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,8127508,9,10,0,898422,4,7,0,2703,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,410020,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1512348,0,0,0,8194248,6,14,0,20614,0,0,0,0,74,768,0,6024383,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,8182020,9,10,0,904598,5,7,0,2721,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,412876,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1518292,0,0,0,8250652,5,14,0,20758,0,0,0,0,74,768,0,6094721,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,8236808,8,10,0,910542,3,7,0,2738,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,415732,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1524436,0,0,0,8304737,6,14,0,20884,0,0,0,0,74,768,0,6163935,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,8292556,9,10,0,916686,5,7,0,2757,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,418588,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1530656,0,0,0,8360046,5,14,0,21017,0,0,0,0,74,768,0,6233617,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,8347656,9,10,0,922906,5,7,0,2776,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,421444,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1536600,0,0,0,8414353,4,14,0,21143,0,0,0,0,74,768,0,6303483,21,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,8401268,6,10,0,928850,5,7,0,2793,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,424106,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1542876,0,0,0,8469829,5,14,0,21275,0,0,0,0,74,768,0,6371233,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,8457184,9,10,0,935126,5,7,0,2812,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,426962,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1549052,0,0,0,8523913,5,14,0,21401,0,0,0,0,74,768,0,6442507,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,8511696,9,10,0,941302,6,7,0,2830,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,429624,0,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1554996,0,0,0,8579677,6,14,0,21538,0,0,0,0,74,768,0,6509817,25,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,8565896,8,10,0,947246,5,7,0,2847,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,432480,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1560796,0,0,0,8633825,5,14,0,21664,0,0,0,0,74,768,0,6580235,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,8621644,9,10,0,953046,5,7,0,2863,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,435336,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1566972,0,0,0,8689030,5,14,0,21798,0,0,0,0,74,768,0,6651733,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,8676828,9,10,0,959222,4,7,0,2881,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,438192,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1572916,0,0,0,8743525,5,14,0,21924,0,0,0,0,74,768,0,6723219,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,8730440,9,10,0,965166,4,7,0,2898,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,440046,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1579092,0,0,0,8798621,6,14,0,22057,0,0,0,0,74,768,2008,6791437,26,100,0,408,0,0,0,27,0,0,0,0,0,257,0,8786440,9,10,0,971342,4,7,0,2916,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,442902,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1585268,0,0,0,8853344,5,14,0,22183,0,0,0,0,74,768,0,6862791,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,8840952,9,10,0,977518,4,7,0,2934,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,445564,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1591212,0,0,0,8909492,6,14,0,22331,0,0,0,0,74,768,868,6931533,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,8896076,9,10,0,983462,5,7,0,2951,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,448420,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1597388,0,0,0,8964006,6,14,0,22457,0,0,0,0,74,768,0,7002863,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,8951824,9,10,0,989638,4,7,0,2969,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,451082,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1603100,0,0,0,9019276,6,14,0,22592,0,0,0,0,74,768,0,7070757,24,100,0,408,0,0,0,27,0,0,0,0,0,257,0,9007092,9,10,0,995350,4,7,0,2985,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,453744,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1609276,0,0,0,9074132,7,14,0,22718,0,0,0,0,74,768,0,7138822,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,9060368,9,10,0,1001526,5,7,0,3003,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,456600,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1615452,0,0,0,9129297,6,14,0,22853,0,0,0,0,74,768,0,7211440,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,9116872,9,10,0,1007702,5,7,0,3021,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,459262,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1621164,0,0,0,9183565,6,14,0,22979,0,0,0,0,74,768,0,7279206,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,9171384,9,10,0,1013414,6,7,0,3037,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,461876,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1627340,0,0,0,9239257,6,14,0,23119,0,0,0,0,74,768,0,7348328,25,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,9226172,9,10,0,1019590,5,7,0,3055,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,464538,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1633764,0,0,0,9293769,8,14,0,23245,0,0,0,0,74,768,2072,7416290,28,100,0,408,0,0,0,27,0,0,0,0,0,257,1748,9279836,9,10,0,1026014,5,7,0,3074,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,467200,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1639708,0,0,0,9349571,8,14,0,23380,0,0,0,0,74,768,0,7484524,21,100,0,408,0,0,0,27,0,0,0,0,0,257,0,9336852,9,10,0,1031958,6,7,0,3091,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,469862,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1645884,0,0,0,9403923,6,14,0,23506,0,0,0,0,74,768,0,7551730,25,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,9390464,9,10,0,1038134,4,7,0,3109,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,472524,0,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1652260,0,0,0,9459510,6,14,0,23643,0,0,0,0,74,768,0,7621432,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,9446800,9,10,0,1044510,3,7,0,3129,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,474378,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1657972,0,0,0,9513492,6,14,0,23769,0,0,0,0,74,768,0,7689298,25,100,0,408,0,0,0,27,0,0,0,0,0,257,0,9501312,9,10,0,1050222,4,7,0,3145,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,477040,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1664004,0,0,0,9570288,6,14,0,23918,0,0,0,0,74,768,0,7758816,33,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,9556520,9,10,0,1056254,6,7,0,3162,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,479896,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1670048,0,0,0,9624457,6,14,0,24044,0,0,0,0,74,768,0,7830806,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,9612268,9,10,0,1062298,4,7,0,3180,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,482558,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1676224,0,0,0,9679885,6,14,0,24181,0,0,0,0,74,768,0,7898720,25,100,0,408,0,0,0,27,0,0,0,0,0,257,0,9667704,9,10,0,1068474,5,7,0,3198,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,485414,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1682400,0,0,0,9734694,6,14,0,24307,0,0,0,0,74,768,0,7970382,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,9721316,9,10,0,1074650,6,7,0,3216,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,488076,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1688444,0,0,0,9789749,5,14,0,24443,0,0,0,0,74,768,892,8038836,29,100,0,408,0,0,0,27,0,0,0,0,0,257,0,9777568,9,10,0,1080694,4,7,0,3234,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,490932,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1694620,0,0,0,9844639,6,14,0,24569,0,0,0,0,74,768,0,8110474,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,9832080,9,10,0,1086870,5,7,0,3252,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,493594,3,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1700332,0,0,0,9900258,6,14,0,24710,0,0,0,0,74,768,0,8178944,25,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,9886616,9,10,0,1092582,4,7,0,3268,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,496208,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1706508,0,0,0,9954546,6,14,0,24836,0,0,0,0,74,768,0,8246338,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,9942364,9,10,0,1098758,5,7,0,3286,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,499064,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1712928,0,0,0,10009896,6,14,0,24972,0,0,0,0,74,768,0,8317432,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,9997716,9,10,0,1105178,5,7,0,3307,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,501920,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1718872,0,0,0,10064732,7,14,0,25098,0,0,0,0,74,768,0,8387358,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,10050992,9,10,0,1111122,5,7,0,3324,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,504582,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1725048,0,0,0,10119761,6,14,0,25234,0,0,0,0,74,768,0,8454040,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,10107580,9,10,0,1117298,4,7,0,3342,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,507438,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1730992,0,0,0,10174278,6,14,0,25360,0,0,0,0,74,768,0,8522726,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,10162092,9,10,0,1123242,5,7,0,3359,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,510294,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1737168,0,0,0,10230784,6,14,0,25507,0,0,0,0,74,768,0,8592884,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,10217132,8,10,0,1129418,4,7,0,3377,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,513150,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1743112,0,0,0,10285112,5,14,0,25633,0,0,0,0,74,768,1880,8661714,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,10272880,9,10,0,1135362,3,7,0,3394,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,516006,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1749056,0,0,0,10340309,6,14,0,25767,0,0,0,0,74,768,2564,8730536,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,10328064,9,10,0,1141306,5,7,0,3411,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,518862,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1755000,0,0,0,10395104,5,14,0,25893,0,0,0,0,74,768,1848,8798722,22,100,0,408,0,0,0,27,0,0,0,0,0,257,1236,10381340,9,10,0,1147250,6,7,0,3428,0,0,0,0,0
0,4,0,0,0,0,0,1,5,6,256,0,521718,4,4,0,0,0,0,0,0,0,0,0,0,0,512,0,1761176,0,0,0,10450053,6,14,0,26026,0,0,0,0,74,768,2732,8868360,22,100,0,408,0,0,0,27,0,0,0,0,0,257,0,10437676,9,10,0,1153426,4,7,0,3446,0,0,0,0,0
