version,reserved1,iTOW,dur,meanX,meanY,meanZ,meanXHP,meanYHP,meanZHP,reserved2,meanAcc,obs,valid,active,reserved3
0,0,94502700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94502800,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94502900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94503000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94503100,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94503200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94503300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94503400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94503500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94503600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94503700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94503800,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94503900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94504000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94504100,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94504200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94504300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94504400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94504500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94504600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94504700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94504800,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94504900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94505000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94505100,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94505200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94505300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94505400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94505500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94505600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94505700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94505800,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94505900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94506000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94506200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94506400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94506500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94506600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94506700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94506800,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94506900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94507000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94507100,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94507200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94507400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94507600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94507700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94507800,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94507900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94508000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94508100,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94508200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94508300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94508400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94508500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94508600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94508700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94508800,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94508900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94509000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94509200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94509400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94509600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94509700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94509900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94510100,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94510300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94510400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94510500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94510600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94510700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94510800,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94510900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94511000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94511100,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94511200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94511300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94511400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94511500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94511600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94511700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94511900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94512000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94512200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94512300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94512400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94512600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94512700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94512900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94513000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94513200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94513300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94513400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94513500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94513600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94513700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94513900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94514000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94514200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94514400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94514500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94514700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94514900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94515000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94515200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94515300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94515400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94515500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94515700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94515900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94516000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94516200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94516400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94516500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94516600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94516700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94516800,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94516900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94517100,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94517300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94517400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94517500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94517600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94517700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94517800,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94518000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94518200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94518300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94518400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94518500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94518600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94518700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94518800,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94518900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94519000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94519100,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94519200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94519300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94519400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94519500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94519600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94519700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94519800,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94519900,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94520000,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94520100,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94520200,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94520300,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94520400,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94520500,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94520600,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
0,0,94520700,1866,-241821497,538575616,240576530,20,23,-27,0,19701,6497,1,0,0
