iTOW,version,reserved0,srcOfCurrLs,currLs,srcOfLsChange,lsChange,timeToLsEvent,dateOfLsGpsWn,dateOfLsGpsDn,reserved1,validCurrLs,validTimeToLsEvent
94578900,0,0,2,18,2,0,31355040,2441,7,0,1,1
94579000,0,0,2,18,2,0,31355039,2441,7,0,1,1
94579100,0,0,2,18,2,0,31355039,2441,7,0,1,1
94579200,0,0,2,18,2,0,31355039,2441,7,0,1,1
94579300,0,0,2,18,2,0,31355039,2441,7,0,1,1
94579400,0,0,2,18,2,0,31355039,2441,7,0,1,1
94579500,0,0,2,18,2,0,31355039,2441,7,0,1,1
94579600,0,0,2,18,2,0,31355039,2441,7,0,1,1
94579700,0,0,2,18,2,0,31355039,2441,7,0,1,1
94579800,0,0,2,18,2,0,31355039,2441,7,0,1,1
94579900,0,0,2,18,2,0,31355039,2441,7,0,1,1
94580000,0,0,2,18,2,0,31355038,2441,7,0,1,1
94580100,0,0,2,18,2,0,31355038,2441,7,0,1,1
94580200,0,0,2,18,2,0,31355038,2441,7,0,1,1
94580300,0,0,2,18,2,0,31355038,2441,7,0,1,1
94580400,0,0,2,18,2,0,31355038,2441,7,0,1,1
94580500,0,0,2,18,2,0,31355038,2441,7,0,1,1
94580600,0,0,2,18,2,0,31355038,2441,7,0,1,1
94580700,0,0,2,18,2,0,31355038,2441,7,0,1,1
94580800,0,0,2,18,2,0,31355038,2441,7,0,1,1
94580900,0,0,2,18,2,0,31355038,2441,7,0,1,1
94581000,0,0,2,18,2,0,31355037,2441,7,0,1,1
94581100,0,0,2,18,2,0,31355037,2441,7,0,1,1
94581200,0,0,2,18,2,0,31355037,2441,7,0,1,1
94581300,0,0,2,18,2,0,31355037,2441,7,0,1,1
94581400,0,0,2,18,2,0,31355037,2441,7,0,1,1
94581500,0,0,2,18,2,0,31355037,2441,7,0,1,1
94581600,0,0,2,18,2,0,31355037,2441,7,0,1,1
94581700,0,0,2,18,2,0,31355037,2441,7,0,1,1
94581800,0,0,2,18,2,0,31355037,2441,7,0,1,1
94581900,0,0,2,18,2,0,31355037,2441,7,0,1,1
94582000,0,0,2,18,2,0,31355036,2441,7,0,1,1
94582100,0,0,2,18,2,0,31355036,2441,7,0,1,1
94582200,0,0,2,18,2,0,31355036,2441,7,0,1,1
94582300,0,0,2,18,2,0,31355036,2441,7,0,1,1
94582400,0,0,2,18,2,0,31355036,2441,7,0,1,1
94582500,0,0,2,18,2,0,31355036,2441,7,0,1,1
94582600,0,0,2,18,2,0,31355036,2441,7,0,1,1
94582700,0,0,2,18,2,0,31355036,2441,7,0,1,1
94582800,0,0,2,18,2,0,31355036,2441,7,0,1,1
94582900,0,0,2,18,2,0,31355036,2441,7,0,1,1
94583000,0,0,2,18,2,0,31355035,2441,7,0,1,1
94583100,0,0,2,18,2,0,31355035,2441,7,0,1,1
94583200,0,0,2,18,2,0,31355035,2441,7,0,1,1
94583300,0,0,2,18,2,0,31355035,2441,7,0,1,1
94583400,0,0,2,18,2,0,31355035,2441,7,0,1,1
94583500,0,0,2,18,2,0,31355035,2441,7,0,1,1
94583600,0,0,2,18,2,0,31355035,2441,7,0,1,1
94583700,0,0,2,18,2,0,31355035,2441,7,0,1,1
94583800,0,0,2,18,2,0,31355035,2441,7,0,1,1
94583900,0,0,2,18,2,0,31355035,2441,7,0,1,1
94584000,0,0,2,18,2,0,31355034,2441,7,0,1,1
94584100,0,0,2,18,2,0,31355034,2441,7,0,1,1
94584200,0,0,2,18,2,0,31355034,2441,7,0,1,1
94584300,0,0,2,18,2,0,31355034,2441,7,0,1,1
94584400,0,0,2,18,2,0,31355034,2441,7,0,1,1
94584500,0,0,2,18,2,0,31355034,2441,7,0,1,1
94584600,0,0,2,18,2,0,31355034,2441,7,0,1,1
94584700,0,0,2,18,2,0,31355034,2441,7,0,1,1
94584800,0,0,2,18,2,0,31355034,2441,7,0,1,1
94584900,0,0,2,18,2,0,31355034,2441,7,0,1,1
94585000,0,0,2,18,2,0,31355033,2441,7,0,1,1
94585100,0,0,2,18,2,0,31355033,2441,7,0,1,1
94585200,0,0,2,18,2,0,31355033,2441,7,0,1,1
94585300,0,0,2,18,2,0,31355033,2441,7,0,1,1
94585400,0,0,2,18,2,0,31355033,2441,7,0,1,1
94585500,0,0,2,18,2,0,31355033,2441,7,0,1,1
94585600,0,0,2,18,2,0,31355033,2441,7,0,1,1
94585700,0,0,2,18,2,0,31355033,2441,7,0,1,1
94585800,0,0,2,18,2,0,31355033,2441,7,0,1,1
94585900,0,0,2,18,2,0,31355033,2441,7,0,1,1
94586000,0,0,2,18,2,0,31355032,2441,7,0,1,1
94586100,0,0,2,18,2,0,31355032,2441,7,0,1,1
94586200,0,0,2,18,2,0,31355032,2441,7,0,1,1
94586300,0,0,2,18,2,0,31355032,2441,7,0,1,1
94586400,0,0,2,18,2,0,31355032,2441,7,0,1,1
94586500,0,0,2,18,2,0,31355032,2441,7,0,1,1
94586600,0,0,2,18,2,0,31355032,2441,7,0,1,1
94586700,0,0,2,18,2,0,31355032,2441,7,0,1,1
94586800,0,0,2,18,2,0,31355032,2441,7,0,1,1
94586900,0,0,2,18,2,0,31355032,2441,7,0,1,1
94587000,0,0,2,18,2,0,31355031,2441,7,0,1,1
94587100,0,0,2,18,2,0,31355031,2441,7,0,1,1
94587200,0,0,2,18,2,0,31355031,2441,7,0,1,1
94587300,0,0,2,18,2,0,31355031,2441,7,0,1,1
94587400,0,0,2,18,2,0,31355031,2441,7,0,1,1
94587500,0,0,2,18,2,0,31355031,2441,7,0,1,1
94587600,0,0,2,18,2,0,31355031,2441,7,0,1,1
94587700,0,0,2,18,2,0,31355031,2441,7,0,1,1
94587800,0,0,2,18,2,0,31355031,2441,7,0,1,1
94587900,0,0,2,18,2,0,31355031,2441,7,0,1,1
94588000,0,0,2,18,2,0,31355030,2441,7,0,1,1
94588200,0,0,2,18,2,0,31355030,2441,7,0,1,1
94588300,0,0,2,18,2,0,31355030,2441,7,0,1,1
94588400,0,0,2,18,2,0,31355030,2441,7,0,1,1
94588500,0,0,2,18,2,0,31355030,2441,7,0,1,1
94588600,0,0,2,18,2,0,31355030,2441,7,0,1,1
94588700,0,0,2,18,2,0,31355030,2441,7,0,1,1
94588800,0,0,2,18,2,0,31355030,2441,7,0,1,1
94588900,0,0,2,18,2,0,31355030,2441,7,0,1,1
94589000,0,0,2,18,2,0,31355029,2441,7,0,1,1
94589100,0,0,2,18,2,0,31355029,2441,7,0,1,1
94589200,0,0,2,18,2,0,31355029,2441,7,0,1,1
94589300,0,0,2,18,2,0,31355029,2441,7,0,1,1
94589400,0,0,2,18,2,0,31355029,2441,7,0,1,1
94589500,0,0,2,18,2,0,31355029,2441,7,0,1,1
94589600,0,0,2,18,2,0,31355029,2441,7,0,1,1
94589700,0,0,2,18,2,0,31355029,2441,7,0,1,1
94589800,0,0,2,18,2,0,31355029,2441,7,0,1,1
94589900,0,0,2,18,2,0,31355029,2441,7,0,1,1
94590000,0,0,2,18,2,0,31355028,2441,7,0,1,1
94590200,0,0,2,18,2,0,31355028,2441,7,0,1,1
94590300,0,0,2,18,2,0,31355028,2441,7,0,1,1
94590400,0,0,2,18,2,0,31355028,2441,7,0,1,1
94590500,0,0,2,18,2,0,31355028,2441,7,0,1,1
94590600,0,0,2,18,2,0,31355028,2441,7,0,1,1
94590700,0,0,2,18,2,0,31355028,2441,7,0,1,1
94590800,0,0,2,18,2,0,31355028,2441,7,0,1,1
94590900,0,0,2,18,2,0,31355028,2441,7,0,1,1
94591000,0,0,2,18,2,0,31355027,2441,7,0,1,1
94591100,0,0,2,18,2,0,31355027,2441,7,0,1,1
94591200,0,0,2,18,2,0,31355027,2441,7,0,1,1
94591300,0,0,2,18,2,0,31355027,2441,7,0,1,1
94591400,0,0,2,18,2,0,31355027,2441,7,0,1,1
94591500,0,0,2,18,2,0,31355027,2441,7,0,1,1
94591600,0,0,2,18,2,0,31355027,2441,7,0,1,1
94591700,0,0,2,18,2,0,31355027,2441,7,0,1,1
94591800,0,0,2,18,2,0,31355027,2441,7,0,1,1
94591900,0,0,2,18,2,0,31355027,2441,7,0,1,1
94592000,0,0,2,18,2,0,31355026,2441,7,0,1,1
94592100,0,0,2,18,2,0,31355026,2441,7,0,1,1
94592200,0,0,2,18,2,0,31355026,2441,7,0,1,1
94592300,0,0,2,18,2,0,31355026,2441,7,0,1,1
94592400,0,0,2,18,2,0,31355026,2441,7,0,1,1
94592500,0,0,2,18,2,0,31355026,2441,7,0,1,1
94592600,0,0,2,18,2,0,31355026,2441,7,0,1,1
94592700,0,0,2,18,2,0,31355026,2441,7,0,1,1
94592800,0,0,2,18,2,0,31355026,2441,7,0,1,1
94592900,0,0,2,18,2,0,31355026,2441,7,0,1,1
94593000,0,0,2,18,2,0,31355025,2441,7,0,1,1
94593100,0,0,2,18,2,0,31355025,2441,7,0,1,1
94593200,0,0,2,18,2,0,31355025,2441,7,0,1,1
94593300,0,0,2,18,2,0,31355025,2441,7,0,1,1
94593400,0,0,2,18,2,0,31355025,2441,7,0,1,1
94593500,0,0,2,18,2,0,31355025,2441,7,0,1,1
94593600,0,0,2,18,2,0,31355025,2441,7,0,1,1
94593700,0,0,2,18,2,0,31355025,2441,7,0,1,1
94593800,0,0,2,18,2,0,31355025,2441,7,0,1,1
94593900,0,0,2,18,2,0,31355025,2441,7,0,1,1
94594000,0,0,2,18,2,0,31355024,2441,7,0,1,1
94594100,0,0,2,18,2,0,31355024,2441,7,0,1,1
94594200,0,0,2,18,2,0,31355024,2441,7,0,1,1
94594300,0,0,2,18,2,0,31355024,2441,7,0,1,1
94594400,0,0,2,18,2,0,31355024,2441,7,0,1,1
94594500,0,0,2,18,2,0,31355024,2441,7,0,1,1
94594600,0,0,2,18,2,0,31355024,2441,7,0,1,1
94594700,0,0,2,18,2,0,31355024,2441,7,0,1,1
94594800,0,0,2,18,2,0,31355024,2441,7,0,1,1
94594900,0,0,2,18,2,0,31355024,2441,7,0,1,1
94595000,0,0,2,18,2,0,31355023,2441,7,0,1,1
94595100,0,0,2,18,2,0,31355023,2441,7,0,1,1
94595200,0,0,2,18,2,0,31355023,2441,7,0,1,1
94595300,0,0,2,18,2,0,31355023,2441,7,0,1,1
94595400,0,0,2,18,2,0,31355023,2441,7,0,1,1
94595500,0,0,2,18,2,0,31355023,2441,7,0,1,1
94595600,0,0,2,18,2,0,31355023,2441,7,0,1,1
94595700,0,0,2,18,2,0,31355023,2441,7,0,1,1
94595800,0,0,2,18,2,0,31355023,2441,7,0,1,1
94595900,0,0,2,18,2,0,31355023,2441,7,0,1,1
94596000,0,0,2,18,2,0,31355022,2441,7,0,1,1
94596100,0,0,2,18,2,0,31355022,2441,7,0,1,1
94596200,0,0,2,18,2,0,31355022,2441,7,0,1,1
94596300,0,0,2,18,2,0,31355022,2441,7,0,1,1
94596400,0,0,2,18,2,0,31355022,2441,7,0,1,1
94596500,0,0,2,18,2,0,31355022,2441,7,0,1,1
94596600,0,0,2,18,2,0,31355022,2441,7,0,1,1
94596700,0,0,2,18,2,0,31355022,2441,7,0,1,1
94596800,0,0,2,18,2,0,31355022,2441,7,0,1,1
94596900,0,0,2,18,2,0,31355022,2441,7,0,1,1
94597000,0,0,2,18,2,0,31355021,2441,7,0,1,1
94597100,0,0,2,18,2,0,31355021,2441,7,0,1,1
94597200,0,0,2,18,2,0,31355021,2441,7,0,1,1
94597300,0,0,2,18,2,0,31355021,2441,7,0,1,1
94597400,0,0,2,18,2,0,31355021,2441,7,0,1,1
94597500,0,0,2,18,2,0,31355021,2441,7,0,1,1
94597600,0,0,2,18,2,0,31355021,2441,7,0,1,1
94597700,0,0,2,18,2,0,31355021,2441,7,0,1,1
94597800,0,0,2,18,2,0,31355021,2441,7,0,1,1
94597900,0,0,2,18,2,0,31355021,2441,7,0,1,1
94598000,0,0,2,18,2,0,31355020,2441,7,0,1,1
94598100,0,0,2,18,2,0,31355020,2441,7,0,1,1
94598200,0,0,2,18,2,0,31355020,2441,7,0,1,1
94598300,0,0,2,18,2,0,31355020,2441,7,0,1,1
94598400,0,0,2,18,2,0,31355020,2441,7,0,1,1
94598500,0,0,2,18,2,0,31355020,2441,7,0,1,1
94598600,0,0,2,18,2,0,31355020,2441,7,0,1,1
94598700,0,0,2,18,2,0,31355020,2441,7,0,1,1
94598800,0,0,2,18,2,0,31355020,2441,7,0,1,1
94598900,0,0,2,18,2,0,31355020,2441,7,0,1,1
94599000,0,0,2,18,2,0,31355019,2441,7,0,1,1
94599100,0,0,2,18,2,0,31355019,2441,7,0,1,1
94599200,0,0,2,18,2,0,31355019,2441,7,0,1,1
94599300,0,0,2,18,2,0,31355019,2441,7,0,1,1
94599400,0,0,2,18,2,0,31355019,2441,7,0,1,1
94599500,0,0,2,18,2,0,31355019,2441,7,0,1,1
94599600,0,0,2,18,2,0,31355019,2441,7,0,1,1
94599700,0,0,2,18,2,0,31355019,2441,7,0,1,1
94599800,0,0,2,18,2,0,31355019,2441,7,0,1,1
94599900,0,0,2,18,2,0,31355019,2441,7,0,1,1
94600000,0,0,2,18,2,0,31355018,2441,7,0,1,1
94600100,0,0,2,18,2,0,31355018,2441,7,0,1,1
94600200,0,0,2,18,2,0,31355018,2441,7,0,1,1
94600300,0,0,2,18,2,0,31355018,2441,7,0,1,1
94600400,0,0,2,18,2,0,31355018,2441,7,0,1,1
94600500,0,0,2,18,2,0,31355018,2441,7,0,1,1
94600600,0,0,2,18,2,0,31355018,2441,7,0,1,1
94600700,0,0,2,18,2,0,31355018,2441,7,0,1,1
94600800,0,0,2,18,2,0,31355018,2441,7,0,1,1
94600900,0,0,2,18,2,0,31355018,2441,7,0,1,1
94601000,0,0,2,18,2,0,31355017,2441,7,0,1,1
94601100,0,0,2,18,2,0,31355017,2441,7,0,1,1
94601200,0,0,2,18,2,0,31355017,2441,7,0,1,1
94601300,0,0,2,18,2,0,31355017,2441,7,0,1,1
94601400,0,0,2,18,2,0,31355017,2441,7,0,1,1
94601500,0,0,2,18,2,0,31355017,2441,7,0,1,1
94601600,0,0,2,18,2,0,31355017,2441,7,0,1,1
94601700,0,0,2,18,2,0,31355017,2441,7,0,1,1
94601800,0,0,2,18,2,0,31355017,2441,7,0,1,1
94601900,0,0,2,18,2,0,31355017,2441,7,0,1,1
94602000,0,0,2,18,2,0,31355016,2441,7,0,1,1
94602100,0,0,2,18,2,0,31355016,2441,7,0,1,1
94602200,0,0,2,18,2,0,31355016,2441,7,0,1,1
94602300,0,0,2,18,2,0,31355016,2441,7,0,1,1
94602400,0,0,2,18,2,0,31355016,2441,7,0,1,1
94602500,0,0,2,18,2,0,31355016,2441,7,0,1,1
94602600,0,0,2,18,2,0,31355016,2441,7,0,1,1
94602700,0,0,2,18,2,0,31355016,2441,7,0,1,1
94602800,0,0,2,18,2,0,31355016,2441,7,0,1,1
94602900,0,0,2,18,2,0,31355016,2441,7,0,1,1
94603000,0,0,2,18,2,0,31355015,2441,7,0,1,1
94603100,0,0,2,18,2,0,31355015,2441,7,0,1,1
94603200,0,0,2,18,2,0,31355015,2441,7,0,1,1
94603300,0,0,2,18,2,0,31355015,2441,7,0,1,1
94603400,0,0,2,18,2,0,31355015,2441,7,0,1,1
94603500,0,0,2,18,2,0,31355015,2441,7,0,1,1
94603600,0,0,2,18,2,0,31355015,2441,7,0,1,1
94603700,0,0,2,18,2,0,31355015,2441,7,0,1,1
94603800,0,0,2,18,2,0,31355015,2441,7,0,1,1
94603900,0,0,2,18,2,0,31355015,2441,7,0,1,1
94604000,0,0,2,18,2,0,31355014,2441,7,0,1,1
94604100,0,0,2,18,2,0,31355014,2441,7,0,1,1
94604200,0,0,2,18,2,0,31355014,2441,7,0,1,1
94604300,0,0,2,18,2,0,31355014,2441,7,0,1,1
94604400,0,0,2,18,2,0,31355014,2441,7,0,1,1
94604500,0,0,2,18,2,0,31355014,2441,7,0,1,1
94604600,0,0,2,18,2,0,31355014,2441,7,0,1,1
94604700,0,0,2,18,2,0,31355014,2441,7,0,1,1
94604800,0,0,2,18,2,0,31355014,2441,7,0,1,1
94604900,0,0,2,18,2,0,31355014,2441,7,0,1,1
94605000,0,0,2,18,2,0,31355013,2441,7,0,1,1
94605100,0,0,2,18,2,0,31355013,2441,7,0,1,1
94606000,0,0,2,18,2,0,31355012,2441,7,0,1,1
94606100,0,0,2,18,2,0,31355012,2441,7,0,1,1
94606200,0,0,2,18,2,0,31355012,2441,7,0,1,1
94606300,0,0,2,18,2,0,31355012,2441,7,0,1,1
94606900,0,0,2,18,2,0,31355012,2441,7,0,1,1
94607000,0,0,2,18,2,0,31355011,2441,7,0,1,1
94607100,0,0,2,18,2,0,31355011,2441,7,0,1,1
94607200,0,0,2,18,2,0,31355011,2441,7,0,1,1
94607300,0,0,2,18,2,0,31355011,2441,7,0,1,1
94608000,0,0,2,18,2,0,31355010,2441,7,0,1,1
94608100,0,0,2,18,2,0,31355010,2441,7,0,1,1
94608200,0,0,2,18,2,0,31355010,2441,7,0,1,1
94608300,0,0,2,18,2,0,31355010,2441,7,0,1,1
94608400,0,0,2,18,2,0,31355010,2441,7,0,1,1
94609100,0,0,2,18,2,0,31355009,2441,7,0,1,1
94609200,0,0,2,18,2,0,31355009,2441,7,0,1,1
94609300,0,0,2,18,2,0,31355009,2441,7,0,1,1
94609400,0,0,2,18,2,0,31355009,2441,7,0,1,1
94609500,0,0,2,18,2,0,31355009,2441,7,0,1,1
94610200,0,0,2,18,2,0,31355008,2441,7,0,1,1
94610300,0,0,2,18,2,0,31355008,2441,7,0,1,1
94610400,0,0,2,18,2,0,31355008,2441,7,0,1,1
94610500,0,0,2,18,2,0,31355008,2441,7,0,1,1
94610600,0,0,2,18,2,0,31355008,2441,7,0,1,1
94611600,0,0,2,18,2,0,31355007,2441,7,0,1,1
94612300,0,0,2,18,2,0,31355006,2441,7,0,1,1
94612400,0,0,2,18,2,0,31355006,2441,7,0,1,1
94612500,0,0,2,18,2,0,31355006,2441,7,0,1,1
94612600,0,0,2,18,2,0,31355006,2441,7,0,1,1
94612700,0,0,2,18,2,0,31355006,2441,7,0,1,1
94613400,0,0,2,18,2,0,31355005,2441,7,0,1,1
94613500,0,0,2,18,2,0,31355005,2441,7,0,1,1
94613600,0,0,2,18,2,0,31355005,2441,7,0,1,1
94613700,0,0,2,18,2,0,31355005,2441,7,0,1,1
94613800,0,0,2,18,2,0,31355005,2441,7,0,1,1
94614600,0,0,2,18,2,0,31355004,2441,7,0,1,1
94614700,0,0,2,18,2,0,31355004,2441,7,0,1,1
94614800,0,0,2,18,2,0,31355004,2441,7,0,1,1
94614900,0,0,2,18,2,0,31355004,2441,7,0,1,1
94615700,0,0,2,18,2,0,31355003,2441,7,0,1,1
94615800,0,0,2,18,2,0,31355003,2441,7,0,1,1
94615900,0,0,2,18,2,0,31355003,2441,7,0,1,1
94616000,0,0,2,18,2,0,31355002,2441,7,0,1,1
94616100,0,0,2,18,2,0,31355002,2441,7,0,1,1
94616900,0,0,2,18,2,0,31355002,2441,7,0,1,1
94617000,0,0,2,18,2,0,31355001,2441,7,0,1,1
94617100,0,0,2,18,2,0,31355001,2441,7,0,1,1
94617200,0,0,2,18,2,0,31355001,2441,7,0,1,1
94617300,0,0,2,18,2,0,31355001,2441,7,0,1,1
94618100,0,0,2,18,2,0,31355000,2441,7,0,1,1
94618200,0,0,2,18,2,0,31355000,2441,7,0,1,1
94618300,0,0,2,18,2,0,31355000,2441,7,0,1,1
94618400,0,0,2,18,2,0,31355000,2441,7,0,1,1
94619100,0,0,2,18,2,0,31354999,2441,7,0,1,1
94619200,0,0,2,18,2,0,31354999,2441,7,0,1,1
94619300,0,0,2,18,2,0,31354999,2441,7,0,1,1
94619400,0,0,2,18,2,0,31354999,2441,7,0,1,1
94619500,0,0,2,18,2,0,31354999,2441,7,0,1,1
94619700,0,0,2,18,2,0,31354999,2441,7,0,1,1
94619800,0,0,2,18,2,0,31354999,2441,7,0,1,1
94619900,0,0,2,18,2,0,31354999,2441,7,0,1,1
94620000,0,0,2,18,2,0,31354998,2441,7,0,1,1
94620200,0,0,2,18,2,0,31354998,2441,7,0,1,1
94620300,0,0,2,18,2,0,31354998,2441,7,0,1,1
94620400,0,0,2,18,2,0,31354998,2441,7,0,1,1
94620500,0,0,2,18,2,0,31354998,2441,7,0,1,1
94620600,0,0,2,18,2,0,31354998,2441,7,0,1,1
94620700,0,0,2,18,2,0,31354998,2441,7,0,1,1
94620800,0,0,2,18,2,0,31354998,2441,7,0,1,1
94620900,0,0,2,18,2,0,31354998,2441,7,0,1,1
94621000,0,0,2,18,2,0,31354997,2441,7,0,1,1
94621100,0,0,2,18,2,0,31354997,2441,7,0,1,1
94621200,0,0,2,18,2,0,31354997,2441,7,0,1,1
94621300,0,0,2,18,2,0,31354997,2441,7,0,1,1
94621400,0,0,2,18,2,0,31354997,2441,7,0,1,1
94621500,0,0,2,18,2,0,31354997,2441,7,0,1,1
94621600,0,0,2,18,2,0,31354997,2441,7,0,1,1
94621700,0,0,2,18,2,0,31354997,2441,7,0,1,1
94621800,0,0,2,18,2,0,31354997,2441,7,0,1,1
94621900,0,0,2,18,2,0,31354997,2441,7,0,1,1
94622000,0,0,2,18,2,0,31354996,2441,7,0,1,1
94622100,0,0,2,18,2,0,31354996,2441,7,0,1,1
94622200,0,0,2,18,2,0,31354996,2441,7,0,1,1
94622300,0,0,2,18,2,0,31354996,2441,7,0,1,1
94622400,0,0,2,18,2,0,31354996,2441,7,0,1,1
94622500,0,0,2,18,2,0,31354996,2441,7,0,1,1
94622600,0,0,2,18,2,0,31354996,2441,7,0,1,1
94622700,0,0,2,18,2,0,31354996,2441,7,0,1,1
94622800,0,0,2,18,2,0,31354996,2441,7,0,1,1
94622900,0,0,2,18,2,0,31354996,2441,7,0,1,1
94623000,0,0,2,18,2,0,31354995,2441,7,0,1,1
94623100,0,0,2,18,2,0,31354995,2441,7,0,1,1
94623200,0,0,2,18,2,0,31354995,2441,7,0,1,1
94623300,0,0,2,18,2,0,31354995,2441,7,0,1,1
94623400,0,0,2,18,2,0,31354995,2441,7,0,1,1
94623500,0,0,2,18,2,0,31354995,2441,7,0,1,1
94623600,0,0,2,18,2,0,31354995,2441,7,0,1,1
94623700,0,0,2,18,2,0,31354995,2441,7,0,1,1
94623800,0,0,2,18,2,0,31354995,2441,7,0,1,1
94623900,0,0,2,18,2,0,31354995,2441,7,0,1,1
94624000,0,0,2,18,2,0,31354994,2441,7,0,1,1
94624100,0,0,2,18,2,0,31354994,2441,7,0,1,1
94624200,0,0,2,18,2,0,31354994,2441,7,0,1,1
94624300,0,0,2,18,2,0,31354994,2441,7,0,1,1
94624400,0,0,2,18,2,0,31354994,2441,7,0,1,1
94624500,0,0,2,18,2,0,31354994,2441,7,0,1,1
94624600,0,0,2,18,2,0,31354994,2441,7,0,1,1
94624700,0,0,2,18,2,0,31354994,2441,7,0,1,1
94624800,0,0,2,18,2,0,31354994,2441,7,0,1,1
94624900,0,0,2,18,2,0,31354994,2441,7,0,1,1
94625000,0,0,2,18,2,0,31354993,2441,7,0,1,1
94625100,0,0,2,18,2,0,31354993,2441,7,0,1,1
94625200,0,0,2,18,2,0,31354993,2441,7,0,1,1
94625300,0,0,2,18,2,0,31354993,2441,7,0,1,1
94625400,0,0,2,18,2,0,31354993,2441,7,0,1,1
94625500,0,0,2,18,2,0,31354993,2441,7,0,1,1
94625600,0,0,2,18,2,0,31354993,2441,7,0,1,1
94625700,0,0,2,18,2,0,31354993,2441,7,0,1,1
94625800,0,0,2,18,2,0,31354993,2441,7,0,1,1
94625900,0,0,2,18,2,0,31354993,2441,7,0,1,1
94626000,0,0,2,18,2,0,31354992,2441,7,0,1,1
94626100,0,0,2,18,2,0,31354992,2441,7,0,1,1
94626200,0,0,2,18,2,0,31354992,2441,7,0,1,1
94626300,0,0,2,18,2,0,31354992,2441,7,0,1,1
94626400,0,0,2,18,2,0,31354992,2441,7,0,1,1
94626500,0,0,2,18,2,0,31354992,2441,7,0,1,1
94626600,0,0,2,18,2,0,31354992,2441,7,0,1,1
94626700,0,0,2,18,2,0,31354992,2441,7,0,1,1
94626800,0,0,2,18,2,0,31354992,2441,7,0,1,1
94626900,0,0,2,18,2,0,31354992,2441,7,0,1,1
94627000,0,0,2,18,2,0,31354991,2441,7,0,1,1
94627100,0,0,2,18,2,0,31354991,2441,7,0,1,1
94627200,0,0,2,18,2,0,31354991,2441,7,0,1,1
94627300,0,0,2,18,2,0,31354991,2441,7,0,1,1
94627400,0,0,2,18,2,0,31354991,2441,7,0,1,1
94627500,0,0,2,18,2,0,31354991,2441,7,0,1,1
94627600,0,0,2,18,2,0,31354991,2441,7,0,1,1
94627700,0,0,2,18,2,0,31354991,2441,7,0,1,1
94627800,0,0,2,18,2,0,31354991,2441,7,0,1,1
94627900,0,0,2,18,2,0,31354991,2441,7,0,1,1
94628000,0,0,2,18,2,0,31354990,2441,7,0,1,1
94628100,0,0,2,18,2,0,31354990,2441,7,0,1,1
94628200,0,0,2,18,2,0,31354990,2441,7,0,1,1
94628400,0,0,2,18,2,0,31354990,2441,7,0,1,1
94628500,0,0,2,18,2,0,31354990,2441,7,0,1,1
94628600,0,0,2,18,2,0,31354990,2441,7,0,1,1
94628700,0,0,2,18,2,0,31354990,2441,7,0,1,1
94628800,0,0,2,18,2,0,31354990,2441,7,0,1,1
94628900,0,0,2,18,2,0,31354990,2441,7,0,1,1
94629000,0,0,2,18,2,0,31354989,2441,7,0,1,1
94629100,0,0,2,18,2,0,31354989,2441,7,0,1,1
94629200,0,0,2,18,2,0,31354989,2441,7,0,1,1
94629300,0,0,2,18,2,0,31354989,2441,7,0,1,1
94629400,0,0,2,18,2,0,31354989,2441,7,0,1,1
94629500,0,0,2,18,2,0,31354989,2441,7,0,1,1
94629600,0,0,2,18,2,0,31354989,2441,7,0,1,1
94629700,0,0,2,18,2,0,31354989,2441,7,0,1,1
94629900,0,0,2,18,2,0,31354989,2441,7,0,1,1
94630000,0,0,2,18,2,0,31354988,2441,7,0,1,1
94630200,0,0,2,18,2,0,31354988,2441,7,0,1,1
94630300,0,0,2,18,2,0,31354988,2441,7,0,1,1
94630400,0,0,2,18,2,0,31354988,2441,7,0,1,1
94630500,0,0,2,18,2,0,31354988,2441,7,0,1,1
94630600,0,0,2,18,2,0,31354988,2441,7,0,1,1
94630700,0,0,2,18,2,0,31354988,2441,7,0,1,1
94630800,0,0,2,18,2,0,31354988,2441,7,0,1,1
94630900,0,0,2,18,2,0,31354988,2441,7,0,1,1
94631000,0,0,2,18,2,0,31354987,2441,7,0,1,1
94631100,0,0,2,18,2,0,31354987,2441,7,0,1,1
94631200,0,0,2,18,2,0,31354987,2441,7,0,1,1
94631300,0,0,2,18,2,0,31354987,2441,7,0,1,1
94631400,0,0,2,18,2,0,31354987,2441,7,0,1,1
94631500,0,0,2,18,2,0,31354987,2441,7,0,1,1
94631600,0,0,2,18,2,0,31354987,2441,7,0,1,1
94631700,0,0,2,18,2,0,31354987,2441,7,0,1,1
94631800,0,0,2,18,2,0,31354987,2441,7,0,1,1
94631900,0,0,2,18,2,0,31354987,2441,7,0,1,1
94632000,0,0,2,18,2,0,31354986,2441,7,0,1,1
94632100,0,0,2,18,2,0,31354986,2441,7,0,1,1
94632200,0,0,2,18,2,0,31354986,2441,7,0,1,1
94632300,0,0,2,18,2,0,31354986,2441,7,0,1,1
94632400,0,0,2,18,2,0,31354986,2441,7,0,1,1
94632500,0,0,2,18,2,0,31354986,2441,7,0,1,1
94632600,0,0,2,18,2,0,31354986,2441,7,0,1,1
94632700,0,0,2,18,2,0,31354986,2441,7,0,1,1
94632800,0,0,2,18,2,0,31354986,2441,7,0,1,1
94632900,0,0,2,18,2,0,31354986,2441,7,0,1,1
