iTOW,version,reserved0,srcOfCurrLs,currLs,srcOfLsChange,lsChange,timeToLsEvent,dateOfLsGpsWn,dateOfLsGpsDn,reserved1,validCurrLs,validTimeToLsEvent
94532400,0,0,2,18,2,0,31355086,2441,7,0,1,1
94532500,0,0,2,18,2,0,31355086,2441,7,0,1,1
94532600,0,0,2,18,2,0,31355086,2441,7,0,1,1
94532700,0,0,2,18,2,0,31355086,2441,7,0,1,1
94532800,0,0,2,18,2,0,31355086,2441,7,0,1,1
94532900,0,0,2,18,2,0,31355086,2441,7,0,1,1
94533000,0,0,2,18,2,0,31355085,2441,7,0,1,1
94533100,0,0,2,18,2,0,31355085,2441,7,0,1,1
94533200,0,0,2,18,2,0,31355085,2441,7,0,1,1
94533300,0,0,2,18,2,0,31355085,2441,7,0,1,1
94533400,0,0,2,18,2,0,31355085,2441,7,0,1,1
94533500,0,0,2,18,2,0,31355085,2441,7,0,1,1
94533600,0,0,2,18,2,0,31355085,2441,7,0,1,1
94533700,0,0,2,18,2,0,31355085,2441,7,0,1,1
94533800,0,0,2,18,2,0,31355085,2441,7,0,1,1
94533900,0,0,2,18,2,0,31355085,2441,7,0,1,1
94534000,0,0,2,18,2,0,31355084,2441,7,0,1,1
94534100,0,0,2,18,2,0,31355084,2441,7,0,1,1
94534200,0,0,2,18,2,0,31355084,2441,7,0,1,1
94534300,0,0,2,18,2,0,31355084,2441,7,0,1,1
94534400,0,0,2,18,2,0,31355084,2441,7,0,1,1
94534500,0,0,2,18,2,0,31355084,2441,7,0,1,1
94534600,0,0,2,18,2,0,31355084,2441,7,0,1,1
94534700,0,0,2,18,2,0,31355084,2441,7,0,1,1
94534800,0,0,2,18,2,0,31355084,2441,7,0,1,1
94534900,0,0,2,18,2,0,31355084,2441,7,0,1,1
94535000,0,0,2,18,2,0,31355083,2441,7,0,1,1
94535100,0,0,2,18,2,0,31355083,2441,7,0,1,1
94535200,0,0,2,18,2,0,31355083,2441,7,0,1,1
94535300,0,0,2,18,2,0,31355083,2441,7,0,1,1
94535400,0,0,2,18,2,0,31355083,2441,7,0,1,1
94535500,0,0,2,18,2,0,31355083,2441,7,0,1,1
94535600,0,0,2,18,2,0,31355083,2441,7,0,1,1
94535700,0,0,2,18,2,0,31355083,2441,7,0,1,1
94535800,0,0,2,18,2,0,31355083,2441,7,0,1,1
94535900,0,0,2,18,2,0,31355083,2441,7,0,1,1
94536000,0,0,2,18,2,0,31355082,2441,7,0,1,1
94536200,0,0,2,18,2,0,31355082,2441,7,0,1,1
94536300,0,0,2,18,2,0,31355082,2441,7,0,1,1
94536400,0,0,2,18,2,0,31355082,2441,7,0,1,1
94536500,0,0,2,18,2,0,31355082,2441,7,0,1,1
94536600,0,0,2,18,2,0,31355082,2441,7,0,1,1
94536700,0,0,2,18,2,0,31355082,2441,7,0,1,1
94536800,0,0,2,18,2,0,31355082,2441,7,0,1,1
94536900,0,0,2,18,2,0,31355082,2441,7,0,1,1
94537000,0,0,2,18,2,0,31355081,2441,7,0,1,1
94537100,0,0,2,18,2,0,31355081,2441,7,0,1,1
94537200,0,0,2,18,2,0,31355081,2441,7,0,1,1
94537300,0,0,2,18,2,0,31355081,2441,7,0,1,1
94537400,0,0,2,18,2,0,31355081,2441,7,0,1,1
94537500,0,0,2,18,2,0,31355081,2441,7,0,1,1
94537600,0,0,2,18,2,0,31355081,2441,7,0,1,1
94537700,0,0,2,18,2,0,31355081,2441,7,0,1,1
94537800,0,0,2,18,2,0,31355081,2441,7,0,1,1
94537900,0,0,2,18,2,0,31355081,2441,7,0,1,1
94538000,0,0,2,18,2,0,31355080,2441,7,0,1,1
94538200,0,0,2,18,2,0,31355080,2441,7,0,1,1
94538300,0,0,2,18,2,0,31355080,2441,7,0,1,1
94538400,0,0,2,18,2,0,31355080,2441,7,0,1,1
94538500,0,0,2,18,2,0,31355080,2441,7,0,1,1
94538600,0,0,2,18,2,0,31355080,2441,7,0,1,1
94538700,0,0,2,18,2,0,31355080,2441,7,0,1,1
94538800,0,0,2,18,2,0,31355080,2441,7,0,1,1
94538900,0,0,2,18,2,0,31355080,2441,7,0,1,1
94539000,0,0,2,18,2,0,31355079,2441,7,0,1,1
94539100,0,0,2,18,2,0,31355079,2441,7,0,1,1
94539200,0,0,2,18,2,0,31355079,2441,7,0,1,1
94539300,0,0,2,18,2,0,31355079,2441,7,0,1,1
94539400,0,0,2,18,2,0,31355079,2441,7,0,1,1
94539500,0,0,2,18,2,0,31355079,2441,7,0,1,1
94539600,0,0,2,18,2,0,31355079,2441,7,0,1,1
94539700,0,0,2,18,2,0,31355079,2441,7,0,1,1
94539800,0,0,2,18,2,0,31355079,2441,7,0,1,1
94539900,0,0,2,18,2,0,31355079,2441,7,0,1,1
94540000,0,0,2,18,2,0,31355078,2441,7,0,1,1
94540200,0,0,2,18,2,0,31355078,2441,7,0,1,1
94540300,0,0,2,18,2,0,31355078,2441,7,0,1,1
94540400,0,0,2,18,2,0,31355078,2441,7,0,1,1
94540500,0,0,2,18,2,0,31355078,2441,7,0,1,1
94540600,0,0,2,18,2,0,31355078,2441,7,0,1,1
94540700,0,0,2,18,2,0,31355078,2441,7,0,1,1
94540800,0,0,2,18,2,0,31355078,2441,7,0,1,1
94540900,0,0,2,18,2,0,31355078,2441,7,0,1,1
94541000,0,0,2,18,2,0,31355077,2441,7,0,1,1
94541100,0,0,2,18,2,0,31355077,2441,7,0,1,1
94541200,0,0,2,18,2,0,31355077,2441,7,0,1,1
94541300,0,0,2,18,2,0,31355077,2441,7,0,1,1
94541400,0,0,2,18,2,0,31355077,2441,7,0,1,1
94541600,0,0,2,18,2,0,31355077,2441,7,0,1,1
94541700,0,0,2,18,2,0,31355077,2441,7,0,1,1
94541800,0,0,2,18,2,0,31355077,2441,7,0,1,1
94541900,0,0,2,18,2,0,31355077,2441,7,0,1,1
94542000,0,0,2,18,2,0,31355076,2441,7,0,1,1
94542100,0,0,2,18,2,0,31355076,2441,7,0,1,1
94542200,0,0,2,18,2,0,31355076,2441,7,0,1,1
94542300,0,0,2,18,2,0,31355076,2441,7,0,1,1
94542400,0,0,2,18,2,0,31355076,2441,7,0,1,1
94542500,0,0,2,18,2,0,31355076,2441,7,0,1,1
94542600,0,0,2,18,2,0,31355076,2441,7,0,1,1
94542700,0,0,2,18,2,0,31355076,2441,7,0,1,1
94542800,0,0,2,18,2,0,31355076,2441,7,0,1,1
94542900,0,0,2,18,2,0,31355076,2441,7,0,1,1
94543000,0,0,2,18,2,0,31355075,2441,7,0,1,1
94543200,0,0,2,18,2,0,31355075,2441,7,0,1,1
94543300,0,0,2,18,2,0,31355075,2441,7,0,1,1
94543400,0,0,2,18,2,0,31355075,2441,7,0,1,1
94543500,0,0,2,18,2,0,31355075,2441,7,0,1,1
94543600,0,0,2,18,2,0,31355075,2441,7,0,1,1
94543700,0,0,2,18,2,0,31355075,2441,7,0,1,1
94543800,0,0,2,18,2,0,31355075,2441,7,0,1,1
94543900,0,0,2,18,2,0,31355075,2441,7,0,1,1
94544000,0,0,2,18,2,0,31355074,2441,7,0,1,1
94544200,0,0,2,18,2,0,31355074,2441,7,0,1,1
94544300,0,0,2,18,2,0,31355074,2441,7,0,1,1
94544400,0,0,2,18,2,0,31355074,2441,7,0,1,1
94544500,0,0,2,18,2,0,31355074,2441,7,0,1,1
94544600,0,0,2,18,2,0,31355074,2441,7,0,1,1
94544700,0,0,2,18,2,0,31355074,2441,7,0,1,1
94544800,0,0,2,18,2,0,31355074,2441,7,0,1,1
94544900,0,0,2,18,2,0,31355074,2441,7,0,1,1
94545000,0,0,2,18,2,0,31355073,2441,7,0,1,1
94545100,0,0,2,18,2,0,31355073,2441,7,0,1,1
94545200,0,0,2,18,2,0,31355073,2441,7,0,1,1
94545400,0,0,2,18,2,0,31355073,2441,7,0,1,1
94545500,0,0,2,18,2,0,31355073,2441,7,0,1,1
94545600,0,0,2,18,2,0,31355073,2441,7,0,1,1
94545700,0,0,2,18,2,0,31355073,2441,7,0,1,1
94545800,0,0,2,18,2,0,31355073,2441,7,0,1,1
94545900,0,0,2,18,2,0,31355073,2441,7,0,1,1
94546000,0,0,2,18,2,0,31355072,2441,7,0,1,1
94546200,0,0,2,18,2,0,31355072,2441,7,0,1,1
94546300,0,0,2,18,2,0,31355072,2441,7,0,1,1
94546400,0,0,2,18,2,0,31355072,2441,7,0,1,1
94546500,0,0,2,18,2,0,31355072,2441,7,0,1,1
94546600,0,0,2,18,2,0,31355072,2441,7,0,1,1
94546700,0,0,2,18,2,0,31355072,2441,7,0,1,1
94546800,0,0,2,18,2,0,31355072,2441,7,0,1,1
94546900,0,0,2,18,2,0,31355072,2441,7,0,1,1
94547000,0,0,2,18,2,0,31355071,2441,7,0,1,1
94547200,0,0,2,18,2,0,31355071,2441,7,0,1,1
94547300,0,0,2,18,2,0,31355071,2441,7,0,1,1
94547400,0,0,2,18,2,0,31355071,2441,7,0,1,1
94547500,0,0,2,18,2,0,31355071,2441,7,0,1,1
94547600,0,0,2,18,2,0,31355071,2441,7,0,1,1
94547700,0,0,2,18,2,0,31355071,2441,7,0,1,1
94547800,0,0,2,18,2,0,31355071,2441,7,0,1,1
94547900,0,0,2,18,2,0,31355071,2441,7,0,1,1
94548000,0,0,2,18,2,0,31355070,2441,7,0,1,1
94548200,0,0,2,18,2,0,31355070,2441,7,0,1,1
94548300,0,0,2,18,2,0,31355070,2441,7,0,1,1
94548400,0,0,2,18,2,0,31355070,2441,7,0,1,1
94548500,0,0,2,18,2,0,31355070,2441,7,0,1,1
94548600,0,0,2,18,2,0,31355070,2441,7,0,1,1
94548700,0,0,2,18,2,0,31355070,2441,7,0,1,1
94548800,0,0,2,18,2,0,31355070,2441,7,0,1,1
94548900,0,0,2,18,2,0,31355070,2441,7,0,1,1
94549000,0,0,2,18,2,0,31355069,2441,7,0,1,1
94549200,0,0,2,18,2,0,31355069,2441,7,0,1,1
94549300,0,0,2,18,2,0,31355069,2441,7,0,1,1
94549400,0,0,2,18,2,0,31355069,2441,7,0,1,1
94549500,0,0,2,18,2,0,31355069,2441,7,0,1,1
94549600,0,0,2,18,2,0,31355069,2441,7,0,1,1
94549700,0,0,2,18,2,0,31355069,2441,7,0,1,1
94549800,0,0,2,18,2,0,31355069,2441,7,0,1,1
94549900,0,0,2,18,2,0,31355069,2441,7,0,1,1
94550000,0,0,2,18,2,0,31355068,2441,7,0,1,1
94550200,0,0,2,18,2,0,31355068,2441,7,0,1,1
94550300,0,0,2,18,2,0,31355068,2441,7,0,1,1
94550400,0,0,2,18,2,0,31355068,2441,7,0,1,1
94550500,0,0,2,18,2,0,31355068,2441,7,0,1,1
94550600,0,0,2,18,2,0,31355068,2441,7,0,1,1
94550700,0,0,2,18,2,0,31355068,2441,7,0,1,1
94550800,0,0,2,18,2,0,31355068,2441,7,0,1,1
94550900,0,0,2,18,2,0,31355068,2441,7,0,1,1
94551000,0,0,2,18,2,0,31355067,2441,7,0,1,1
94551100,0,0,2,18,2,0,31355067,2441,7,0,1,1
94551200,0,0,2,18,2,0,31355067,2441,7,0,1,1
94551300,0,0,2,18,2,0,31355067,2441,7,0,1,1
94551400,0,0,2,18,2,0,31355067,2441,7,0,1,1
94551500,0,0,2,18,2,0,31355067,2441,7,0,1,1
94551600,0,0,2,18,2,0,31355067,2441,7,0,1,1
94551700,0,0,2,18,2,0,31355067,2441,7,0,1,1
94551800,0,0,2,18,2,0,31355067,2441,7,0,1,1
94551900,0,0,2,18,2,0,31355067,2441,7,0,1,1
94552000,0,0,2,18,2,0,31355066,2441,7,0,1,1
94552200,0,0,2,18,2,0,31355066,2441,7,0,1,1
94552300,0,0,2,18,2,0,31355066,2441,7,0,1,1
94552400,0,0,2,18,2,0,31355066,2441,7,0,1,1
94552500,0,0,2,18,2,0,31355066,2441,7,0,1,1
94552600,0,0,2,18,2,0,31355066,2441,7,0,1,1
94552700,0,0,2,18,2,0,31355066,2441,7,0,1,1
94552800,0,0,2,18,2,0,31355066,2441,7,0,1,1
94552900,0,0,2,18,2,0,31355066,2441,7,0,1,1
94553000,0,0,2,18,2,0,31355065,2441,7,0,1,1
94553100,0,0,2,18,2,0,31355065,2441,7,0,1,1
94553200,0,0,2,18,2,0,31355065,2441,7,0,1,1
94553300,0,0,2,18,2,0,31355065,2441,7,0,1,1
94553400,0,0,2,18,2,0,31355065,2441,7,0,1,1
94553500,0,0,2,18,2,0,31355065,2441,7,0,1,1
94553600,0,0,2,18,2,0,31355065,2441,7,0,1,1
94553700,0,0,2,18,2,0,31355065,2441,7,0,1,1
94553800,0,0,2,18,2,0,31355065,2441,7,0,1,1
94553900,0,0,2,18,2,0,31355065,2441,7,0,1,1
94554000,0,0,2,18,2,0,31355064,2441,7,0,1,1
94554200,0,0,2,18,2,0,31355064,2441,7,0,1,1
94554300,0,0,2,18,2,0,31355064,2441,7,0,1,1
94554400,0,0,2,18,2,0,31355064,2441,7,0,1,1
94554500,0,0,2,18,2,0,31355064,2441,7,0,1,1
94554600,0,0,2,18,2,0,31355064,2441,7,0,1,1
94554700,0,0,2,18,2,0,31355064,2441,7,0,1,1
94554800,0,0,2,18,2,0,31355064,2441,7,0,1,1
94554900,0,0,2,18,2,0,31355064,2441,7,0,1,1
94555000,0,0,2,18,2,0,31355063,2441,7,0,1,1
94555100,0,0,2,18,2,0,31355063,2441,7,0,1,1
94555200,0,0,2,18,2,0,31355063,2441,7,0,1,1
94555300,0,0,2,18,2,0,31355063,2441,7,0,1,1
94555400,0,0,2,18,2,0,31355063,2441,7,0,1,1
94555500,0,0,2,18,2,0,31355063,2441,7,0,1,1
94555600,0,0,2,18,2,0,31355063,2441,7,0,1,1
94555700,0,0,2,18,2,0,31355063,2441,7,0,1,1
94555800,0,0,2,18,2,0,31355063,2441,7,0,1,1
94555900,0,0,2,18,2,0,31355063,2441,7,0,1,1
94556000,0,0,2,18,2,0,31355062,2441,7,0,1,1
94556200,0,0,2,18,2,0,31355062,2441,7,0,1,1
94556300,0,0,2,18,2,0,31355062,2441,7,0,1,1
94556400,0,0,2,18,2,0,31355062,2441,7,0,1,1
94556500,0,0,2,18,2,0,31355062,2441,7,0,1,1
94556600,0,0,2,18,2,0,31355062,2441,7,0,1,1
94556700,0,0,2,18,2,0,31355062,2441,7,0,1,1
94556800,0,0,2,18,2,0,31355062,2441,7,0,1,1
94556900,0,0,2,18,2,0,31355062,2441,7,0,1,1
94557000,0,0,2,18,2,0,31355061,2441,7,0,1,1
94557200,0,0,2,18,2,0,31355061,2441,7,0,1,1
94557300,0,0,2,18,2,0,31355061,2441,7,0,1,1
94557400,0,0,2,18,2,0,31355061,2441,7,0,1,1
94557500,0,0,2,18,2,0,31355061,2441,7,0,1,1
94557600,0,0,2,18,2,0,31355061,2441,7,0,1,1
94557700,0,0,2,18,2,0,31355061,2441,7,0,1,1
94557800,0,0,2,18,2,0,31355061,2441,7,0,1,1
94557900,0,0,2,18,2,0,31355061,2441,7,0,1,1
94558000,0,0,2,18,2,0,31355060,2441,7,0,1,1
94558100,0,0,2,18,2,0,31355060,2441,7,0,1,1
94558200,0,0,2,18,2,0,31355060,2441,7,0,1,1
94558300,0,0,2,18,2,0,31355060,2441,7,0,1,1
94558400,0,0,2,18,2,0,31355060,2441,7,0,1,1
94558500,0,0,2,18,2,0,31355060,2441,7,0,1,1
94558600,0,0,2,18,2,0,31355060,2441,7,0,1,1
94558700,0,0,2,18,2,0,31355060,2441,7,0,1,1
94558800,0,0,2,18,2,0,31355060,2441,7,0,1,1
94558900,0,0,2,18,2,0,31355060,2441,7,0,1,1
94559000,0,0,2,18,2,0,31355059,2441,7,0,1,1
94559100,0,0,2,18,2,0,31355059,2441,7,0,1,1
94559200,0,0,2,18,2,0,31355059,2441,7,0,1,1
94559300,0,0,2,18,2,0,31355059,2441,7,0,1,1
94559400,0,0,2,18,2,0,31355059,2441,7,0,1,1
94559500,0,0,2,18,2,0,31355059,2441,7,0,1,1
94559600,0,0,2,18,2,0,31355059,2441,7,0,1,1
94559700,0,0,2,18,2,0,31355059,2441,7,0,1,1
94559800,0,0,2,18,2,0,31355059,2441,7,0,1,1
94559900,0,0,2,18,2,0,31355059,2441,7,0,1,1
94560000,0,0,2,18,2,0,31355058,2441,7,0,1,1
94560200,0,0,2,18,2,0,31355058,2441,7,0,1,1
94560300,0,0,2,18,2,0,31355058,2441,7,0,1,1
94560400,0,0,2,18,2,0,31355058,2441,7,0,1,1
94560500,0,0,2,18,2,0,31355058,2441,7,0,1,1
94560600,0,0,2,18,2,0,31355058,2441,7,0,1,1
94560700,0,0,2,18,2,0,31355058,2441,7,0,1,1
94560800,0,0,2,18,2,0,31355058,2441,7,0,1,1
94560900,0,0,2,18,2,0,31355058,2441,7,0,1,1
94561000,0,0,2,18,2,0,31355057,2441,7,0,1,1
94561100,0,0,2,18,2,0,31355057,2441,7,0,1,1
94561200,0,0,2,18,2,0,31355057,2441,7,0,1,1
94561300,0,0,2,18,2,0,31355057,2441,7,0,1,1
94561400,0,0,2,18,2,0,31355057,2441,7,0,1,1
94561500,0,0,2,18,2,0,31355057,2441,7,0,1,1
94561600,0,0,2,18,2,0,31355057,2441,7,0,1,1
94561700,0,0,2,18,2,0,31355057,2441,7,0,1,1
94561800,0,0,2,18,2,0,31355057,2441,7,0,1,1
94561900,0,0,2,18,2,0,31355057,2441,7,0,1,1
94562000,0,0,2,18,2,0,31355056,2441,7,0,1,1
94562100,0,0,2,18,2,0,31355056,2441,7,0,1,1
94562200,0,0,2,18,2,0,31355056,2441,7,0,1,1
94562300,0,0,2,18,2,0,31355056,2441,7,0,1,1
94562400,0,0,2,18,2,0,31355056,2441,7,0,1,1
94562500,0,0,2,18,2,0,31355056,2441,7,0,1,1
94562600,0,0,2,18,2,0,31355056,2441,7,0,1,1
94562700,0,0,2,18,2,0,31355056,2441,7,0,1,1
94562800,0,0,2,18,2,0,31355056,2441,7,0,1,1
94562900,0,0,2,18,2,0,31355056,2441,7,0,1,1
94563000,0,0,2,18,2,0,31355055,2441,7,0,1,1
94563100,0,0,2,18,2,0,31355055,2441,7,0,1,1
94563200,0,0,2,18,2,0,31355055,2441,7,0,1,1
94563300,0,0,2,18,2,0,31355055,2441,7,0,1,1
94563400,0,0,2,18,2,0,31355055,2441,7,0,1,1
94563500,0,0,2,18,2,0,31355055,2441,7,0,1,1
94563600,0,0,2,18,2,0,31355055,2441,7,0,1,1
94563700,0,0,2,18,2,0,31355055,2441,7,0,1,1
94563800,0,0,2,18,2,0,31355055,2441,7,0,1,1
94563900,0,0,2,18,2,0,31355055,2441,7,0,1,1
94564000,0,0,2,18,2,0,31355054,2441,7,0,1,1
94564100,0,0,2,18,2,0,31355054,2441,7,0,1,1
94564200,0,0,2,18,2,0,31355054,2441,7,0,1,1
94564300,0,0,2,18,2,0,31355054,2441,7,0,1,1
94564400,0,0,2,18,2,0,31355054,2441,7,0,1,1
94564500,0,0,2,18,2,0,31355054,2441,7,0,1,1
94564600,0,0,2,18,2,0,31355054,2441,7,0,1,1
94564700,0,0,2,18,2,0,31355054,2441,7,0,1,1
94564800,0,0,2,18,2,0,31355054,2441,7,0,1,1
94564900,0,0,2,18,2,0,31355054,2441,7,0,1,1
94565000,0,0,2,18,2,0,31355053,2441,7,0,1,1
94565100,0,0,2,18,2,0,31355053,2441,7,0,1,1
94565200,0,0,2,18,2,0,31355053,2441,7,0,1,1
94565300,0,0,2,18,2,0,31355053,2441,7,0,1,1
94565400,0,0,2,18,2,0,31355053,2441,7,0,1,1
94565500,0,0,2,18,2,0,31355053,2441,7,0,1,1
94565600,0,0,2,18,2,0,31355053,2441,7,0,1,1
94565700,0,0,2,18,2,0,31355053,2441,7,0,1,1
94565800,0,0,2,18,2,0,31355053,2441,7,0,1,1
94565900,0,0,2,18,2,0,31355053,2441,7,0,1,1
94566000,0,0,2,18,2,0,31355052,2441,7,0,1,1
94566100,0,0,2,18,2,0,31355052,2441,7,0,1,1
94566200,0,0,2,18,2,0,31355052,2441,7,0,1,1
94566300,0,0,2,18,2,0,31355052,2441,7,0,1,1
94566400,0,0,2,18,2,0,31355052,2441,7,0,1,1
94566500,0,0,2,18,2,0,31355052,2441,7,0,1,1
94566600,0,0,2,18,2,0,31355052,2441,7,0,1,1
94566700,0,0,2,18,2,0,31355052,2441,7,0,1,1
94566800,0,0,2,18,2,0,31355052,2441,7,0,1,1
94566900,0,0,2,18,2,0,31355052,2441,7,0,1,1
94567000,0,0,2,18,2,0,31355051,2441,7,0,1,1
94567100,0,0,2,18,2,0,31355051,2441,7,0,1,1
94567200,0,0,2,18,2,0,31355051,2441,7,0,1,1
94567300,0,0,2,18,2,0,31355051,2441,7,0,1,1
94567400,0,0,2,18,2,0,31355051,2441,7,0,1,1
94567500,0,0,2,18,2,0,31355051,2441,7,0,1,1
94567600,0,0,2,18,2,0,31355051,2441,7,0,1,1
94567700,0,0,2,18,2,0,31355051,2441,7,0,1,1
94567800,0,0,2,18,2,0,31355051,2441,7,0,1,1
94567900,0,0,2,18,2,0,31355051,2441,7,0,1,1
94568000,0,0,2,18,2,0,31355050,2441,7,0,1,1
94568100,0,0,2,18,2,0,31355050,2441,7,0,1,1
94568200,0,0,2,18,2,0,31355050,2441,7,0,1,1
94568300,0,0,2,18,2,0,31355050,2441,7,0,1,1
94568400,0,0,2,18,2,0,31355050,2441,7,0,1,1
94568500,0,0,2,18,2,0,31355050,2441,7,0,1,1
94568600,0,0,2,18,2,0,31355050,2441,7,0,1,1
94568700,0,0,2,18,2,0,31355050,2441,7,0,1,1
94568800,0,0,2,18,2,0,31355050,2441,7,0,1,1
94568900,0,0,2,18,2,0,31355050,2441,7,0,1,1
94569000,0,0,2,18,2,0,31355049,2441,7,0,1,1
94569100,0,0,2,18,2,0,31355049,2441,7,0,1,1
94569200,0,0,2,18,2,0,31355049,2441,7,0,1,1
94569300,0,0,2,18,2,0,31355049,2441,7,0,1,1
94569400,0,0,2,18,2,0,31355049,2441,7,0,1,1
94569500,0,0,2,18,2,0,31355049,2441,7,0,1,1
94569600,0,0,2,18,2,0,31355049,2441,7,0,1,1
94569700,0,0,2,18,2,0,31355049,2441,7,0,1,1
94569800,0,0,2,18,2,0,31355049,2441,7,0,1,1
94569900,0,0,2,18,2,0,31355049,2441,7,0,1,1
94570000,0,0,2,18,2,0,31355048,2441,7,0,1,1
94570100,0,0,2,18,2,0,31355048,2441,7,0,1,1
94570200,0,0,2,18,2,0,31355048,2441,7,0,1,1
94570300,0,0,2,18,2,0,31355048,2441,7,0,1,1
94570400,0,0,2,18,2,0,31355048,2441,7,0,1,1
94570500,0,0,2,18,2,0,31355048,2441,7,0,1,1
94570600,0,0,2,18,2,0,31355048,2441,7,0,1,1
94570700,0,0,2,18,2,0,31355048,2441,7,0,1,1
94570800,0,0,2,18,2,0,31355048,2441,7,0,1,1
94570900,0,0,2,18,2,0,31355048,2441,7,0,1,1
94571000,0,0,2,18,2,0,31355047,2441,7,0,1,1
94571100,0,0,2,18,2,0,31355047,2441,7,0,1,1
94571200,0,0,2,18,2,0,31355047,2441,7,0,1,1
94571300,0,0,2,18,2,0,31355047,2441,7,0,1,1
94571400,0,0,2,18,2,0,31355047,2441,7,0,1,1
94571500,0,0,2,18,2,0,31355047,2441,7,0,1,1
94571600,0,0,2,18,2,0,31355047,2441,7,0,1,1
94571700,0,0,2,18,2,0,31355047,2441,7,0,1,1
94571800,0,0,2,18,2,0,31355047,2441,7,0,1,1
94571900,0,0,2,18,2,0,31355047,2441,7,0,1,1
94572000,0,0,2,18,2,0,31355046,2441,7,0,1,1
94572100,0,0,2,18,2,0,31355046,2441,7,0,1,1
94572200,0,0,2,18,2,0,31355046,2441,7,0,1,1
94572300,0,0,2,18,2,0,31355046,2441,7,0,1,1
94572400,0,0,2,18,2,0,31355046,2441,7,0,1,1
94572500,0,0,2,18,2,0,31355046,2441,7,0,1,1
94572600,0,0,2,18,2,0,31355046,2441,7,0,1,1
94572700,0,0,2,18,2,0,31355046,2441,7,0,1,1
94572800,0,0,2,18,2,0,31355046,2441,7,0,1,1
94572900,0,0,2,18,2,0,31355046,2441,7,0,1,1
94573000,0,0,2,18,2,0,31355045,2441,7,0,1,1
94573100,0,0,2,18,2,0,31355045,2441,7,0,1,1
94573200,0,0,2,18,2,0,31355045,2441,7,0,1,1
94573300,0,0,2,18,2,0,31355045,2441,7,0,1,1
94573400,0,0,2,18,2,0,31355045,2441,7,0,1,1
94573500,0,0,2,18,2,0,31355045,2441,7,0,1,1
94573600,0,0,2,18,2,0,31355045,2441,7,0,1,1
94573700,0,0,2,18,2,0,31355045,2441,7,0,1,1
94573800,0,0,2,18,2,0,31355045,2441,7,0,1,1
94573900,0,0,2,18,2,0,31355045,2441,7,0,1,1
94574000,0,0,2,18,2,0,31355044,2441,7,0,1,1
94574100,0,0,2,18,2,0,31355044,2441,7,0,1,1
94574200,0,0,2,18,2,0,31355044,2441,7,0,1,1
94574300,0,0,2,18,2,0,31355044,2441,7,0,1,1
94574400,0,0,2,18,2,0,31355044,2441,7,0,1,1
94574500,0,0,2,18,2,0,31355044,2441,7,0,1,1
94574600,0,0,2,18,2,0,31355044,2441,7,0,1,1
94574700,0,0,2,18,2,0,31355044,2441,7,0,1,1
94574800,0,0,2,18,2,0,31355044,2441,7,0,1,1
94574900,0,0,2,18,2,0,31355044,2441,7,0,1,1
94575000,0,0,2,18,2,0,31355043,2441,7,0,1,1
94575100,0,0,2,18,2,0,31355043,2441,7,0,1,1
94575200,0,0,2,18,2,0,31355043,2441,7,0,1,1
94575300,0,0,2,18,2,0,31355043,2441,7,0,1,1
94575400,0,0,2,18,2,0,31355043,2441,7,0,1,1
94575500,0,0,2,18,2,0,31355043,2441,7,0,1,1
94575600,0,0,2,18,2,0,31355043,2441,7,0,1,1
94575700,0,0,2,18,2,0,31355043,2441,7,0,1,1
94575800,0,0,2,18,2,0,31355043,2441,7,0,1,1
94575900,0,0,2,18,2,0,31355043,2441,7,0,1,1
94576000,0,0,2,18,2,0,31355042,2441,7,0,1,1
94576100,0,0,2,18,2,0,31355042,2441,7,0,1,1
94576200,0,0,2,18,2,0,31355042,2441,7,0,1,1
94576300,0,0,2,18,2,0,31355042,2441,7,0,1,1
94576400,0,0,2,18,2,0,31355042,2441,7,0,1,1
94576500,0,0,2,18,2,0,31355042,2441,7,0,1,1
94576600,0,0,2,18,2,0,31355042,2441,7,0,1,1
94576700,0,0,2,18,2,0,31355042,2441,7,0,1,1
94576800,0,0,2,18,2,0,31355042,2441,7,0,1,1
94576900,0,0,2,18,2,0,31355042,2441,7,0,1,1
94577000,0,0,2,18,2,0,31355041,2441,7,0,1,1
94577100,0,0,2,18,2,0,31355041,2441,7,0,1,1
94577200,0,0,2,18,2,0,31355041,2441,7,0,1,1
94577300,0,0,2,18,2,0,31355041,2441,7,0,1,1
94577400,0,0,2,18,2,0,31355041,2441,7,0,1,1
94577500,0,0,2,18,2,0,31355041,2441,7,0,1,1
94577600,0,0,2,18,2,0,31355041,2441,7,0,1,1
94577700,0,0,2,18,2,0,31355041,2441,7,0,1,1
94577800,0,0,2,18,2,0,31355041,2441,7,0,1,1
94577900,0,0,2,18,2,0,31355041,2441,7,0,1,1
94578000,0,0,2,18,2,0,31355040,2441,7,0,1,1
94578100,0,0,2,18,2,0,31355040,2441,7,0,1,1
94578200,0,0,2,18,2,0,31355040,2441,7,0,1,1
94578300,0,0,2,18,2,0,31355040,2441,7,0,1,1
94578400,0,0,2,18,2,0,31355040,2441,7,0,1,1
94578500,0,0,2,18,2,0,31355040,2441,7,0,1,1
94578600,0,0,2,18,2,0,31355040,2441,7,0,1,1
94578700,0,0,2,18,2,0,31355040,2441,7,0,1,1
94578800,0,0,2,18,2,0,31355040,2441,7,0,1,1
