version,reserved0,invalidLlh,iTOW,lon,lat,height,hMSL,hAcc,vAcc
0,0,0,94487000,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94487100,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94487200,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94487300,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94487400,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94487500,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94487600,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94487700,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94487800,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94487900,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94488100,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94488200,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94488300,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94488400,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94488500,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94488600,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94488700,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94488800,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94488900,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94489000,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94489100,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94489200,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94489300,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94489400,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94489500,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94489600,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94489700,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94489800,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94489900,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94490000,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94490100,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94490200,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94490300,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94490400,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94490500,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94490600,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94490700,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94490800,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94490900,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94491000,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94491100,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94491200,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94491300,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
0,0,0,94491400,114.180172803,22.305641606,16797.4,18410.2,1608.6,1137.4
