iTOW,version,numSigs,reserved0,gnssId_01,svId_01,sigId_01,freqId_01,prRes_01,cno_01,qualityInd_01,corrSource_01,ionoModel_01,health_01,prSmoothed_01,prUsed_01,crUsed_01,doUsed_01,prCorrUsed_01,crCorrUsed_01,doCorrUsed_01,authStatus_01,reserved1_01,gnssId_02,svId_02,sigId_02,freqId_02,prRes_02,cno_02,qualityInd_02,corrSource_02,ionoModel_02,health_02,prSmoothed_02,prUsed_02,crUsed_02,doUsed_02,prCorrUsed_02,crCorrUsed_02,doCorrUsed_02,authStatus_02,reserved1_02,gnssId_03,svId_03,sigId_03,freqId_03,prRes_03,cno_03,qualityInd_03,corrSource_03,ionoModel_03,health_03,prSmoothed_03,prUsed_03,crUsed_03,doUsed_03,prCorrUsed_03,crCorrUsed_03,doCorrUsed_03,authStatus_03,reserved1_03,gnssId_04,svId_04,sigId_04,freqId_04,prRes_04,cno_04,qualityInd_04,corrSource_04,ionoModel_04,health_04,prSmoothed_04,prUsed_04,crUsed_04,doUsed_04,prCorrUsed_04,crCorrUsed_04,doCorrUsed_04,authStatus_04,reserved1_04,gnssId_05,svId_05,sigId_05,freqId_05,prRes_05,cno_05,qualityInd_05,corrSource_05,ionoModel_05,health_05,prSmoothed_05,prUsed_05,crUsed_05,doUsed_05,prCorrUsed_05,crCorrUsed_05,doCorrUsed_05,authStatus_05,reserved1_05,gnssId_06,svId_06,sigId_06,freqId_06,prRes_06,cno_06,qualityInd_06,corrSource_06,ionoModel_06,health_06,prSmoothed_06,prUsed_06,crUsed_06,doUsed_06,prCorrUsed_06,crCorrUsed_06,doCorrUsed_06,authStatus_06,reserved1_06,gnssId_07,svId_07,sigId_07,freqId_07,prRes_07,cno_07,qualityInd_07,corrSource_07,ionoModel_07,health_07,prSmoothed_07,prUsed_07,crUsed_07,doUsed_07,prCorrUsed_07,crCorrUsed_07,doCorrUsed_07,authStatus_07,reserved1_07,gnssId_08,svId_08,sigId_08,freqId_08,prRes_08,cno_08,qualityInd_08,corrSource_08,ionoModel_08,health_08,prSmoothed_08,prUsed_08,crUsed_08,doUsed_08,prCorrUsed_08,crCorrUsed_08,doCorrUsed_08,authStatus_08,reserved1_08,gnssId_09,svId_09,sigId_09,freqId_09,prRes_09,cno_09,qualityInd_09,corrSource_09,ionoModel_09,health_09,prSmoothed_09,prUsed_09,crUsed_09,doUsed_09,prCorrUsed_09,crCorrUsed_09,doCorrUsed_09,authStatus_09,reserved1_09,gnssId_10,svId_10,sigId_10,freqId_10,prRes_10,cno_10,qualityInd_10,corrSource_10,ionoModel_10,health_10,prSmoothed_10,prUsed_10,crUsed_10,doUsed_10,prCorrUsed_10,crCorrUsed_10,doCorrUsed_10,authStatus_10,reserved1_10,gnssId_11,svId_11,sigId_11,freqId_11,prRes_11,cno_11,qualityInd_11,corrSource_11,ionoModel_11,health_11,prSmoothed_11,prUsed_11,crUsed_11,doUsed_11,prCorrUsed_11,crCorrUsed_11,doCorrUsed_11,authStatus_11,reserved1_11,gnssId_12,svId_12,sigId_12,freqId_12,prRes_12,cno_12,qualityInd_12,corrSource_12,ionoModel_12,health_12,prSmoothed_12,prUsed_12,crUsed_12,doUsed_12,prCorrUsed_12,crCorrUsed_12,doCorrUsed_12,authStatus_12,reserved1_12,gnssId_13,svId_13,sigId_13,freqId_13,prRes_13,cno_13,qualityInd_13,corrSource_13,ionoModel_13,health_13,prSmoothed_13,prUsed_13,crUsed_13,doUsed_13,prCorrUsed_13,crCorrUsed_13,doCorrUsed_13,authStatus_13,reserved1_13,gnssId_14,svId_14,sigId_14,freqId_14,prRes_14,cno_14,qualityInd_14,corrSource_14,ionoModel_14,health_14,prSmoothed_14,prUsed_14,crUsed_14,doUsed_14,prCorrUsed_14,crCorrUsed_14,doCorrUsed_14,authStatus_14,reserved1_14,gnssId_15,svId_15,sigId_15,freqId_15,prRes_15,cno_15,qualityInd_15,corrSource_15,ionoModel_15,health_15,prSmoothed_15,prUsed_15,crUsed_15,doUsed_15,prCorrUsed_15,crCorrUsed_15,doCorrUsed_15,authStatus_15,reserved1_15,gnssId_16,svId_16,sigId_16,freqId_16,prRes_16,cno_16,qualityInd_16,corrSource_16,ionoModel_16,health_16,prSmoothed_16,prUsed_16,crUsed_16,doUsed_16,prCorrUsed_16,crCorrUsed_16,doCorrUsed_16,authStatus_16,reserved1_16,gnssId_17,svId_17,sigId_17,freqId_17,prRes_17,cno_17,qualityInd_17,corrSource_17,ionoModel_17,health_17,prSmoothed_17,prUsed_17,crUsed_17,doUsed_17,prCorrUsed_17,crCorrUsed_17,doCorrUsed_17,authStatus_17,reserved1_17,gnssId_18,svId_18,sigId_18,freqId_18,prRes_18,cno_18,qualityInd_18,corrSource_18,ionoModel_18,health_18,prSmoothed_18,prUsed_18,crUsed_18,doUsed_18,prCorrUsed_18,crCorrUsed_18,doCorrUsed_18,authStatus_18,reserved1_18,gnssId_19,svId_19,sigId_19,freqId_19,prRes_19,cno_19,qualityInd_19,corrSource_19,ionoModel_19,health_19,prSmoothed_19,prUsed_19,crUsed_19,doUsed_19,prCorrUsed_19,crCorrUsed_19,doCorrUsed_19,authStatus_19,reserved1_19,gnssId_20,svId_20,sigId_20,freqId_20,prRes_20,cno_20,qualityInd_20,corrSource_20,ionoModel_20,health_20,prSmoothed_20,prUsed_20,crUsed_20,doUsed_20,prCorrUsed_20,crCorrUsed_20,doCorrUsed_20,authStatus_20,reserved1_20,gnssId_21,svId_21,sigId_21,freqId_21,prRes_21,cno_21,qualityInd_21,corrSource_21,ionoModel_21,health_21,prSmoothed_21,prUsed_21,crUsed_21,doUsed_21,prCorrUsed_21,crCorrUsed_21,doCorrUsed_21,authStatus_21,reserved1_21,gnssId_22,svId_22,sigId_22,freqId_22,prRes_22,cno_22,qualityInd_22,corrSource_22,ionoModel_22,health_22,prSmoothed_22,prUsed_22,crUsed_22,doUsed_22,prCorrUsed_22,crCorrUsed_22,doCorrUsed_22,authStatus_22,reserved1_22,gnssId_23,svId_23,sigId_23,freqId_23,prRes_23,cno_23,qualityInd_23,corrSource_23,ionoModel_23,health_23,prSmoothed_23,prUsed_23,crUsed_23,doUsed_23,prCorrUsed_23,crCorrUsed_23,doCorrUsed_23,authStatus_23,reserved1_23,gnssId_24,svId_24,sigId_24,freqId_24,prRes_24,cno_24,qualityInd_24,corrSource_24,ionoModel_24,health_24,prSmoothed_24,prUsed_24,crUsed_24,doUsed_24,prCorrUsed_24,crCorrUsed_24,doCorrUsed_24,authStatus_24,reserved1_24,gnssId_25,svId_25,sigId_25,freqId_25,prRes_25,cno_25,qualityInd_25,corrSource_25,ionoModel_25,health_25,prSmoothed_25,prUsed_25,crUsed_25,doUsed_25,prCorrUsed_25,crCorrUsed_25,doCorrUsed_25,authStatus_25,reserved1_25,gnssId_26,svId_26,sigId_26,freqId_26,prRes_26,cno_26,qualityInd_26,corrSource_26,ionoModel_26,health_26,prSmoothed_26,prUsed_26,crUsed_26,doUsed_26,prCorrUsed_26,crCorrUsed_26,doCorrUsed_26,authStatus_26,reserved1_26,gnssId_27,svId_27,sigId_27,freqId_27,prRes_27,cno_27,qualityInd_27,corrSource_27,ionoModel_27,health_27,prSmoothed_27,prUsed_27,crUsed_27,doUsed_27,prCorrUsed_27,crCorrUsed_27,doCorrUsed_27,authStatus_27,reserved1_27,gnssId_28,svId_28,sigId_28,freqId_28,prRes_28,cno_28,qualityInd_28,corrSource_28,ionoModel_28,health_28,prSmoothed_28,prUsed_28,crUsed_28,doUsed_28,prCorrUsed_28,crCorrUsed_28,doCorrUsed_28,authStatus_28,reserved1_28,gnssId_29,svId_29,sigId_29,freqId_29,prRes_29,cno_29,qualityInd_29,corrSource_29,ionoModel_29,health_29,prSmoothed_29,prUsed_29,crUsed_29,doUsed_29,prCorrUsed_29,crCorrUsed_29,doCorrUsed_29,authStatus_29,reserved1_29,gnssId_30,svId_30,sigId_30,freqId_30,prRes_30,cno_30,qualityInd_30,corrSource_30,ionoModel_30,health_30,prSmoothed_30,prUsed_30,crUsed_30,doUsed_30,prCorrUsed_30,crCorrUsed_30,doCorrUsed_30,authStatus_30,reserved1_30,gnssId_31,svId_31,sigId_31,freqId_31,prRes_31,cno_31,qualityInd_31,corrSource_31,ionoModel_31,health_31,prSmoothed_31,prUsed_31,crUsed_31,doUsed_31,prCorrUsed_31,crCorrUsed_31,doCorrUsed_31,authStatus_31,reserved1_31,gnssId_32,svId_32,sigId_32,freqId_32,prRes_32,cno_32,qualityInd_32,corrSource_32,ionoModel_32,health_32,prSmoothed_32,prUsed_32,crUsed_32,doUsed_32,prCorrUsed_32,crCorrUsed_32,doCorrUsed_32,authStatus_32,reserved1_32,gnssId_33,svId_33,sigId_33,freqId_33,prRes_33,cno_33,qualityInd_33,corrSource_33,ionoModel_33,health_33,prSmoothed_33,prUsed_33,crUsed_33,doUsed_33,prCorrUsed_33,crCorrUsed_33,doCorrUsed_33,authStatus_33,reserved1_33,gnssId_34,svId_34,sigId_34,freqId_34,prRes_34,cno_34,qualityInd_34,corrSource_34,ionoModel_34,health_34,prSmoothed_34,prUsed_34,crUsed_34,doUsed_34,prCorrUsed_34,crCorrUsed_34,doCorrUsed_34,authStatus_34,reserved1_34,gnssId_35,svId_35,sigId_35,freqId_35,prRes_35,cno_35,qualityInd_35,corrSource_35,ionoModel_35,health_35,prSmoothed_35,prUsed_35,crUsed_35,doUsed_35,prCorrUsed_35,crCorrUsed_35,doCorrUsed_35,authStatus_35,reserved1_35,gnssId_36,svId_36,sigId_36,freqId_36,prRes_36,cno_36,qualityInd_36,corrSource_36,ionoModel_36,health_36,prSmoothed_36,prUsed_36,crUsed_36,doUsed_36,prCorrUsed_36,crCorrUsed_36,doCorrUsed_36,authStatus_36,reserved1_36,gnssId_37,svId_37,sigId_37,freqId_37,prRes_37,cno_37,qualityInd_37,corrSource_37,ionoModel_37,health_37,prSmoothed_37,prUsed_37,crUsed_37,doUsed_37,prCorrUsed_37,crCorrUsed_37,doCorrUsed_37,authStatus_37,reserved1_37,gnssId_38,svId_38,sigId_38,freqId_38,prRes_38,cno_38,qualityInd_38,corrSource_38,ionoModel_38,health_38,prSmoothed_38,prUsed_38,crUsed_38,doUsed_38,prCorrUsed_38,crCorrUsed_38,doCorrUsed_38,authStatus_38,reserved1_38,gnssId_39,svId_39,sigId_39,freqId_39,prRes_39,cno_39,qualityInd_39,corrSource_39,ionoModel_39,health_39,prSmoothed_39,prUsed_39,crUsed_39,doUsed_39,prCorrUsed_39,crCorrUsed_39,doCorrUsed_39,authStatus_39,reserved1_39,gnssId_40,svId_40,sigId_40,freqId_40,prRes_40,cno_40,qualityInd_40,corrSource_40,ionoModel_40,health_40,prSmoothed_40,prUsed_40,crUsed_40,doUsed_40,prCorrUsed_40,crCorrUsed_40,doCorrUsed_40,authStatus_40,reserved1_40,gnssId_41,svId_41,sigId_41,freqId_41,prRes_41,cno_41,qualityInd_41,corrSource_41,ionoModel_41,health_41,prSmoothed_41,prUsed_41,crUsed_41,doUsed_41,prCorrUsed_41,crCorrUsed_41,doCorrUsed_41,authStatus_41,reserved1_41,gnssId_42,svId_42,sigId_42,freqId_42,prRes_42,cno_42,qualityInd_42,corrSource_42,ionoModel_42,health_42,prSmoothed_42,prUsed_42,crUsed_42,doUsed_42,prCorrUsed_42,crCorrUsed_42,doCorrUsed_42,authStatus_42,reserved1_42,gnssId_43,svId_43,sigId_43,freqId_43,prRes_43,cno_43,qualityInd_43,corrSource_43,ionoModel_43,health_43,prSmoothed_43,prUsed_43,crUsed_43,doUsed_43,prCorrUsed_43,crCorrUsed_43,doCorrUsed_43,authStatus_43,reserved1_43,gnssId_44,svId_44,sigId_44,freqId_44,prRes_44,cno_44,qualityInd_44,corrSource_44,ionoModel_44,health_44,prSmoothed_44,prUsed_44,crUsed_44,doUsed_44,prCorrUsed_44,crCorrUsed_44,doCorrUsed_44,authStatus_44,reserved1_44,gnssId_45,svId_45,sigId_45,freqId_45,prRes_45,cno_45,qualityInd_45,corrSource_45,ionoModel_45,health_45,prSmoothed_45,prUsed_45,crUsed_45,doUsed_45,prCorrUsed_45,crCorrUsed_45,doCorrUsed_45,authStatus_45,reserved1_45,gnssId_46,svId_46,sigId_46,freqId_46,prRes_46,cno_46,qualityInd_46,corrSource_46,ionoModel_46,health_46,prSmoothed_46,prUsed_46,crUsed_46,doUsed_46,prCorrUsed_46,crCorrUsed_46,doCorrUsed_46,authStatus_46,reserved1_46,gnssId_47,svId_47,sigId_47,freqId_47,prRes_47,cno_47,qualityInd_47,corrSource_47,ionoModel_47,health_47,prSmoothed_47,prUsed_47,crUsed_47,doUsed_47,prCorrUsed_47,crCorrUsed_47,doCorrUsed_47,authStatus_47,reserved1_47,gnssId_48,svId_48,sigId_48,freqId_48,prRes_48,cno_48,qualityInd_48,corrSource_48,ionoModel_48,health_48,prSmoothed_48,prUsed_48,crUsed_48,doUsed_48,prCorrUsed_48,crCorrUsed_48,doCorrUsed_48,authStatus_48,reserved1_48,gnssId_49,svId_49,sigId_49,freqId_49,prRes_49,cno_49,qualityInd_49,corrSource_49,ionoModel_49,health_49,prSmoothed_49,prUsed_49,crUsed_49,doUsed_49,prCorrUsed_49,crCorrUsed_49,doCorrUsed_49,authStatus_49,reserved1_49,gnssId_50,svId_50,sigId_50,freqId_50,prRes_50,cno_50,qualityInd_50,corrSource_50,ionoModel_50,health_50,prSmoothed_50,prUsed_50,crUsed_50,doUsed_50,prCorrUsed_50,crCorrUsed_50,doCorrUsed_50,authStatus_50,reserved1_50,gnssId_51,svId_51,sigId_51,freqId_51,prRes_51,cno_51,qualityInd_51,corrSource_51,ionoModel_51,health_51,prSmoothed_51,prUsed_51,crUsed_51,doUsed_51,prCorrUsed_51,crCorrUsed_51,doCorrUsed_51,authStatus_51,reserved1_51,gnssId_52,svId_52,sigId_52,freqId_52,prRes_52,cno_52,qualityInd_52,corrSource_52,ionoModel_52,health_52,prSmoothed_52,prUsed_52,crUsed_52,doUsed_52,prCorrUsed_52,crCorrUsed_52,doCorrUsed_52,authStatus_52,reserved1_52,gnssId_53,svId_53,sigId_53,freqId_53,prRes_53,cno_53,qualityInd_53,corrSource_53,ionoModel_53,health_53,prSmoothed_53,prUsed_53,crUsed_53,doUsed_53,prCorrUsed_53,crCorrUsed_53,doCorrUsed_53,authStatus_53,reserved1_53
569587000,0,53,0,0,1,0,0,0.5,40,7,0,3,1,0,1,0,1,0,0,0,0,1,0,1,3,0,1.3,39,7,0,3,1,0,1,0,1,0,0,0,0,1,0,3,0,0,0.0,46,7,0,3,1,0,1,0,1,0,0,0,0,1,0,3,3,0,-1.1,42,7,0,3,1,0,1,0,1,0,0,0,0,1,0,6,0,0,0.8,31,7,0,3,1,0,1,0,1,0,0,0,0,1,0,7,0,0,-4.9,33,7,0,3,1,0,1,0,1,0,0,0,0,1,0,11,0,0,0.0,27,3,0,0,1,0,0,0,0,0,0,0,0,0,0,11,4,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,-0.4,45,7,0,3,1,0,1,0,1,0,0,0,0,1,0,14,3,0,0.9,46,7,0,3,1,0,1,0,1,0,0,0,0,1,0,17,0,0,-0.3,44,7,0,3,1,0,1,0,1,0,0,0,0,1,0,17,3,0,1.2,41,7,0,3,1,0,1,0,1,0,0,0,0,1,0,19,0,0,0.0,41,7,0,3,1,0,1,0,1,0,0,0,0,1,0,22,0,0,-0.8,45,7,0,3,1,0,1,0,1,0,0,0,0,1,0,22,4,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,-1.0,42,7,0,3,1,0,1,0,1,0,0,0,0,1,0,30,3,0,-4.8,37,7,0,3,1,0,1,0,1,0,0,0,0,1,1,128,0,0,0.0,44,7,0,0,0,0,0,0,0,0,0,0,0,0,1,129,0,0,0.0,45,7,0,0,0,0,0,0,0,0,0,0,0,0,1,137,0,0,0.0,40,7,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0.1,45,7,0,3,1,0,1,0,1,0,0,0,0,1,2,13,6,0,-0.4,45,5,0,3,1,0,1,0,1,0,0,0,0,1,2,15,0,0,-0.9,45,7,0,3,1,0,1,0,1,0,0,0,0,1,2,15,6,0,1.4,45,5,0,3,1,0,1,0,0,0,0,0,0,1,2,18,0,0,0.0,48,7,0,0,2,0,0,0,0,0,0,0,0,0,2,18,6,0,0.0,45,5,0,0,2,0,0,0,0,0,0,0,0,0,2,27,0,0,0.0,44,7,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0.0,42,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,-1.0,41,7,0,3,1,0,1,0,1,0,0,0,0,1,3,6,2,0,-2.3,39,6,0,3,1,0,1,0,1,0,0,0,0,1,3,7,0,0,-0.3,42,7,0,3,1,0,1,0,1,0,0,0,0,1,3,7,2,0,3.4,44,6,0,3,1,0,1,0,1,0,0,0,0,1,3,9,0,0,0.9,43,7,0,3,1,0,1,0,1,0,0,0,0,1,3,9,2,0,-1.8,44,7,0,3,1,0,1,0,1,0,0,0,0,1,3,10,2,0,2.5,45,7,0,3,1,0,1,0,1,0,0,0,0,1,3,10,0,0,-0.1,41,7,0,3,1,0,1,0,1,0,0,0,0,1,3,24,0,0,0.0,44,7,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0.0,47,7,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0.0,45,7,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0.0,45,7,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1.0,42,7,0,3,1,0,1,0,1,0,0,0,0,1,5,3,0,0,0.1,44,7,0,3,1,0,1,0,1,0,0,0,0,1,5,7,0,0,1.0,36,7,0,3,1,0,1,0,1,0,0,0,0,1,6,10,0,0,3.6,41,7,0,3,1,0,1,0,1,0,0,0,0,1,6,10,2,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,11,0,7,-2.6,50,7,0,3,1,0,1,0,1,0,0,0,0,1,6,11,2,7,0.0,46,7,0,3,1,0,1,0,1,0,0,0,0,1,6,12,0,6,0.4,41,7,0,3,1,0,1,0,1,0,0,0,0,1,6,12,2,6,0.4,41,7,0,3,1,0,1,0,1,0,0,0,0,1,6,21,0,11,-6.2,49,7,0,3,1,0,1,0,1,0,0,0,0,1,6,21,2,11,-1.3,43,7,0,3,1,0,1,0,1,0,0,0,0,1,6,22,0,4,6.0,38,7,0,3,1,0,1,0,1,0,0,0,0,1,6,22,2,4,-11.6,36,7,0,3,1,0,1,0,1,0,0,0,0,1
569588000,0,59,0,0,1,0,0,0.5,40,7,0,3,1,0,1,0,1,0,0,0,0,1,0,1,3,0,1.0,39,7,0,3,1,0,1,0,1,0,0,0,0,1,0,3,0,0,0.0,46,7,0,3,1,0,1,0,1,0,0,0,0,1,0,3,3,0,-1.4,42,7,0,3,1,0,1,0,1,0,0,0,0,1,0,6,0,0,0.7,31,7,0,3,1,0,1,0,1,0,0,0,0,1,0,6,3,0,-65.8,30,5,0,3,1,0,0,0,1,0,0,0,0,1,0,7,0,0,-4.5,34,7,0,3,1,0,1,0,1,0,0,0,0,1,0,7,3,0,-114.2,27,3,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,4,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,-0.4,45,7,0,3,1,0,1,0,1,0,0,0,0,1,0,14,3,0,0.7,46,7,0,3,1,0,1,0,1,0,0,0,0,1,0,17,0,0,-0.3,44,7,0,3,1,0,1,0,1,0,0,0,0,1,0,17,3,0,1.0,41,7,0,3,1,0,1,0,1,0,0,0,0,1,0,19,0,0,0.1,41,7,0,3,1,0,1,0,1,0,0,0,0,1,0,19,4,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,-0.7,45,7,0,3,1,0,1,0,1,0,0,0,0,1,0,22,4,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,-1.1,42,7,0,3,1,0,1,0,1,0,0,0,0,1,0,30,3,0,-5.0,37,7,0,3,1,0,1,0,1,0,0,0,0,1,1,128,0,0,0.0,44,7,0,0,0,0,0,0,0,0,0,0,0,0,1,129,0,0,0.0,45,7,0,0,0,0,0,0,0,0,0,0,0,0,1,137,0,0,0.0,40,7,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0.3,45,7,0,3,1,0,1,0,1,0,0,0,0,1,2,13,6,0,-0.3,45,7,0,3,1,0,1,0,1,0,0,0,0,1,2,15,0,0,-0.8,45,7,0,3,1,0,1,0,1,0,0,0,0,1,2,15,6,0,0.9,46,7,0,3,1,0,1,0,1,0,0,0,0,1,2,18,0,0,0.0,48,7,0,0,2,0,0,0,0,0,0,0,0,0,2,18,6,0,0.0,46,7,0,0,2,0,0,0,0,0,0,0,0,0,2,27,0,0,0.0,44,7,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0.0,42,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,-0.9,41,7,0,3,1,0,1,0,1,0,0,0,0,1,3,6,2,0,-1.8,39,6,0,3,1,0,1,0,1,0,0,0,0,1,3,7,0,0,-0.2,42,7,0,3,1,0,1,0,1,0,0,0,0,1,3,7,2,0,3.6,43,6,0,3,1,0,1,0,1,0,0,0,0,1,3,9,0,0,0.8,43,7,0,3,1,0,1,0,1,0,0,0,0,1,3,9,2,0,-1.8,44,7,0,3,1,0,1,0,1,0,0,0,0,1,3,10,2,0,2.6,44,7,0,3,1,0,1,0,1,0,0,0,0,1,3,10,0,0,0.0,41,7,0,3,1,0,1,0,1,0,0,0,0,1,3,24,0,0,0.0,44,7,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0.0,47,7,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0.0,45,7,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0.0,45,7,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1.0,42,7,0,3,1,0,1,0,1,0,0,0,0,1,5,2,5,0,4.6,44,5,0,3,1,0,1,0,1,0,0,0,0,1,5,3,0,0,0.1,44,7,0,3,1,0,1,0,1,0,0,0,0,1,5,3,5,0,-118.1,38,5,0,3,1,0,0,0,1,0,0,0,0,1,5,7,0,0,1.1,36,7,0,3,1,0,1,0,1,0,0,0,0,1,5,7,5,0,-4.3,40,5,0,3,1,0,1,0,1,0,0,0,0,1,6,10,0,0,3.6,41,7,0,3,1,0,1,0,1,0,0,0,0,1,6,10,2,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,11,0,7,-2.5,50,7,0,3,1,0,1,0,1,0,0,0,0,1,6,11,2,7,0.0,46,7,0,3,1,0,1,0,1,0,0,0,0,1
569589000,0,58,0,0,1,0,0,0.5,40,7,0,3,1,0,1,0,1,0,0,0,0,1,0,1,3,0,1.0,39,7,0,3,1,0,1,0,1,0,0,0,0,1,0,3,0,0,-0.1,46,7,0,3,1,0,1,0,1,0,0,0,0,1,0,3,3,0,-1.4,41,7,0,3,1,0,1,0,1,0,0,0,0,1,0,6,0,0,0.9,32,7,0,3,1,0,1,0,1,0,0,0,0,1,0,6,3,0,-45.6,31,7,0,3,1,0,1,0,1,0,0,0,0,1,0,7,0,0,-4.2,33,7,0,3,1,0,1,0,1,0,0,0,0,1,0,7,3,0,-63.6,27,5,0,3,1,0,0,0,1,0,0,0,0,1,0,11,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,4,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,-0.4,45,7,0,3,1,0,1,0,1,0,0,0,0,1,0,14,3,0,0.5,46,7,0,3,1,0,1,0,1,0,0,0,0,1,0,17,0,0,-0.3,44,7,0,3,1,0,1,0,1,0,0,0,0,1,0,17,3,0,1.0,41,7,0,3,1,0,1,0,1,0,0,0,0,1,0,19,0,0,0.0,41,7,0,3,1,0,1,0,1,0,0,0,0,1,0,19,4,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,-0.8,45,7,0,3,1,0,1,0,1,0,0,0,0,1,0,22,4,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,-0.9,42,7,0,3,1,0,1,0,1,0,0,0,0,1,0,30,3,0,-5.1,37,7,0,3,1,0,1,0,1,0,0,0,0,1,1,128,0,0,0.0,44,7,0,0,0,0,0,0,0,0,0,0,0,0,1,129,0,0,0.0,45,7,0,0,0,0,0,0,0,0,0,0,0,0,1,137,0,0,0.0,40,7,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0.0,45,7,0,3,1,0,1,0,1,0,0,0,0,1,2,13,6,0,-0.4,46,7,0,3,1,0,1,0,1,0,0,0,0,1,2,15,0,0,-1.0,45,7,0,3,1,0,1,0,1,0,0,0,0,1,2,15,6,0,1.1,46,7,0,3,1,0,1,0,1,0,0,0,0,1,2,18,0,0,0.0,47,7,0,0,2,0,0,0,0,0,0,0,0,0,2,18,6,0,0.0,46,7,0,0,2,0,0,0,0,0,0,0,0,0,2,27,0,0,0.0,44,7,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0.0,42,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,-1.0,41,7,0,3,1,0,1,0,1,0,0,0,0,1,3,6,2,0,-1.9,39,6,0,3,1,0,1,0,1,0,0,0,0,1,3,7,0,0,-0.2,42,7,0,3,1,0,1,0,1,0,0,0,0,1,3,7,2,0,3.4,44,6,0,3,1,0,1,0,1,0,0,0,0,1,3,9,0,0,0.7,43,7,0,3,1,0,1,0,1,0,0,0,0,1,3,9,2,0,-1.8,44,7,0,3,1,0,1,0,1,0,0,0,0,1,3,10,2,0,2.5,45,7,0,3,1,0,1,0,1,0,0,0,0,1,3,10,0,0,0.1,41,7,0,3,1,0,1,0,1,0,0,0,0,1,3,24,0,0,0.0,44,7,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0.0,47,7,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0.0,45,7,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0.0,45,7,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1.1,42,7,0,3,1,0,1,0,1,0,0,0,0,1,5,2,5,0,4.3,44,7,0,3,1,0,1,0,1,0,0,0,0,1,5,3,0,0,0.2,44,7,0,3,1,0,1,0,1,0,0,0,0,1,5,3,5,0,4.1,42,7,0,3,1,0,1,0,1,0,0,0,0,1,5,7,0,0,1.3,36,7,0,3,1,0,1,0,1,0,0,0,0,1,5,7,5,0,2.6,40,7,0,3,1,0,1,0,1,0,0,0,0,1,6,10,0,0,3.7,40,7,0,3,1,0,1,0,1,0,0,0,0,1,6,11,0,7,-2.5,49,7,0,3,1,0,1,0,1,0,0,0,0,1,6,11,2,7,0.0,46,7,0,3,1,0,1,0,1,0,0,0,0,1,6,12,0,6,0.4,42,7,0,3,1,0,1,0,1,0,0,0,0,1
